WorkerId,Value
AHQYSQQIS98W4,0
A3E3M7E01VRNE,0
A1JG342PWI2PTC,0
A1689LPUF6HS1A,0
A1DVKS3R9SLQ1H,0
A33LWNBC9GCO0D,0
AFRA8WYVL1DJ7,0
A1ZL17KIP85OLV,0
A13GBA16BNTN1A,0
A1477E54Q7AA4J,0
ALXIA5WJ916PJ,0
A2SKY317RZ3NCS,0
A3PFV1UMF7FJ6S,0
A2XB75IN5BADG5,0
A1JDPMVFB8HNMH,0
A2H1UFKV8FSTV2,0
ARDWEH44JGLLM,0
A16MEV9DI9VMAW,0
A3JVJRGNQJI6MG,0
A3DJUABETF36E0,0
AL76RQMDB7YKY,0
AKH8KUW6I3COL,0
A1L5MD62BMOXFK,0
A3U5FZX51JBFQW,0
A2ATKVVP74NP3J,0
ASFCKRTAQMR2J,0
AQPFTUIJ0PW2N,0
A3XNJW1NJ13Y9,0
A1KLLYT0ITXDK4,0
A33NX9VHIY09QQ,0
A4M2H0ONHCMC,0
A14VB364MMVGC3,0
AH0NG7PISCRNQ,0
AZA7SZX07VZ38,0
A1WYKGQX8SSNMI,0
AHZ08BLAUVT5I,0
A1KAYSB7LMX4FN,0
A2GPQMBH0QNJ0J,0
AXZJKFM3BSX5Y,0
A3ME4M9A7220AE,0
A9O1U0B4GS6UR,0
A3V2XCDF45VN9X,0
ABKYJJD0ZK291,0
A52BF5BI5VPTZ,0
A12KQGDA5YYCW7,0
ASX3Z24CZ77IU,0
A1H8ESOKEFTFMQ,0
