WorkerId,Value
A2FC99DDV5E9TW,0
A2XSHWY53BSMV2,0
A1ZL17KIP85OLV,0
A2XYKHFV39INDC,0
ABVPW8753ZBJO,0
A1H8ESOKEFTFMQ,0
A1G8N8ASI40157,0
A1KLLYT0ITXDK4,0
A1JDPMVFB8HNMH,0
A2RAXDXAJ13EYX,0
A34D1LAUUQZCRT,0
A1L5MD62BMOXFK,0
AK84D0JFR31KS,0
A1WKUNC2NQCX5J,0
A2H1UFKV8FSTV2,0
AKH8KUW6I3COL,0
AQPFTUIJ0PW2N,0
ABKYJJD0ZK291,0
A1Q17AURTUSKIT,0
A2DLHL9JJ9EPNA,0
AILRY9ICTXN4B,0
A2ZM1X4W5OBSRW,0
AFRA8WYVL1DJ7,0
A1689LPUF6HS1A,0
A1JFGI5XJYYR3A,0
A3TD836U3Z1J2B,0
A249YEMF3IOF8F,0
AXZJKFM3BSX5Y,0
AX8D3L76H0JR7,0
A1B8QUOSZEH4S1,0
A2C1Z52F4B0CG1,0
A19JFVFPZLO013,0
A2SKY317RZ3NCS,0
AT9MEI9JKAQGV,0
A2OTMALDJLAS7,0
A2FP41BSPG0Y4A,0
A2ZVT8O8IE14H0,0
A6G80VHTBZKXM,0
A13MAWPV4T44I2,0
A2A81MBSJDI1MI,0
A3AA37NT4C4P20,0
