WorkerId,Value
A1LLKRWUMCKJFP,0
A1PLBQ3LANDLOE,0
A3DJUABETF36E0,0
AZ1DD8SXABVY1,0
A1WYKGQX8SSNMI,0
AU4PTX44URN8D,0
A2YHXHRC7N7GJ,0
A1DI8ZA02L9GMS,0
AZTAPCOD2Y512,0
A2N6SUG2FS534I,0
AYVKWUHE8VHQ1,0
A3AFX2N59UHC3Z,0
A1GQKCTY2N75DH,0
A3XNJW1NJ13Y9,0
A16MEV9DI9VMAW,0
A1KAYSB7LMX4FN,0
A2CGYCMKSR86YA,0
A1MZFQNLOZ0LIH,0
A51RKR9YXRHUO,0
A261VCVWDKG1Z4,0
AI1U3OZBEKZEC,0
ABYT27GOCT0YU,0
A2WJWZ2HVW9UJS,0
A4LR95YJIE5IK,0
A2Q8W9EV4RRC0O,0
A3E3M7E01VRNE,0
A112Z00MCKPS6F,0
A52BF5BI5VPTZ,0
A33DFUC7Z6E5DH,0
A1QA776LKNBK9C,0
AP3Z76RH2IE8O,0
A22PT6K5XNIFLA,0
A2W91LUNJYMM4N,0
