WorkerId,AssignmentId,Reasons,Rejections
A3DJUABETF36E0,3I02618YBRXGOOABGMHVPE183I2PU4/3I02618YBRXGOOABGMHVPE183I2PU4/3I02618YBRXGOOABGMHVPE183I2PU4,"Too many unset video ratings (31 > 18) | Low standard deviation of slider ratings, the slider was not moved much.Low standard deviation of slider ratings, the slider was not moved much.Low standard deviation of slider ratings, the slider was not moved much.",3
A1GQKCTY2N75DH,3TY7ZAOG66BZXB1F5NY34QR2TIO0K5/3TY7ZAOG66BZXB1F5NY34QR2TIO0K5/3TY7ZAOG66BZXB1F5NY34QR2TIO0K5,Too many unset video ratings (31 > 18) | The scores are not consistent across repeated videos.The scores are not consistent across repeated videos.The scores are not consistent across repeated videos.,3
A2CGYCMKSR86YA,33IZTU6J9SS5IKKYD8WC4Q5NKJLXSD/33IZTU6J9SS5IKKYD8WC4Q5NKJLXSD/33IZTU6J9SS5IKKYD8WC4Q5NKJLXSD,"Used phone or tablet | Too many unset video ratings (32 > 18) | all slider ratings are very similar, the slider moved to same range of scores. | Too many videos rated with same pattern: Clarity=Highly Clear, Artifacts=No visible artifacts, Immersion=High level of immersion with count=69Used phone or tablet | all slider ratings are very similar, the slider moved to same range of scores. | Too many videos rated with same pattern: Clarity=Highly Clear, Artifacts=No visible artifacts, Immersion=High level of immersion with count=69Used phone or tablet | all slider ratings are very similar, the slider moved to same range of scores. | Too many videos rated with same pattern: Clarity=Highly Clear, Artifacts=No visible artifacts, Immersion=High level of immersion",3
A1MZFQNLOZ0LIH,3EICBYG65VNOGJQDZIRBYCTQNINJCK/3EICBYG65VNOGJQDZIRBYCTQNINJCK/3EICBYG65VNOGJQDZIRBYCTQNINJCK,"Too many unset video ratings (32 > 18) | Too many videos rated with same pattern: Clarity=Highly Clear, Artifacts=No visible artifacts, Immersion=Low level of immersion with count=65Too many videos rated with same pattern: Clarity=Highly Clear, Artifacts=No visible artifacts, Immersion=Low level of immersion with count=65Too many videos rated with same pattern: Clarity=Highly Clear, Artifacts=No visible artifacts, Immersion=Low level of immersion",3
A261VCVWDKG1Z4,3MHW492WXR4AG02YTWZ84W9WCJ4MVW/3MHW492WXR4AG02YTWZ84W9WCJ4MVW/3MHW492WXR4AG02YTWZ84W9WCJ4MVW,Used phone or tablet | Too many unset video ratings (32 > 18)Used phone or tabletUsed phone or tablet,3
A2Q8W9EV4RRC0O,3ZY8KE4ITAU11F0QLP6PL5T1MKSQVE/3ZY8KE4ITAU11F0QLP6PL5T1MKSQVE/3ZY8KE4ITAU11F0QLP6PL5T1MKSQVE,Too many unset video ratings (36 > 18)Too many unset video ratings (36 > 33)Too many unset video ratings,3
A3E3M7E01VRNE,30X31N5D7UHTM7C52Y4YKIUPJYCASM/30X31N5D7UHTM7C52Y4YKIUPJYCASM/30X31N5D7UHTM7C52Y4YKIUPJYCASM,"Too many unset video ratings (31 > 18) | all slider ratings are very similar, the slider moved to same range of scores. | Too many videos rated with same pattern: Clarity=Moderately Clear, Artifacts=Minor Artifacts Present, Immersion=Moderate level of immersion with count=62all slider ratings are very similar, the slider moved to same range of scores. | Too many videos rated with same pattern: Clarity=Moderately Clear, Artifacts=Minor Artifacts Present, Immersion=Moderate level of immersion with count=62all slider ratings are very similar, the slider moved to same range of scores. | Too many videos rated with same pattern: Clarity=Moderately Clear, Artifacts=Minor Artifacts Present, Immersion=Moderate level of immersion",3
A22PT6K5XNIFLA,3WI0P0II7SJFJZF47JVVK9XZIZQDR3/3WI0P0II7SJFJZF47JVVK9XZIZQDR3/3WI0P0II7SJFJZF47JVVK9XZIZQDR3,Used phone or tablet | Too many unset video ratings (31 > 18)Used phone or tabletUsed phone or tablet,3
A2W91LUNJYMM4N,3Z2R0DQ0K8537LCJOOREPJ7C6K92E6/3Z2R0DQ0K8537LCJOOREPJ7C6K92E6/3Z2R0DQ0K8537LCJOOREPJ7C6K92E6,"Too many unset video ratings (31 > 18) | Low standard deviation of slider ratings, the slider was not moved much.Low standard deviation of slider ratings, the slider was not moved much.Low standard deviation of slider ratings, the slider was not moved much.",3
AZTAPCOD2Y512,3RXPCZQMRG2U2EQEBFHOK3IJRT9G1H/3WEV0KO0PDJRKEFHM8V0AJ2V419DSR/3WEV0KO0PDJRKEFHM8V0AJ2V419DSR/3WEV0KO0PDJRKEFHM8V0AJ2V419DSR,"Too many videos rated with same pattern: Clarity=Highly Clear, Artifacts=No visible artifacts, Immersion=Low level of immersionToo many unset video ratings (31 > 18) | Too many videos rated with same pattern: Clarity=Highly Clear, Artifacts=No visible artifacts, Immersion=Low level of immersion with count=69Too many videos rated with same pattern: Clarity=Highly Clear, Artifacts=No visible artifacts, Immersion=Low level of immersion with count=69Too many videos rated with same pattern: Clarity=Highly Clear, Artifacts=No visible artifacts, Immersion=Low level of immersion",4
A1WYKGQX8SSNMI,3KV0LJBBITCINTLHKCUY3ZKTREFRMY/3LWJHTCVD3DC5IE0LA1L3JQFYQ8QFU/3IOEN3P9TYAS5L18Z2828C5UXG2613/3KV0LJBBITCINTLHKCUY3ZKTREFRMY/3LWJHTCVD3DC5IE0LA1L3JQFYQ8QFU/3KV0LJBBITCINTLHKCUY3ZKTREFRMY/3LWJHTCVD3DC5IE0LA1L3JQFYQ8QFU,"Too many unset video ratings (31 > 18) | Too many videos rated with same pattern: Clarity=Highly Clear, Artifacts=No visible artifacts, Immersion=High level of immersion with count=57Too many unset video ratings (31 > 18) | Too many videos rated with same pattern: Clarity=Highly Clear, Artifacts=No visible artifacts, Immersion=High level of immersion with count=61Too many unset video ratings (31 > 18)Too many videos rated with same pattern: Clarity=Highly Clear, Artifacts=No visible artifacts, Immersion=High level of immersion with count=57Too many videos rated with same pattern: Clarity=Highly Clear, Artifacts=No visible artifacts, Immersion=High level of immersion with count=61Too many videos rated with same pattern: Clarity=Highly Clear, Artifacts=No visible artifacts, Immersion=High level of immersionToo many videos rated with same pattern: Clarity=Highly Clear, Artifacts=No visible artifacts, Immersion=High level of immersion",7
