video_name,most_common_clarity,most_common_artifacts,most_common_immersion,highly_clear_count,moderately_clear_count,minimally_clear_count,no_artifacts_count,minor_artifacts_count,severe_artifacts_count,high_immersion_count,moderate_immersion_count,low_immersion_count
amt_gaming_vqa_dataset/-j1SG4iuCCU_GuildWars_1-30,Minimally Clear,Minor Artifacts Present,Moderate level of immersion,6,15,15,4,20,12,4,17,15
amt_gaming_vqa_dataset/-j1SG4iuCCU_GuildWars_1-30_720p_1000k_h264_nvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,0,9,28,1,10,26,1,7,29
amt_gaming_vqa_dataset/-j1SG4iuCCU_GuildWars_1-30_720p_1300k_av1,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,2,18,17,4,21,12,2,20,15
amt_gaming_vqa_dataset/-j1SG4iuCCU_GuildWars_1-30_720p_1500k_hevc_nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,4,21,12,3,25,9,4,22,11
amt_gaming_vqa_dataset/-j1SG4iuCCU_GuildWars_1-30_720p_2500k_h264_nvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,1,13,22,3,14,19,3,14,19
amt_gaming_vqa_dataset/-j1SG4iuCCU_GuildWars_1-30_720p_3000k_av1,Minimally Clear,Minor Artifacts Present,Low level of immersion,7,15,15,6,17,14,6,15,16
amt_gaming_vqa_dataset/-j1SG4iuCCU_GuildWars_1-30_720p_3500k_hevc_nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,8,16,13,9,18,10,7,17,13
amt_gaming_vqa_dataset/-j1SG4iuCCU_GuildWars_1-30_720p_5000k_h264_nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,9,16,12,5,21,11,7,17,13
amt_gaming_vqa_dataset/-j1SG4iuCCU_GuildWars_1-30_720p_500k_av1,Minimally Clear,Severe Artifacts Present,Low level of immersion,0,10,27,1,13,23,0,10,27
amt_gaming_vqa_dataset/-j1SG4iuCCU_GuildWars_1-30_720p_600k_hevc_nvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,1,13,23,1,14,22,2,13,22
amt_gaming_vqa_dataset/1HHTJI-GSiI_CallofDutyMobile_0-05,Highly Clear,No visible artifacts,High level of immersion,22,13,1,20,16,0,18,15,3
amt_gaming_vqa_dataset/1HHTJI-GSiI_CallofDutyMobile_0-05_720p_1000k_h264_nvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,0,13,24,0,11,26,1,12,24
amt_gaming_vqa_dataset/1HHTJI-GSiI_CallofDutyMobile_0-05_720p_1300k_av1,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,14,19,4,14,20,3,12,19,6
amt_gaming_vqa_dataset/1HHTJI-GSiI_CallofDutyMobile_0-05_720p_1500k_hevc_nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,14,22,1,12,24,1,14,22,1
