WorkerId,Value
A1G1W9YIHATY4R,0
A1BTFQRZ0NTPDY,0
A36NPTH2FLH2PA,0
AK84D0JFR31KS,0
AMH0GT8UM7S1C,0
A20G8SL4ZZ38FL,0
A2FC99DDV5E9TW,0
A2SPZ2D4WBQB8I,0
ASAMJC3EOZ9XE,0
A33NX9VHIY09QQ,0
A3U5FZX51JBFQW,0
A2O4PW85X1GQA1,0
A3QVB1ZA646NIF,0
A1SUXLAA9QS64Y,0
A332U5R6NCL0X4,0
A8SOA3U7I8RJR,0
A36CQIFWEDEECU,0
A2ZVT8O8IE14H0,0
A2SHEN35K542QW,0
AOK9OY3G5D6GX,0
A2CB9D65R9CY9A,0
A1SGTL6LGLW4DK,0
ABNTQ9OXGOJP0,0
A1STTNTC1CU0DP,0
A6G80VHTBZKXM,0
A1ILCIHMXPNTMT,0
A2N6SUG2FS534I,0
A2P8U65V6NL7B5,0
A1M151WPTX57PC,0
A2YKOX0MM6Q0PE,0
A21SP66LYUNOR7,0
A3HWJUL2SS2QNT,0
A3AUVNZR4RZMNW,0
A1TRCGTBFJO7UQ,0
