WorkerId,Value
A16J2CW30USNJI,0
ARDWEH44JGLLM,0
A2GPQMBH0QNJ0J,0
A1477E54Q7AA4J,0
A3PFV1UMF7FJ6S,0
A2XSHWY53BSMV2,0
A34D1LAUUQZCRT,0
A1N63NKTHGO2TF,0
A32YOD79DL837P,0
A9O1U0B4GS6UR,0
A365E9HTM3WK5B,0
A4M2H0ONHCMC,0
A1689LPUF6HS1A,0
ASFCKRTAQMR2J,0
A12KQGDA5YYCW7,0
A1L5MD62BMOXFK,0
AF3LEU0Z2EMH4,0
A16MEV9DI9VMAW,0
AZA7SZX07VZ38,0
A2SKY317RZ3NCS,0
AXZJKFM3BSX5Y,0
A1JDPMVFB8HNMH,0
A1KLLYT0ITXDK4,0
A1H8ESOKEFTFMQ,0
ABKYJJD0ZK291,0
A1JG342PWI2PTC,0
A2ZM1X4W5OBSRW,0
A1GQKCTY2N75DH,0
A1QO9CJ6KFDWQJ,0
A3AFX2N59UHC3Z,0
AS59SIV0342LA,0
A3E3M7E01VRNE,0
A33LWNBC9GCO0D,0
A2H1UFKV8FSTV2,0
A17ZITDHO5KCH5,0
AFRA8WYVL1DJ7,0
A1MZFQNLOZ0LIH,0
A1SMWIBTQ2AESU,0
A1ZL17KIP85OLV,0
A1JFGI5XJYYR3A,0
A1KAYSB7LMX4FN,0
A3V3F4X6GH6VPV,0
A1X0K1GC85ROW9,0
AKH8KUW6I3COL,0
A16KWRV7HCOR92,0
A2OTMALDJLAS7,0
AWR8O625EL9X9,0
A333V86F5CXIE9,0
AD0K7HC2P3OAA,0
A10FCQ7R6OGXF8,0
A3D2P33SYYDMD,0
A3L9IQY7JMIZ85,0
AYIQ5FWAKFHA0,0
A3IYWGIWOCNTZZ,0
A3DJ0UVMQRZ32R,0
AFFXVHHBUWW4D,0
A1LLKRWUMCKJFP,0
A1ZALFX17G0DV9,0
AW338AT1TPG6H,0
A3WJU5XK5O1VP,0
A14VB364MMVGC3,0
A2A81MBSJDI1MI,0
A2UHPZ0D859HJN,0
AK4947CIG17B5,0
A13XXMDHOULEZ7,0
AILRY9ICTXN4B,0
A3AA37NT4C4P20,0
A3NMQ3019X6YE0,0
AAWX7QFQUNM6D,0
AGLY8ZUKMZODY,0
ASEIRRACBY1EY,0
A2RAXDXAJ13EYX,0
A1LGUAHF19054E,0
AF1OK4YPM4S9P,0
AQPFTUIJ0PW2N,0
A3EQPQ7EZFKB0R,0
A19JFVFPZLO013,0
A1DWSHGZGK8X0K,0
A1G1W9YIHATY4R,0
A1BTFQRZ0NTPDY,0
A36NPTH2FLH2PA,0
AK84D0JFR31KS,0
AMH0GT8UM7S1C,0
A20G8SL4ZZ38FL,0
A2FC99DDV5E9TW,0
A2SPZ2D4WBQB8I,0
ASAMJC3EOZ9XE,0
A33NX9VHIY09QQ,0
A3U5FZX51JBFQW,0
A2O4PW85X1GQA1,0
A3QVB1ZA646NIF,0
A1SUXLAA9QS64Y,0
A332U5R6NCL0X4,0
A8SOA3U7I8RJR,0
A36CQIFWEDEECU,0
A2ZVT8O8IE14H0,0
A2SHEN35K542QW,0
AOK9OY3G5D6GX,0
A2CB9D65R9CY9A,0
A1SGTL6LGLW4DK,0
ABNTQ9OXGOJP0,0
A1STTNTC1CU0DP,0
A6G80VHTBZKXM,0
A1ILCIHMXPNTMT,0
A2N6SUG2FS534I,0
A2P8U65V6NL7B5,0
A1M151WPTX57PC,0
A2YKOX0MM6Q0PE,0
A21SP66LYUNOR7,0
A3HWJUL2SS2QNT,0
A3AUVNZR4RZMNW,0
A1TRCGTBFJO7UQ,0
