HIT_ID,Worker_ID,Assignment_ID,Sample_Row_Name,Sample_Row_Index,Unique_HIT_Index,Unset,Stalls,ConsSD,DiffSD,repeatDiffs,Goldcount,goldDiffs
3AJA9FLWT2PX10SNI0RB6X3Y75NIFZ,A2SPZ2D4WBQB8I,3OLQQLKKOJG3DHARV9X6O0TT9D5JEL,row_0,0,0,8,7,5.007463565321737,30.57777777777778,"[5.0, 14.0, 3.0, 10.0, 1.0, 1.0, 8.0]",4,"[34.47, 22.83, 12.689999999999998, 35.43000000000001]"
3P4ZBJFX3LUF2VCS7HVQ7OC6MGLFW3,A3U5FZX51JBFQW,3OE22WJIH9F1O0BQGZWKPJRI9UCQUH,row_0,0,0,6,5,23.759056667533482,32.086021505376344,"[4.0, 7.0, 11.0, 5.0, 4.0, 33.0]",4,"[1.5300000000000011, 27.17, 11.689999999999998, 7.569999999999993]"
3VMHWJRYIL7URVHIHMRC97QDVIRFXW,A2CB9D65R9CY9A,3ZAK8W07JV5D076RZ125AD00WQB0UQ,row_0,0,0,6,4,6.564461088423891,35.17204301075269,"[4.0, 11.0, 10.0, 3.0, 16.0, 9.0]",4,"[64.47, 39.83, 8.310000000000002, 6.430000000000007]"
3VMHWJRYIL7URVHIHMRC97QDVIRFXW,A1G1W9YIHATY4R,3W2LOLRXM26NX5LEZ0HIOMSP3PXKRW,row_0,0,0,6,0,34.75179653918471,38.24731182795699,"[13.0, 8.0, 50.0, 17.0, 0.0, 5.0]",4,"[18.53, 37.17, 36.69, 7.569999999999993]"
3VMHWJRYIL7URVHIHMRC97QDVIRFXW,A1STTNTC1CU0DP,3EO896NRBNM520SOL4M1NMTUCL7TJW,row_0,0,0,6,63,29.177830973635604,31.946236559139784,"[2.0, 8.0, 8.0, 2.0, 34.0, 64.0]",4,"[13.469999999999999, 3.1700000000000017, 5.310000000000002, 1.4300000000000068]"
362E9TQF37H3F0OITKXTOI3A8KNIGY,A1ILCIHMXPNTMT,3LS2AMNW66H6BVRTKDKBQDZTR8BQOR,row_0,0,0,6,3,27.714590173735065,32.30107526881721,"[1.0, 1.0, 26.0, 1.0, 11.0, 0.0]",4,"[2.530000000000001, 19.17, 23.689999999999998, 32.43000000000001]"
3WJGKMRWW809QDSRZK0Z7U2IINNCDG,A1M151WPTX57PC,308Q0PEVCZ4QNAZ45GWKKLDI5Z29IN,row_0,0,0,15,4,26.055636844096323,33.1566265060241,"[20.0, 0.0, 1.0, 13.0, 5.0, 0.0]",4,"[16.47, 25.17, 24.689999999999998, 50.43000000000001]"
3OCZWXS70EY7P474XRBFC14DZF3L5X,A21SP66LYUNOR7,33CID5711VK6Y9IU9ASNLO2OMB23LU,row_0,0,0,6,5,11.208809692827629,34.1505376344086,"[1.0, 1.0, 18.0, 10.0, 21.0, 13.0]",4,"[9.469999999999999, 32.83, 15.310000000000002, 0.4300000000000068]"
3OCZWXS70EY7P474XRBFC14DZF3L5X,A1G1W9YIHATY4R,3TAYZSBPMCZ4H4H1PJBJE0BR8R9S2L,row_0,0,0,6,3,29.793896407684063,33.98924731182796,"[19.0, 36.0, 28.0, 5.0, 19.0, 42.0]",4,"[18.53, 35.83, 34.69, 7.569999999999993]"
3OCZWXS70EY7P474XRBFC14DZF3L5X,A3HWJUL2SS2QNT,3EJPLAJKFD7P0HMG7DHU06P6BDS6Z6,row_0,0,0,6,0,13.608502915506216,31.268817204301076,"[3.0, 3.0, 2.0, 10.0, 16.0, 19.0]",4,"[7.530000000000001, 9.170000000000002, 17.689999999999998, 7.430000000000007]"
