AssignmentId,HITId,WorkerId,Sample_Row_Name,Sample_Row_Index,Approve,Reject
3FUI0JHJQOPPI5S534ONP287OJX33S,3M47JKRKDNS8T1NZ8LCGZ2W7BFX866,ACBK30I7R42NI,row_0,0,,"Too many videos rated with same pattern: Clarity=Highly Clear, Artifacts=No visible artifacts, Immersion=High level of immersion with count=60"
3GM6G9ZBLEOV38Y9O1ZT3ELBHTBTM2,3M47JKRKDNS8T1NZ8LCGZ2W7BFX866,A3KGCURZJ02L3,row_0,0,,"Too many videos rated with same pattern: Clarity=Moderately Clear, Artifacts=Minor Artifacts Present, Immersion=Moderate level of immersion with count=69"
3I2PTA7R4KLNL46EMLSIJWIK8G0KQR,3M47JKRKDNS8T1NZ8LCGZ2W7BFX866,ASFCKRTAQMR2J,row_0,0,,"Too many videos rated with same pattern: Clarity=Moderately Clear, Artifacts=Minor Artifacts Present, Immersion=Moderate level of immersion with count=57"
3FFJ6VRIMSF8RGBR5KDRRACP3860IR,3E9ZFLPWPOJE1MJ8IUXXC435BF1IXI,A12KQGDA5YYCW7,row_0,0,,"Too many videos rated with same pattern: Clarity=Moderately Clear, Artifacts=Minor Artifacts Present, Immersion=Moderate level of immersion with count=51"
3N2BF7Y2WHL5YZ7EO7I4PVIN7JEMHO,3E9ZFLPWPOJE1MJ8IUXXC435BF1IXI,AT5SRP5JN4KXN,row_0,0,,"Too many videos rated with same pattern: Clarity=Minimally Clear, Artifacts=Severe Artifacts Present, Immersion=Low level of immersion with count=74"
39OWYR0EQBILEK5MCKIFG5THZUKYFS,3UL5XDRDO2ACAXNL322B7WI7FKM85Q,A3KGCURZJ02L3,row_0,0,,"Too many videos rated with same pattern: Clarity=Moderately Clear, Artifacts=Minor Artifacts Present, Immersion=Moderate level of immersion with count=55"
3E47SOBEZHNSL867H06BMBEQDE3IC1,3UL5XDRDO2ACAXNL322B7WI7FKM85Q,A369AG143K4YH9,row_0,0,,The scores for golden videos are not consistent with the true scores.
3QIYRE09ZU80C670YJUJANRGVGF1NJ,3UL5XDRDO2ACAXNL322B7WI7FKM85Q,AT5SRP5JN4KXN,row_0,0,,Too many unset video ratings (30 > 24)
33FBRBDW7FQZW2UU8EUK9MKC8Q1C84,3R16PJFTTTIE9FLMYMG4S9LKAJ1K4M,A3U5FZX51JBFQW,row_0,0,,"Too many videos rated with same pattern: Clarity=Minimally Clear, Artifacts=Severe Artifacts Present, Immersion=Low level of immersion with count=52"
379J5II42F7987YRYU9J4F6LD0VLE6,3R16PJFTTTIE9FLMYMG4S9LKAJ1K4M,A3AHE81HVRXFCD,row_0,0,,Too many unset video ratings (31 > 24)
3CFVK00FXCC5VS5CSCQLSRE8W376L8,3R16PJFTTTIE9FLMYMG4S9LKAJ1K4M,AW338AT1TPG6H,row_0,0,,Too many unset video ratings (31 > 24)
3QY7M81QIYDDFM1ZQMJCJ51P2F17KM,3R16PJFTTTIE9FLMYMG4S9LKAJ1K4M,A1G1W9YIHATY4R,row_0,0,,"Too many videos rated with same pattern: Clarity=Minimally Clear, Artifacts=Severe Artifacts Present, Immersion=Low level of immersion with count=59"
3FE2ERCC0OZLBJQEK05MQ89JMCYOP7,3L1EFR8WXJW4QZZKE6LYT44VOFYF9B,A3YMV4L5PLL2V,row_0,0,,Too many unset video ratings (30 > 24)
3OJSZ2ATEJNAX3GWJZF6HGI75NB570,3L1EFR8WXJW4QZZKE6LYT44VOFYF9B,A1G1W9YIHATY4R,row_0,0,,"Too many videos rated with same pattern: Clarity=Minimally Clear, Artifacts=Severe Artifacts Present, Immersion=Low level of immersion with count=65"
3OVHNO1VFXSOLQ1VH0P86CZYSXPDZB,3L1EFR8WXJW4QZZKE6LYT44VOFYF9B,A3QB50HW9PDXB9,row_0,0,,Too many unset video ratings (30 > 24)
3QHK8ZVMJD9B14M7O37T3700A4PLBF,3L1EFR8WXJW4QZZKE6LYT44VOFYF9B,A1F0VEHWK3IAF4,row_0,0,,Too many unset video ratings (30 > 24)
3YWRV122DJQVIWBUU5FK3S6IFOZ8UX,3L1EFR8WXJW4QZZKE6LYT44VOFYF9B,AW338AT1TPG6H,row_0,0,,Too many unset video ratings (30 > 24)
34PGFRQOOF2XUHWIG9RCA60TGFRWJR,3KG2UQJ0N9FM6QTNTWFXN43T06OQNF,A3TD836U3Z1J2B,row_0,0,,Too many unset video ratings (30 > 24)
35BLDD71JXOAF71H8LP2CY55S4GZVJ,3KG2UQJ0N9FM6QTNTWFXN43T06OQNF,A1JFGI5XJYYR3A,row_0,0,,Too many unset video ratings (30 > 24) | The scores for golden videos are not consistent with the true scores.
3DUZQ9U6TDFDEVF3DTVUG5825RNSVI,3KG2UQJ0N9FM6QTNTWFXN43T06OQNF,A3U5FZX51JBFQW,row_0,0,,"Too many videos rated with same pattern: Clarity=Minimally Clear, Artifacts=Severe Artifacts Present, Immersion=Low level of immersion with count=51"
3N1FSUEFMWR8ITD6W7ZICGMPR28D4L,3KG2UQJ0N9FM6QTNTWFXN43T06OQNF,A1U9QQOBJJDYW0,row_0,0,,Too many unset video ratings (30 > 24)
3OCHAWUVHFB7U17Q8ZNAD4ED48CKXQ,3KG2UQJ0N9FM6QTNTWFXN43T06OQNF,A2SKY317RZ3NCS,row_0,0,,"Too many videos rated with same pattern: Clarity=Minimally Clear, Artifacts=Severe Artifacts Present, Immersion=Low level of immersion with count=54"
3VNXK88KL39V9GJ44NV3ZA3CD1Y9VK,3KG2UQJ0N9FM6QTNTWFXN43T06OQNF,AW338AT1TPG6H,row_0,0,,Too many unset video ratings (30 > 24)
3VW04L3ZMKXDE16X7I2Z3YMF0FCXX9,3KG2UQJ0N9FM6QTNTWFXN43T06OQNF,A10FCQ7R6OGXF8,row_0,0,,Too many unset video ratings (30 > 24)
358010RM65KLAC12731HFDPUKZFXV7,3ECKRY5B2GN36HJNJCLI9PJGJ8JZI2,A1X0K1GC85ROW9,row_0,0,,Did not wear lens | Too many unset video ratings (31 > 24)
3DBQWDE4ZXPZ0O8JZ6WVDD4X5ZO5ND,3ECKRY5B2GN36HJNJCLI9PJGJ8JZI2,A3I4GC2O15YW1F,row_0,0,,Too many unset video ratings (31 > 24)
3JV9LGBJXK5FY6XFHHFZWZVRLF9GOH,3ECKRY5B2GN36HJNJCLI9PJGJ8JZI2,A1O9PMTIIVGDEW,row_0,0,,Too many unset video ratings (31 > 24)
3M81GAB8BRAMS12KG8FPKTZUK3ZBQ3,3ECKRY5B2GN36HJNJCLI9PJGJ8JZI2,A3D2P33SYYDMD,row_0,0,,"Too many videos rated with same pattern: Clarity=Minimally Clear, Artifacts=Severe Artifacts Present, Immersion=Low level of immersion with count=56"
3TPWUS5F90SAM3QC6HAQN2NYQOSWC9,3ECKRY5B2GN36HJNJCLI9PJGJ8JZI2,A2VWNL8CW78HVC,row_0,0,,"Too many unset video ratings (31 > 24) | all slider ratings are very similar, the slider moved to same range of scores."
3XUHV3NRWBP7QSM8W81I8T71JKHH5C,3ECKRY5B2GN36HJNJCLI9PJGJ8JZI2,AK4947CIG17B5,row_0,0,,"Too many unset video ratings (31 > 24) | all slider ratings are very similar, the slider moved to same range of scores."
33JKGHPFZ3LX8VTPR5DHUFFJRSNNMQ,3IYI9285XIRMTZSJ9GMAASXVN5NCJT,AD0K7HC2P3OAA,row_0,0,,Too many unset video ratings (30 > 24)
