HIT_ID,Worker_ID,Assignment_ID,Sample_Row_Name,Sample_Row_Index,Unique_HIT_Index,Unset,Stalls,ConsSD,DiffSD,repeatDiffs,Goldcount,goldDiffs
3SNR5F7RASK5VMSRNP75OFIYV2DIEI,A1X0K1GC85ROW9,30ZX6P7VGZMBI1YB2P25MZK4C302J9,row_0,0,0,32,5,4.147891583849345,44.71212121212121,"[0.0, 1.0, 6.0, 2.0, 1.0]",4,"[78.47, 57.83, 21.310000000000002, 5.569999999999993]"
3SNR5F7RASK5VMSRNP75OFIYV2DIEI,A2MJQG58XN41OW,35H6S234T1RRT32R0PAEB2IBA80562,row_0,0,0,32,0,5.496722456101664,26.363636363636363,"[19.0, 0.0, 4.0, 7.0, 10.0, 2.0]",4,"[45.47, 40.83, 3.3100000000000023, 21.430000000000007]"
3SNR5F7RASK5VMSRNP75OFIYV2DIEI,AGLY8ZUKMZODY,3JRJSWSMR8CSS382SO5J8TC4D9IE3P,row_0,0,0,32,1,8.430303574929725,37.60606060606061,"[10.0, 6.0, 26.0, 9.0]",4,"[52.47, 7.829999999999998, 3.3100000000000023, 14.430000000000007]"
3SNR5F7RASK5VMSRNP75OFIYV2DIEI,AK4947CIG17B5,3TMFV4NEQZ58A00ZP5ULLGRF0XU8W2,row_0,0,0,32,21,5.943122670003293,39.68181818181818,"[1.0, 10.0, 0.0, 13.0, 14.0]",4,"[68.47, 57.83, 18.310000000000002, 4.569999999999993]"
3BC9H1KCZK3L2MTNC7NEW9JMSPGYWK,A3ME4M9A7220AE,34S9DKFK8UGX2CI3A81SOA2Q01XYNL,row_0,0,0,32,2,12.67819723115789,19.28787878787879,"[1.0, 3.0, 20.0, 29.0, 18.0]",4,"[50.47, 19.83, 11.310000000000002, 49.43000000000001]"
3BC9H1KCZK3L2MTNC7NEW9JMSPGYWK,A1X0K1GC85ROW9,3FUI0JHJQOPPI5S534ONP287MKY33T,row_0,0,0,32,1,6.510516321551341,30.924242424242426,"[21.0, 0.0, 13.0, 2.0, 2.0, 4.0]",4,"[56.47, 34.83, 0.6899999999999977, 10.430000000000007]"
3BC9H1KCZK3L2MTNC7NEW9JMSPGYWK,A3EQJNW5E132JK,3WAKVUDHVN7RII6BK0NEPSAN4ZBU74,row_0,0,0,32,0,18.860179797707033,29.166666666666668,"[8.0, 2.0, 11.0, 45.0, 12.0, 8.0, 8.0]",4,"[34.47, 3.8299999999999983, 6.310000000000002, 7.430000000000007]"
3P520RYKD7XA8UUY653G3O0WC425UD,A5EJ10KD1ELO4,30H4UDGLUT9XBG527KQ9Y4KER6FPMD,row_0,0,0,31,15,9.159972781557665,33.56716417910448,"[32.0, 7.0, 9.0, 10.0, 17.0]",4,"[50.47, 26.83, 7.310000000000002, 27.430000000000007]"
3P520RYKD7XA8UUY653G3O0WC425UD,A333V86F5CXIE9,3ERMJ6L4EPJ85A12BYWSYITTRCK7MZ,row_0,0,0,31,17,20.369345227435044,25.82089552238806,"[16.0, 5.0, 11.0, 10.0]",4,"[40.47, 26.83, 4.689999999999998, 11.430000000000007]"
3P520RYKD7XA8UUY653G3O0WC425UD,ASFCKRTAQMR2J,3R2PKQ87ONZ5UUIYUP0PP7J25TVIM7,row_0,0,0,6,0,26.907896932526768,30.72043010752688,"[20.0, 9.0, 21.0, 15.0, 1.0, 7.0]",4,"[17.53, 37.17, 27.310000000000002, 2.430000000000007]"
