AssignmentId,HITId,WorkerId,Sample_Row_Name,Sample_Row_Index,Approve,Reject
379J5II42F7987YRYU9J4F6LD0VLE6,3R16PJFTTTIE9FLMYMG4S9LKAJ1K4M,A3AHE81HVRXFCD,row_0,0,,"Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser."
3CFVK00FXCC5VS5CSCQLSRE8W376L8,3R16PJFTTTIE9FLMYMG4S9LKAJ1K4M,AW338AT1TPG6H,row_0,0,,"Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser."
3QY7M81QIYDDFM1ZQMJCJ51P2F17KM,3R16PJFTTTIE9FLMYMG4S9LKAJ1K4M,A1G1W9YIHATY4R,row_0,0,,"Too many videos rated with same pattern: Clarity=Minimally Clear, Artifacts=Severe Artifacts Present, Immersion=Low level of immersion"
3FE2ERCC0OZLBJQEK05MQ89JMCYOP7,3L1EFR8WXJW4QZZKE6LYT44VOFYF9B,A3YMV4L5PLL2V,row_0,0,,"Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser."
3OJSZ2ATEJNAX3GWJZF6HGI75NB570,3L1EFR8WXJW4QZZKE6LYT44VOFYF9B,A1G1W9YIHATY4R,row_0,0,,"Too many videos rated with same pattern: Clarity=Minimally Clear, Artifacts=Severe Artifacts Present, Immersion=Low level of immersion"
3OVHNO1VFXSOLQ1VH0P86CZYSXPDZB,3L1EFR8WXJW4QZZKE6LYT44VOFYF9B,A3QB50HW9PDXB9,row_0,0,,"Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser."
3QHK8ZVMJD9B14M7O37T3700A4PLBF,3L1EFR8WXJW4QZZKE6LYT44VOFYF9B,A1F0VEHWK3IAF4,row_0,0,,"Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser."
3YWRV122DJQVIWBUU5FK3S6IFOZ8UX,3L1EFR8WXJW4QZZKE6LYT44VOFYF9B,AW338AT1TPG6H,row_0,0,,"Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser."
34PGFRQOOF2XUHWIG9RCA60TGFRWJR,3KG2UQJ0N9FM6QTNTWFXN43T06OQNF,A3TD836U3Z1J2B,row_0,0,,"Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser."
35BLDD71JXOAF71H8LP2CY55S4GZVJ,3KG2UQJ0N9FM6QTNTWFXN43T06OQNF,A1JFGI5XJYYR3A,row_0,0,,"Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser."
3H8DHMCCX02TWV29HZMYJXBLOQ4DKL,3KG2UQJ0N9FM6QTNTWFXN43T06OQNF,A3RJ8NZQ8BRTZM,row_0,0,,"Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser."
3N1FSUEFMWR8ITD6W7ZICGMPR28D4L,3KG2UQJ0N9FM6QTNTWFXN43T06OQNF,A1U9QQOBJJDYW0,row_0,0,,"Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser."
3VNXK88KL39V9GJ44NV3ZA3CD1Y9VK,3KG2UQJ0N9FM6QTNTWFXN43T06OQNF,AW338AT1TPG6H,row_0,0,,"Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser."
3VW04L3ZMKXDE16X7I2Z3YMF0FCXX9,3KG2UQJ0N9FM6QTNTWFXN43T06OQNF,A10FCQ7R6OGXF8,row_0,0,,"Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser."
