WorkerId,AssignmentId,Reasons,Rejections
A3AHE81HVRXFCD,379J5II42F7987YRYU9J4F6LD0VLE6/379J5II42F7987YRYU9J4F6LD0VLE6/379J5II42F7987YRYU9J4F6LD0VLE6/379J5II42F7987YRYU9J4F6LD0VLE6,"Too many unset video ratings (31 > 18)Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser.Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser.Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser.",4
A3YMV4L5PLL2V,3FE2ERCC0OZLBJQEK05MQ89JMCYOP7/3FE2ERCC0OZLBJQEK05MQ89JMCYOP7/3FE2ERCC0OZLBJQEK05MQ89JMCYOP7/3FE2ERCC0OZLBJQEK05MQ89JMCYOP7,"Too many unset video ratings (30 > 18)Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser.Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser. | Too many videos rated with same pattern: Clarity=Moderately Clear, Artifacts=Minor Artifacts Present, Immersion=Moderate level of immersionToo many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser.",4
A3QB50HW9PDXB9,3OVHNO1VFXSOLQ1VH0P86CZYSXPDZB/3OVHNO1VFXSOLQ1VH0P86CZYSXPDZB/3OVHNO1VFXSOLQ1VH0P86CZYSXPDZB/3OVHNO1VFXSOLQ1VH0P86CZYSXPDZB,"Too many unset video ratings (30 > 18)Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser.Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser.Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser.",4
A1F0VEHWK3IAF4,3QHK8ZVMJD9B14M7O37T3700A4PLBF/3QHK8ZVMJD9B14M7O37T3700A4PLBF/3QHK8ZVMJD9B14M7O37T3700A4PLBF/3QHK8ZVMJD9B14M7O37T3700A4PLBF,"Too many unset video ratings (30 > 18)Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser.Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser.Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser.",4
A3RJ8NZQ8BRTZM,3H8DHMCCX02TWV29HZMYJXBLOQ4DKL/3H8DHMCCX02TWV29HZMYJXBLOQ4DKL/3H8DHMCCX02TWV29HZMYJXBLOQ4DKL/3H8DHMCCX02TWV29HZMYJXBLOQ4DKL,"Too many unset video ratings (20 > 18)Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser.Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser. | Too many videos rated with same pattern: Clarity=Moderately Clear, Artifacts=Minor Artifacts Present, Immersion=Moderate level of immersionToo many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser.",4
A1U9QQOBJJDYW0,3N1FSUEFMWR8ITD6W7ZICGMPR28D4L/3N1FSUEFMWR8ITD6W7ZICGMPR28D4L/3N1FSUEFMWR8ITD6W7ZICGMPR28D4L/3N1FSUEFMWR8ITD6W7ZICGMPR28D4L,"Too many unset video ratings (30 > 18)Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser.Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser.Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser.",4
A10FCQ7R6OGXF8,3VW04L3ZMKXDE16X7I2Z3YMF0FCXX9/3VW04L3ZMKXDE16X7I2Z3YMF0FCXX9/3VW04L3ZMKXDE16X7I2Z3YMF0FCXX9/3VW04L3ZMKXDE16X7I2Z3YMF0FCXX9,"Too many unset video ratings (30 > 18)Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser.Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser.Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser.",4
A3TD836U3Z1J2B,3VELCLL3HBAOOEUJ0VB62II7RS81FV/3VELCLL3HBAOOEUJ0VB62II7RS81FV/34PGFRQOOF2XUHWIG9RCA60TGFRWJR/34PGFRQOOF2XUHWIG9RCA60TGFRWJR/34PGFRQOOF2XUHWIG9RCA60TGFRWJR/34PGFRQOOF2XUHWIG9RCA60TGFRWJR,"Too many unset video ratings (32 > 18)Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser.Too many unset video ratings (30 > 18)Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser.Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser.Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser.",6
A1JFGI5XJYYR3A,3OHYZ19UH3WEOFKCVHNP0DKONNAAOJ/3OHYZ19UH3WEOFKCVHNP0DKONNAAOJ/35BLDD71JXOAF71H8LP2CY55S4GZVJ/35BLDD71JXOAF71H8LP2CY55S4GZVJ/35BLDD71JXOAF71H8LP2CY55S4GZVJ/35BLDD71JXOAF71H8LP2CY55S4GZVJ,"Too many unset video ratings (33 > 18)Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser.Too many unset video ratings (30 > 18)Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser.Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser.Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser.",6
A1G1W9YIHATY4R,3QY7M81QIYDDFM1ZQMJCJ51P2F17KM/3OJSZ2ATEJNAX3GWJZF6HGI75NB570/3QY7M81QIYDDFM1ZQMJCJ51P2F17KM/3OJSZ2ATEJNAX3GWJZF6HGI75NB570/3QY7M81QIYDDFM1ZQMJCJ51P2F17KM/3OJSZ2ATEJNAX3GWJZF6HGI75NB570/3QY7M81QIYDDFM1ZQMJCJ51P2F17KM/3OJSZ2ATEJNAX3GWJZF6HGI75NB570,"Too many videos rated with same pattern: Clarity=Minimally Clear, Artifacts=Severe Artifacts Present, Immersion=Low level of immersion with count=59Too many videos rated with same pattern: Clarity=Minimally Clear, Artifacts=Severe Artifacts Present, Immersion=Low level of immersion with count=65Too many videos rated with same pattern: Clarity=Minimally Clear, Artifacts=Severe Artifacts Present, Immersion=Low level of immersionToo many videos rated with same pattern: Clarity=Minimally Clear, Artifacts=Severe Artifacts Present, Immersion=Low level of immersionToo many videos rated with same pattern: Clarity=Highly Clear, Artifacts=No visible artifacts, Immersion=High level of immersionToo many videos rated with same pattern: Clarity=Minimally Clear, Artifacts=Severe Artifacts Present, Immersion=Low level of immersionToo many videos rated with same pattern: Clarity=Minimally Clear, Artifacts=Severe Artifacts Present, Immersion=Low level of immersionToo many videos rated with same pattern: Clarity=Minimally Clear, Artifacts=Severe Artifacts Present, Immersion=Low level of immersion",8
