HIT_ID,Worker_ID,Assignment_ID,Sample_Row_Name,Sample_Row_Index,Unique_HIT_Index,Unset,Stalls,ConsSD,DiffSD,repeatDiffs,Goldcount,goldDiffs
3ZUE82NE10S4CUGA9EFKT89K4YYF8I,A2BAQ26SMQQEUG,3AQF3RZ56Z9JV0VG61NNXE9OYUG6F7,row_0,0,0,32,2,3.5809220537203736,23.96969696969697,"[2.0, 3.0, 1.0, 4.0, 1.0, 2.0]",4,"[41.47, 30.83, 11.689999999999998, 26.430000000000007]"
3ZUE82NE10S4CUGA9EFKT89K4YYF8I,A1Q7VWUBIJOK17,3GGAI1SQFMPEHRWY2F43E4L7RF2MCH,row_0,0,0,8,10,29.58183668618964,34.922222222222224,"[65.0, 17.0, 11.0, 73.0, 2.0, 0.0]",4,"[51.47, 49.83, 22.689999999999998, 1.4300000000000068]"
3ZUE82NE10S4CUGA9EFKT89K4YYF8I,A54KH61CDVIB6,3Z2R0DQ0K8537LCJOOREPJ7C6LP2EO,row_0,0,0,6,2,16.311909470242387,30.161290322580644,"[1.0, 0.0, 0.0, 46.0, 1.0, 29.0]",4,"[53.47, 12.829999999999998, 18.310000000000002, 1.5699999999999932]"
38G0E1M86CWR6O9DCWLT7MUVPJDUV0,A2BAQ26SMQQEUG,37Z929RLH0ZY13BE8YVFFNKH7UJSTP,row_0,0,0,32,1,4.600100809371682,30.37878787878788,"[5.0, 4.0, 1.0, 12.0, 1.0, 0.0]",4,"[39.47, 19.83, 9.689999999999998, 32.43000000000001]"
38G0E1M86CWR6O9DCWLT7MUVPJDUV0,AM0JKZVOEOTMA,386PBUZZY6OHJNKJCVKA1VJDH5YJLP,row_0,0,0,6,2,18.82067556307985,25.301075268817204,"[7.0, 37.0, 10.0, 3.0, 5.0, 10.0]",4,"[9.469999999999999, 28.17, 17.689999999999998, 42.43000000000001]"
3MJ9GGZYPTXYUOXDIHKR5GLQLITA2X,A2BAQ26SMQQEUG,3QJOXOW4YAITEPGCY6AY4SLACQ9ME2,row_0,0,0,31,3,6.429805013764939,28.73134328358209,"[1.0, 2.0, 6.0, 9.0, 3.0, 3.0]",4,"[49.47, 32.83, 5.689999999999998, 18.430000000000007]"
3FCO4VKO0U4862BV4Y38XQSPHDD7E5,A54KH61CDVIB6,35LDD55581VW0P8MUSL12NYFWN7MKO,row_0,0,0,6,5,12.16858494135961,32.60215053763441,"[9.0, 4.0, 5.0, 16.0, 33.0, 0.0]",4,"[58.47, 32.83, 1.6899999999999977, 21.430000000000007]"
3FCO4VKO0U4862BV4Y38XQSPHDD7E5,A29ZTHY1OB4IC8,3C8HJ7UOQYLRPK78UTOBP2MS0DJMZ7,row_0,0,0,6,0,20.014481980762355,29.93548387096774,"[2.0, 23.0, 2.0, 11.0, 1.0, 6.0]",4,"[11.530000000000001, 19.17, 4.310000000000002, 8.430000000000007]"
3FCO4VKO0U4862BV4Y38XQSPHDD7E5,A18LFH7XW61JO9,3TVRFO09HB6IE7P8TZZBS4RSSRZXLP,row_0,0,0,6,2,15.91520628800434,25.913978494623656,"[9.0, 12.0, 6.0, 20.0, 4.0, 12.0]",4,"[14.530000000000001, 23.17, 19.689999999999998, 5.430000000000007]"
3LG268AV4YXIOLVADC1E27JPIV1ERH,A1689LPUF6HS1A,36TFCYNS5V1GSB6I2EKD0CYLB6EXHY,row_0,0,0,6,0,26.525040144243274,30.881720430107528,"[4.0, 15.0, 36.0, 7.0, 9.0, 9.0]",4,"[15.530000000000001, 16.17, 16.310000000000002, 4.430000000000007]"
3LG268AV4YXIOLVADC1E27JPIV1ERH,A1DI8ZA02L9GMS,3A1COHJ8OAMQDA5AU68LKDHSKXWH81,row_0,0,0,32,2,16.290190110847895,25.62121212121212,"[11.0, 40.0, 10.0, 9.0, 8.0, 10.0, 12.0]",4,"[1.4699999999999989, 39.83, 17.310000000000002, 23.430000000000007]"
3LG268AV4YXIOLVADC1E27JPIV1ERH,AWR8O625EL9X9,3H7XDTSHL3IN3F6H8369DT8DN4KGWE,row_0,0,0,6,2,23.833803288847324,26.580645161290324,"[8.0, 15.0, 4.0, 20.0, 2.0, 3.0]",4,"[18.53, 7.170000000000002, 15.310000000000002, 7.569999999999993]"
