WorkerId,Value
AD9QQRANGJBO1,0
A1NN61ZAXV9FR0,0
A1G8N8ASI40157,0
A13MAWPV4T44I2,0
A1RQLE4ZMTU22A,0
A13GBA16BNTN1A,0
AG6OSVX8E7KS5,0
A1HCG3H9LC6ZPQ,0
A2MV1VT0WIL4QU,0
A16EGD2ITJKO4V,0
A1WKUNC2NQCX5J,0
ABVPW8753ZBJO,0
A2P8V9PAWGNXVM,0
ACHM2SO6R1SPZ,0
A36HN50WA7RGAZ,0
A2C1Z52F4B0CG1,0
AIC2D8A9UQO8S,0
A1DVKS3R9SLQ1H,0
A8F6JFG0WSELT,0
AM0JKZVOEOTMA,0
A3DS9DP2JE8I4Z,0
A2K0L9M1ZZO5C9,0
A2J237J8KM3OCS,0
A1XSBLCCC1OWQ1,0
A2XJH3WC02RMXQ,0
A1Q7VWUBIJOK17,0
A1EQ8UXKOUDYT4,0
AR6H3B01WJ1FQ,0
A1UK8S8R5QYL6D,0
A3VO62XB3T2TLB,0
A3KGCURZJ02L3,0
A1MCWFRCYFK1BX,0
A3HQAMMI4698RG,0
ATX76N0GN1SQ8,0
AT5SRP5JN4KXN,0
A3JTNYBRYPL6I2,0
A36QYJDZBOQ5PQ,0
AH4ERHALTP5ME,0
A2FNTIPS5UNJT5,0
A3KAF6CU2BYVLG,0
A29ZTHY1OB4IC8,0
AK1LS2LT9U0O0,0
A2MJQG58XN41OW,0
A137V1J5GNNZTH,0
AZ7VRPEVTCAIP,0
A13Z1UE0HXRU5V,0
A1QA776LKNBK9C,0
A2MAGMY4JMDD3V,0
ARQA90W3DRJCB,0
A369AG143K4YH9,0
AEXTZV2XLU0NW,0
A1W06GIYOJMSAK,0
A25KTR0P53BGPW,0
A28HQQPBN2MUNR,0
A1Y0ABOUJUMCWW,0
A3T6VDT9HQOV3N,0
A3JQVOGVJ2OAAX,0
A2NSE2W0XW5TE0,0
