WorkerId,AssignmentId,Reasons,Rejections
AVEV8X13Y4JSR,3KB8R4ZV25YVFC86DCADQFVSH8MBGR,"Too many videos rated with same pattern: Clarity=Minimally Clear, Artifacts=Severe Artifacts Present, Immersion=Low level of immersion",1
A3GRE25RPUZ1QG,388U7OUMGYSLKFEAV77052DGSCTR08,"Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser.",1
A1LSDUQDCOWQ9T,317HQ483JYJBCC3Y6QFP2M82D9NIN8,"Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser.",1
AFT6VDMD6VGDG,33FOTY3KFDCHL2A99TL5UCX4X4IC1E,"Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser.",1
A24MYCKZ4F1RHO,39KFRKBFJEMFKXIFBN153Z2VTAYOYN,"Too many videos rated with same pattern: Clarity=Highly Clear, Artifacts=No visible artifacts, Immersion=High level of immersion",1
A1G1W9YIHATY4R,382M9COHF86CRXLL781KV224TDKEU0/3S3AMIZX4LWBDXQLPM50VEYDM03DCL,"Too many videos rated with same pattern: Clarity=Minimally Clear, Artifacts=Severe Artifacts Present, Immersion=Low level of immersionToo many videos rated with same pattern: Clarity=Minimally Clear, Artifacts=Severe Artifacts Present, Immersion=Low level of immersion",2
A2NS2P9XSYBWR2,37M28K1J1H40N4TFF4VKSH32RIBJA1/37TD41K0B80HFM93MC0PQDKDN4WCSZ,"Too many videos rated with same pattern: Clarity=Minimally Clear, Artifacts=Severe Artifacts Present, Immersion=Low level of immersion with count=16The scores for repeated videos are not consistent.",2
A2MJMYMAZTL46O,3S4AW7T8129RG51Y9OX6VTUU3X7L4H/3TDXMTX3D2L35RX679T80BMGIJ66IU/3VJ40NV2R9EJ3BJL1HE6VIAGE0GOTI/3HVVDCPGU5JVXPNN74N4X98ISATTYC,"Too many videos rated with same pattern: Clarity=Minimally Clear, Artifacts=Severe Artifacts Present, Immersion=Low level of immersion with count=18Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser.Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser.Too many videos rated with same pattern: Clarity=Moderately Clear, Artifacts=Minor Artifacts Present, Immersion=Moderate level of immersion",4
A2IN5WQVM31V4D,3OE22WJIH9F1O0BQGZWKPJRICGGUQ0/3I02618YBRXGOOABGMHVPE187KUUP9/3OE22WJIH9F1O0BQGZWKPJRICGGUQ0/3I02618YBRXGOOABGMHVPE187KUUP9/3OE22WJIH9F1O0BQGZWKPJRICGGUQ0/3I02618YBRXGOOABGMHVPE187KUUP9/3XUHV3NRWBP7QSM8W81I8T71MBHH5X/3R5F3LQFWTBFPNSK793OH6BXZXDZOM/3OHYZ19UH3WEOFKCVHNP0DKOQC6OAA/32AT8R96HC0D1GQ383LPKJ6JU41USP,The scores for golden videos are not consistent with the true scores.The scores for golden videos are not consistent with the true scores.The scores for golden videos are not consistent with the true scores.The scores for golden videos are not consistent with the true scores.The scores for golden videos are not consistent with the true scores.The scores for golden videos are not consistent with the true scores.The scores for golden videos are not consistent with the true scores.The scores for golden videos are not consistent with the true scores.The scores for repeated videos are not consistent. | The scores for golden videos are not consistent with the true scores.The scores for golden videos are not consistent with the true scores.,10
A8FDO3RM1NQLE,3LWJHTCVD3DC5IE0LA1L3JQF2T0FQL/3EF8EXOTUSM4TGGFJL2RHGAZNNHJ1N/3LWJHTCVD3DC5IE0LA1L3JQF2T0FQL/3EF8EXOTUSM4TGGFJL2RHGAZNNHJ1N/3LWJHTCVD3DC5IE0LA1L3JQF2T0FQL/3EF8EXOTUSM4TGGFJL2RHGAZNNHJ1N/3RXCAC0YJIGCDEAZA0Q3ZD5R915G8Z/3C6FJU71UHKAX22C79DE25UKBOMUYQ/3K4J6M3CY5KQW23E7YAHV4BMZP5GA3/3SLE99ER1E4V6T3B34Y2BMBYSYSZBG,"Too many videos rated with same pattern: Clarity=Minimally Clear, Artifacts=Severe Artifacts Present, Immersion=Low level of immersion with count=52Too many videos rated with same pattern: Clarity=Minimally Clear, Artifacts=Severe Artifacts Present, Immersion=Low level of immersion with count=57Too many videos rated with same pattern: Clarity=Minimally Clear, Artifacts=Severe Artifacts Present, Immersion=Low level of immersionToo many videos rated with same pattern: Clarity=Minimally Clear, Artifacts=Severe Artifacts Present, Immersion=Low level of immersionToo many videos rated with same pattern: Clarity=Minimally Clear, Artifacts=Severe Artifacts Present, Immersion=Low level of immersionToo many videos rated with same pattern: Clarity=Minimally Clear, Artifacts=Severe Artifacts Present, Immersion=Low level of immersionToo many videos rated with same pattern: Clarity=Moderately Clear, Artifacts=Minor Artifacts Present, Immersion=Moderate level of immersionToo many videos rated with same pattern: Clarity=Moderately Clear, Artifacts=Minor Artifacts Present, Immersion=Moderate level of immersionToo many videos rated with same pattern: Clarity=Moderately Clear, Artifacts=Minor Artifacts Present, Immersion=Moderate level of immersionToo many videos rated with same pattern: Clarity=Minimally Clear, Artifacts=Severe Artifacts Present, Immersion=Low level of immersion",10
