HIT_ID,Worker_ID,Assignment_ID,Sample_Row_Name,Sample_Row_Index,Unique_HIT_Index,Unset,Stalls,ConsSD,DiffSD,repeatDiffs,Goldcount,goldDiffs
39TX062QYRFZBJ1PXRQA8Y1GSQS3XD,A2DLHL9JJ9EPNA,33CID5711VK6Y9IU9ASNLO2OM70L32,row_0,0,0,32,11,4.722450472110688,24.123076923076923,"[22.0, 1.0, 7.0, 12.0, 1.0, 17.0]",4,"[41.47, 21.83, 18.689999999999998, 34.43000000000001]"
39TX062QYRFZBJ1PXRQA8Y1GSQS3XD,AILRY9ICTXN4B,36TFCYNS5V1GSB6I2EKD0CYLCK9XHM,row_0,0,0,32,0,10.916357629966392,30.83076923076923,"[11.0, 1.0, 1.0, 9.0, 0.0]",4,"[41.47, 8.829999999999998, 8.689999999999998, 14.430000000000007]"
39TX062QYRFZBJ1PXRQA8Y1GSQS3XD,A2ZM1X4W5OBSRW,37KGEN7NKUH3WJ2FZ0I1F8E9WBNPP6,row_0,0,0,32,1,19.074032039001406,33.6,"[5.0, 11.0, 28.0, 1.0, 37.0, 13.0, 10.0]",4,"[57.47, 8.170000000000002, 13.310000000000002, 19.430000000000007]"
39TX062QYRFZBJ1PXRQA8Y1GSQS3XD,A1JFGI5XJYYR3A,3OHYZ19UH3WEOFKCVHNP0DKONNAAOJ,row_0,0,0,33,1,15.572913182831272,33.640625,"[36.0, 3.0, 18.0, 12.0]",4,"[49.47, 4.829999999999998, 2.6899999999999977, 38.43000000000001]"
39TX062QYRFZBJ1PXRQA8Y1GSQS3XD,A3TD836U3Z1J2B,3VELCLL3HBAOOEUJ0VB62II7RS81FV,row_0,0,0,32,0,5.544441216422703,30.523076923076925,"[1.0, 4.0, 7.0]",4,"[45.47, 33.83, 1.6899999999999977, 20.430000000000007]"
39TX062QYRFZBJ1PXRQA8Y1GSQS3XD,A249YEMF3IOF8F,3XM0HYN6OBQZZSDPQM2QLWF5I58EPZ,row_0,0,0,32,4,22.41855740176721,11.692307692307692,"[1.0, 14.0, 32.0, 56.0, 48.0, 11.0, 48.0]",4,"[49.47, 40.83, 0.6899999999999977, 33.43000000000001]"
39TX062QYRFZBJ1PXRQA8Y1GSQS3XD,AXZJKFM3BSX5Y,3YHH42UU626AHHJXQNA4JQ4HJWXL0Q,row_0,0,0,33,1,13.271209439986997,32.78125,"[1.0, 15.0, 16.0, 21.0]",4,"[44.47, 21.83, 1.3100000000000023, 64.43]"
3T6SSHJU051HBRUDJ8XW9UGQNVKIIR,AX8D3L76H0JR7,30ZX6P7VGZMBI1YB2P25MZK4C2YJ2M,row_0,0,0,31,2,24.207119178382978,17.28787878787879,"[21.0, 45.0, 1.0, 0.0, 39.0, 1.0]",4,"[40.47, 28.83, 8.689999999999998, 54.43000000000001]"
3T6SSHJU051HBRUDJ8XW9UGQNVKIIR,A1B8QUOSZEH4S1,340UGXU9EPSTT8772YQUV6QQQHRUV5,row_0,0,0,31,0,17.246923841712658,29.196969696969695,"[1.0, 11.0, 9.0, 5.0, 3.0]",4,"[3.469999999999999, 13.829999999999998, 8.310000000000002, 12.430000000000007]"
3T6SSHJU051HBRUDJ8XW9UGQNVKIIR,AFRA8WYVL1DJ7,3BEFOD78XXKBMNJJ90YLV69J09L4M1,row_0,0,0,22,4,26.428314782108643,31.666666666666668,"[19.0, 9.0, 6.0, 4.0, 13.0, 6.0, 14.0]",4,"[14.530000000000001, 30.17, 17.689999999999998, 7.569999999999993]"
3T6SSHJU051HBRUDJ8XW9UGQNVKIIR,A2ZM1X4W5OBSRW,3H0W84IWCBTKB5T43E6FQRFKJM7ER0,row_0,0,0,31,0,15.48232796897298,32.28787878787879,"[14.0, 4.0, 17.0, 28.0, 28.0, 13.0]",4,"[19.47, 4.829999999999998, 50.69, 45.43000000000001]"
3T6SSHJU051HBRUDJ8XW9UGQNVKIIR,A19JFVFPZLO013,3HFNH7HEN85IJIAVWU73L4QR0JDGQH,row_0,0,0,31,4,22.504034940725777,7.196969696969697,"[6.0, 36.0, 69.0, 3.0, 20.0]",4,"[40.47, 17.17, 44.69, 31.430000000000007]"
3T6SSHJU051HBRUDJ8XW9UGQNVKIIR,AT9MEI9JKAQGV,3WMOAN2SS2OGYINY5XE8HBYWIMSNV2,row_0,0,0,31,0,11.919543951315678,23.045454545454547,"[2.0, 17.0, 5.0, 38.0, 3.0, 0.0, 2.0]",4,"[31.47, 20.83, 23.689999999999998, 46.43000000000001]"
3TUOHPJXZ7OW2H3D7B1CDVCDQJMWXC,A2ZVT8O8IE14H0,36ZN444YUIPTUX3A75F2HB870VROID,row_0,0,0,32,0,7.347889444591612,36.16923076923077,"[15.0, 5.0, 19.0, 5.0, 6.0, 6.0]",4,"[61.47, 40.83, 7.310000000000002, 20.430000000000007]"
3TUOHPJXZ7OW2H3D7B1CDVCDQJMWXC,A13MAWPV4T44I2,3GFK2QRXY08PNIHXR7NI9WHOYAHW5I,row_0,0,0,32,0,9.706290280324257,23.784615384615385,"[2.0, 16.0, 10.0, 5.0, 0.0]",4,"[38.47, 11.829999999999998, 10.689999999999998, 26.430000000000007]"
3TUOHPJXZ7OW2H3D7B1CDVCDQJMWXC,A2A81MBSJDI1MI,3ITXP059QNA4N0F9W4HBDHX8AZMJSK,row_0,0,0,32,12,24.705958364293924,7.953846153846154,"[9.0, 4.0, 22.0, 10.0, 7.0]",4,"[65.47, 15.829999999999998, 63.69, 19.430000000000007]"
3TUOHPJXZ7OW2H3D7B1CDVCDQJMWXC,A19JFVFPZLO013,3WLEIWSYIF8FRV3LEPZKAM4PZDK2HW,row_0,0,0,32,12,24.34639567263542,9.784615384615385,"[0.0, 4.0, 6.0, 12.0]",4,"[51.47, 21.83, 10.310000000000002, 35.43000000000001]"
3TUOHPJXZ7OW2H3D7B1CDVCDQJMWXC,A3AA37NT4C4P20,3WLEIWSYIF8FRV3LEPZKAM4PZDS2H4,row_0,0,0,32,0,11.956964250295318,34.33846153846154,"[10.0, 2.0, 10.0, 42.0, 5.0]",4,"[36.47, 27.83, 26.310000000000002, 41.43000000000001]"
