WorkerId,AssignmentId,Reasons,Rejections
A2DLHL9JJ9EPNA,33CID5711VK6Y9IU9ASNLO2OM70L32/33CID5711VK6Y9IU9ASNLO2OM70L32,"Too many unset video ratings (32 > 18) | all slider ratings are very similar, the slider moved to same range of scores.Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser. | all slider ratings are very similar, the slider moved to same range of scores.",2
AILRY9ICTXN4B,36TFCYNS5V1GSB6I2EKD0CYLCK9XHM/36TFCYNS5V1GSB6I2EKD0CYLCK9XHM,"Too many unset video ratings (32 > 18)Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser.",2
A1JFGI5XJYYR3A,3OHYZ19UH3WEOFKCVHNP0DKONNAAOJ/3OHYZ19UH3WEOFKCVHNP0DKONNAAOJ,"Too many unset video ratings (33 > 18)Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser.",2
A3TD836U3Z1J2B,3VELCLL3HBAOOEUJ0VB62II7RS81FV/3VELCLL3HBAOOEUJ0VB62II7RS81FV,"Too many unset video ratings (32 > 18)Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser.",2
A249YEMF3IOF8F,3XM0HYN6OBQZZSDPQM2QLWF5I58EPZ/3XM0HYN6OBQZZSDPQM2QLWF5I58EPZ,"Too many unset video ratings (32 > 18) | The scores for repeated videos are not consistent (4 > 3)Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser. | The scores for repeated videos are not consistent.",2
AXZJKFM3BSX5Y,3YHH42UU626AHHJXQNA4JQ4HJWXL0Q/3YHH42UU626AHHJXQNA4JQ4HJWXL0Q,"Too many unset video ratings (33 > 18)Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser.",2
AX8D3L76H0JR7,30ZX6P7VGZMBI1YB2P25MZK4C2YJ2M/30ZX6P7VGZMBI1YB2P25MZK4C2YJ2M,"Too many unset video ratings (31 > 18)Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser.",2
A1B8QUOSZEH4S1,340UGXU9EPSTT8772YQUV6QQQHRUV5/340UGXU9EPSTT8772YQUV6QQQHRUV5,"Too many unset video ratings (31 > 18)Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser.",2
AFRA8WYVL1DJ7,3BEFOD78XXKBMNJJ90YLV69J09L4M1/3BEFOD78XXKBMNJJ90YLV69J09L4M1,"Too many unset video ratings (22 > 18)Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser.",2
AT9MEI9JKAQGV,3WMOAN2SS2OGYINY5XE8HBYWIMSNV2/3WMOAN2SS2OGYINY5XE8HBYWIMSNV2,"Too many unset video ratings (31 > 18)Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser.",2
A2ZVT8O8IE14H0,36ZN444YUIPTUX3A75F2HB870VROID/36ZN444YUIPTUX3A75F2HB870VROID,"Too many unset video ratings (32 > 18)Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser.",2
A13MAWPV4T44I2,3GFK2QRXY08PNIHXR7NI9WHOYAHW5I/3GFK2QRXY08PNIHXR7NI9WHOYAHW5I,"Too many unset video ratings (32 > 18)Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser.",2
A2A81MBSJDI1MI,3ITXP059QNA4N0F9W4HBDHX8AZMJSK/3ITXP059QNA4N0F9W4HBDHX8AZMJSK,"Too many unset video ratings (32 > 18)Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser.",2
A3AA37NT4C4P20,3WLEIWSYIF8FRV3LEPZKAM4PZDS2H4/3WLEIWSYIF8FRV3LEPZKAM4PZDS2H4,"Too many unset video ratings (32 > 18)Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser.",2
A2ZM1X4W5OBSRW,37KGEN7NKUH3WJ2FZ0I1F8E9WBNPP6/3H0W84IWCBTKB5T43E6FQRFKJM7ER0/37KGEN7NKUH3WJ2FZ0I1F8E9WBNPP6/3H0W84IWCBTKB5T43E6FQRFKJM7ER0,"Too many unset video ratings (32 > 18)Too many unset video ratings (31 > 18)Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser.Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser.",4
A19JFVFPZLO013,3HFNH7HEN85IJIAVWU73L4QR0JDGQH/3WLEIWSYIF8FRV3LEPZKAM4PZDK2HW/3HFNH7HEN85IJIAVWU73L4QR0JDGQH/3WLEIWSYIF8FRV3LEPZKAM4PZDK2HW,"Too many unset video ratings (31 > 18)Too many unset video ratings (32 > 18)Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser.Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser.",4
