AssignmentId,HITId,WorkerId,Sample_Row_Name,Sample_Row_Index,Approve,Reject
33CID5711VK6Y9IU9ASNLO2OM70L32,39TX062QYRFZBJ1PXRQA8Y1GSQS3XD,A2DLHL9JJ9EPNA,row_0,0,,"Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser. | all slider ratings are very similar, the slider moved to same range of scores."
36TFCYNS5V1GSB6I2EKD0CYLCK9XHM,39TX062QYRFZBJ1PXRQA8Y1GSQS3XD,AILRY9ICTXN4B,row_0,0,,"Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser."
37KGEN7NKUH3WJ2FZ0I1F8E9WBNPP6,39TX062QYRFZBJ1PXRQA8Y1GSQS3XD,A2ZM1X4W5OBSRW,row_0,0,,"Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser."
3OHYZ19UH3WEOFKCVHNP0DKONNAAOJ,39TX062QYRFZBJ1PXRQA8Y1GSQS3XD,A1JFGI5XJYYR3A,row_0,0,,"Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser."
3VELCLL3HBAOOEUJ0VB62II7RS81FV,39TX062QYRFZBJ1PXRQA8Y1GSQS3XD,A3TD836U3Z1J2B,row_0,0,,"Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser."
3XM0HYN6OBQZZSDPQM2QLWF5I58EPZ,39TX062QYRFZBJ1PXRQA8Y1GSQS3XD,A249YEMF3IOF8F,row_0,0,,"Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser. | The scores for repeated videos are not consistent."
3YHH42UU626AHHJXQNA4JQ4HJWXL0Q,39TX062QYRFZBJ1PXRQA8Y1GSQS3XD,AXZJKFM3BSX5Y,row_0,0,,"Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser."
30ZX6P7VGZMBI1YB2P25MZK4C2YJ2M,3T6SSHJU051HBRUDJ8XW9UGQNVKIIR,AX8D3L76H0JR7,row_0,0,,"Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser."
340UGXU9EPSTT8772YQUV6QQQHRUV5,3T6SSHJU051HBRUDJ8XW9UGQNVKIIR,A1B8QUOSZEH4S1,row_0,0,,"Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser."
3BEFOD78XXKBMNJJ90YLV69J09L4M1,3T6SSHJU051HBRUDJ8XW9UGQNVKIIR,AFRA8WYVL1DJ7,row_0,0,,"Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser."
3H0W84IWCBTKB5T43E6FQRFKJM7ER0,3T6SSHJU051HBRUDJ8XW9UGQNVKIIR,A2ZM1X4W5OBSRW,row_0,0,,"Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser."
3HFNH7HEN85IJIAVWU73L4QR0JDGQH,3T6SSHJU051HBRUDJ8XW9UGQNVKIIR,A19JFVFPZLO013,row_0,0,,"Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser."
3WMOAN2SS2OGYINY5XE8HBYWIMSNV2,3T6SSHJU051HBRUDJ8XW9UGQNVKIIR,AT9MEI9JKAQGV,row_0,0,,"Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser."
36ZN444YUIPTUX3A75F2HB870VROID,3TUOHPJXZ7OW2H3D7B1CDVCDQJMWXC,A2ZVT8O8IE14H0,row_0,0,,"Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser."
3GFK2QRXY08PNIHXR7NI9WHOYAHW5I,3TUOHPJXZ7OW2H3D7B1CDVCDQJMWXC,A13MAWPV4T44I2,row_0,0,,"Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser."
3ITXP059QNA4N0F9W4HBDHX8AZMJSK,3TUOHPJXZ7OW2H3D7B1CDVCDQJMWXC,A2A81MBSJDI1MI,row_0,0,,"Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser."
3WLEIWSYIF8FRV3LEPZKAM4PZDK2HW,3TUOHPJXZ7OW2H3D7B1CDVCDQJMWXC,A19JFVFPZLO013,row_0,0,,"Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser."
3WLEIWSYIF8FRV3LEPZKAM4PZDS2H4,3TUOHPJXZ7OW2H3D7B1CDVCDQJMWXC,A3AA37NT4C4P20,row_0,0,,"Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser."
