WorkerId,Value
A1MCWFRCYFK1BX,0
A1TRCGTBFJO7UQ,0
A6G80VHTBZKXM,0
A2N6SUG2FS534I,0
A2MJQG58XN41OW,0
A324C5L6JIMN16,0
A1Q7VWUBIJOK17,0
A32F420NFLF032,0
A1HCG3H9LC6ZPQ,0
A2C1Z52F4B0CG1,0
AMH0GT8UM7S1C,0
A29NA4283YJ26D,0
AD9QQRANGJBO1,0
A1SGTL6LGLW4DK,0
A332U5R6NCL0X4,0
A1EQ8UXKOUDYT4,0
A2YKOX0MM6Q0PE,0
A1XD6THGBT1T9T,0
A1YFETJK9CSLGP,0
ARQU35FJAKWZD,0
AK84D0JFR31KS,0
A2XJH3WC02RMXQ,0
A36CQIFWEDEECU,0
A3AUVNZR4RZMNW,0
A3TD836U3Z1J2B,0
A10FCQ7R6OGXF8,0
A3SMMI1Z1558QE,0
A1UVGRTH55TZLH,0
A36NPTH2FLH2PA,0
A2NQZ2QIHRXC8A,0
A2EFQ053GL6MLK,0
AH4ERHALTP5ME,0
A28HQQPBN2MUNR,0
AK1LS2LT9U0O0,0
A2FNTIPS5UNJT5,0
AEXTZV2XLU0NW,0
ACBK30I7R42NI,0
ATX76N0GN1SQ8,0
A3KGCURZJ02L3,0
A2NSE2W0XW5TE0,0
A2IK3H6MQ1QV6E,0
AT5SRP5JN4KXN,0
A369AG143K4YH9,0
A3JTNYBRYPL6I2,0
A1L6D082DPMF3N,0
A1G70F4VJOW46H,0
A137V1J5GNNZTH,0
AG6OSVX8E7KS5,0
A280UKMMBLRURU,0
A3HQAMMI4698RG,0
A35C2EW7OU8JXS,0
A3O8EW6AE6KVZ8,0
A3KGEDVFYPH8GM,0
A3P18VB00RJ1T8,0
AP9WRGCJVLLTG,0
A8B4AE3QMECV,0
A2MJMYMAZTL46O,0
A8LBBPY53A3O3,0
AR6H3B01WJ1FQ,0
A2NS2P9XSYBWR2,0
AZBJ3AH4LMJW9,0
A3OK13TYU0OUUQ,0
A18LFH7XW61JO9,0
A3QVB1ZA646NIF,0
AVEV8X13Y4JSR,0
A1W06GIYOJMSAK,0
A36QYJDZBOQ5PQ,0
AFT6VDMD6VGDG,0
A1UZ91EFSJFUM8,0
A8FDO3RM1NQLE,0
APC684U8U3RF3,0
A2IN5WQVM31V4D,0
A3O0NNIW4KA2PV,0
A24MYCKZ4F1RHO,0
A2J237J8KM3OCS,0
AZ7VRPEVTCAIP,0
A16J2CW30USNJI,0
A3AYHESLQSDY5T,0
A3KAF6CU2BYVLG,0
AWNCNTCQY15B9,0
A1QA776LKNBK9C,0
AVSZGPUTC3WP6,0
