HIT_ID,Worker_ID,Assignment_ID,Sample_Row_Name,Sample_Row_Index,Unique_HIT_Index,Unset,Stalls,ConsSD,DiffSD,repeatDiffs,Goldcount,goldDiffs
3EHIMLB7GXQOQQ7G443KWTLXKXAH8L,A1W06GIYOJMSAK,3JRJSWSMR8CSS382SO5J8TC4G00E3S,row_0,0,0,6,4,19.941195780754416,31.376344086021504,"[0.0, 26.0, 7.0, 32.0, 0.0, 8.0]",4,"[18.47, 12.170000000000002, 2.6899999999999977, 33.43000000000001]"
3EHIMLB7GXQOQQ7G443KWTLXKXAH8L,AFT6VDMD6VGDG,31UV0MXWOH37MNXS2QJ3858GMWKI5V,row_0,0,0,35,18,14.037167666224379,30.58730158730159,"[36.0, 2.0, 5.0, 13.0]",4,"[47.47, 36.83, 18.310000000000002, 3.569999999999993]"
3L1EFR8WXJW4QZZKE6LYT44VOOFF9A,A2NS2P9XSYBWR2,3R9WASFE3Q7LJAFR86KYUC2J7VNFZF,row_0,0,0,6,2,31.004304460591694,36.42391304347826,"[32.0, 47.0, 34.0, 32.0, 1.0, 37.0]",4,"[1.5300000000000011, 37.17, 27.310000000000002, 7.569999999999993]"
3L1EFR8WXJW4QZZKE6LYT44VOOFF9A,A2IN5WQVM31V4D,386PBUZZY6OHJNKJCVKA1VJDLUZLJA,row_0,0,0,8,2,19.82770228185247,17.833333333333332,"[26.0, 45.0, 42.0, 46.0, 27.0, 22.0]",4,"[69.47, 48.83, 7.310000000000002, 3.430000000000007]"
3SA4EMRVKLTYLI01SDYACNH6NQ7P0A,A24MYCKZ4F1RHO,3E1QT0TDGG0Q95GU0OQ6KPI7OE88IU,row_0,0,0,9,12,9.42791038649476,38.70786516853933,"[8.0, 4.0, 4.0, 0.0, 21.0, 1.0, 3.0]",4,"[64.47, 31.83, 2.3100000000000023, 9.430000000000007]"
30OITAWPCGUO4VQQ9W9YWPG843SH9A,AZ7VRPEVTCAIP,3E4GGUZ1UZI6TL4TKA2HNEKHTBUK2O,row_0,0,0,21,29,17.838512122875308,30.051948051948052,"[17.0, 22.0, 0.0, 10.0, 1.0, 0.0]",4,"[9.530000000000001, 32.17, 11.689999999999998, 10.430000000000007]"
30OITAWPCGUO4VQQ9W9YWPG843SH9A,A8FDO3RM1NQLE,31JLPPHS3LLE4ULRM28FD56IK1FO3D,row_0,0,0,6,2,16.863869748728185,32.82795698924731,"[7.0, 1.0, 17.0, 5.0, 9.0, 6.0]",4,"[15.530000000000001, 37.17, 9.689999999999998, 7.569999999999993]"
30OITAWPCGUO4VQQ9W9YWPG843SH9A,A2NS2P9XSYBWR2,3UWN2HHPVPW06Q6UB2936OEPM85SNS,row_0,0,0,10,2,29.291204995401685,33.81818181818182,"[12.0, 8.0, 9.0, 0.0, 6.0, 20.0, 0.0]",4,"[8.469999999999999, 16.17, 27.310000000000002, 6.569999999999993]"
36U4VBVNRE4ZDHSW3CGJ6P5S4XZRU7,A2IN5WQVM31V4D,38SKSKU7SSOLOC0DUDZAPU4D8FALIY,row_0,0,0,6,1,20.107235552161182,14.293478260869565,"[58.0, 8.0, 51.0, 7.0, 2.0, 40.0]",4,"[58.47, 41.83, 39.69, 27.430000000000007]"
36U4VBVNRE4ZDHSW3CGJ6P5S4XZRU7,A3KAF6CU2BYVLG,3L70J4KA07DNKITN5899PJ8PM5OAD2,row_0,0,0,6,6,23.463513765111415,23.881720430107528,"[2.0, 39.0, 1.0, 42.0, 13.0, 6.0]",4,"[10.530000000000001, 27.17, 22.310000000000002, 0.4300000000000068]"
36U4VBVNRE4ZDHSW3CGJ6P5S4XZRU7,AWNCNTCQY15B9,3X3OR7WP0QRSZ6O0LRNJC5AZ5QQ8LC,row_0,0,0,23,13,12.987761760809889,28.453333333333333,"[23.0, 8.0, 18.0, 4.0, 7.0]",4,"[28.47, 8.829999999999998, 0.3100000000000023, 4.430000000000007]"
3S1L4CQSGNWIVI9P6CZYPZFFU6XFAP,A2NS2P9XSYBWR2,32ZKVD5486EUL0WIIX3T7L6JD2WB3W,row_0,0,0,8,2,31.13066052449511,34.077777777777776,"[47.0, 41.0, 2.0, 28.0, 32.0, 18.0, 60.0]",4,"[14.530000000000001, 37.17, 27.310000000000002, 7.569999999999993]"
3S1L4CQSGNWIVI9P6CZYPZFFU6XFAP,A1W06GIYOJMSAK,36V4Q8R50BRIBS6H7X5YY9AOZTSMQD,row_0,0,0,7,3,20.123822712165257,42.73626373626374,"[2.0, 1.0, 22.0, 40.0, 0.0]",4,"[1.4699999999999989, 18.17, 20.310000000000002, 37.43000000000001]"
3S1L4CQSGNWIVI9P6CZYPZFFU6XFAP,A2IN5WQVM31V4D,3RYC5T2D8UKO8WIUCSMQK3EO0LUPR4,row_0,0,0,6,2,21.913547591682413,14.782608695652174,"[52.0, 35.0, 6.0, 2.0, 12.0]",4,"[61.47, 35.83, 30.689999999999998, 13.430000000000007]"
3P458N04RR8AQ156TRC5POWOMN0X2Q,A8FDO3RM1NQLE,3M68NM0778YGYQ0PXWNHE3N75F1R6V,row_0,0,0,6,2,17.526393554782288,27.258064516129032,"[6.0, 15.0, 8.0, 1.0, 8.0, 0.0]",4,"[11.530000000000001, 37.17, 10.689999999999998, 7.569999999999993]"
3P458N04RR8AQ156TRC5POWOMN0X2Q,AFT6VDMD6VGDG,33LKR6A5L5BY7JCKVFGVJMX8LPJT1D,row_0,0,0,7,20,8.024100276250795,38.747252747252745,"[1.0, 31.0, 2.0, 1.0, 11.0, 16.0, 1.0]",4,"[31.47, 55.83, 11.310000000000002, 4.430000000000007]"
