WorkerId,Value
A1X0K1GC85ROW9,0
AKH8KUW6I3COL,0
A2MJQG58XN41OW,0
ABKYJJD0ZK291,0
ASFCKRTAQMR2J,0
AGLY8ZUKMZODY,0
A1G1W9YIHATY4R,0
A3U5FZX51JBFQW,0
AK4947CIG17B5,0
A3ME4M9A7220AE,0
A3DJ0UVMQRZ32R,0
A3EQJNW5E132JK,0
A2FP41BSPG0Y4A,0
A5EJ10KD1ELO4,0
A6G80VHTBZKXM,0
A333V86F5CXIE9,0
ABVPW8753ZBJO,0
A2G95587OYD83D,0
A33DFUC7Z6E5DH,0
AV2I2QSNAXHCV,0
AI1U3OZBEKZEC,0
APT42OCCATUAI,0
A140CEAA0194YY,0
AQPFTUIJ0PW2N,0
A13GBA16BNTN1A,0
A1G8N8ASI40157,0
A1TRCGTBFJO7UQ,0
AYIQ5FWAKFHA0,0
A2FC99DDV5E9TW,0
A1U9QQOBJJDYW0,0
A1O0GE8I3TI1LF,0
A2YKOX0MM6Q0PE,0
A14VB364MMVGC3,0
A13MAWPV4T44I2,0
A382IYPJDT9UV6,0
AIC2D8A9UQO8S,0
A2XSHWY53BSMV2,0
AMH0GT8UM7S1C,0
A36NPTH2FLH2PA,0
A2OTMALDJLAS7,0
A1YLQJK3GNEVS4,0
A8SOA3U7I8RJR,0
AXZJKFM3BSX5Y,0
A12B9W69X0BQBF,0
A10FCQ7R6OGXF8,0
A29RP84ED4CSO4,0
ANM0HE7ZQO0AL,0
AW338AT1TPG6H,0
