WorkerId,AssignmentId,Reasons,Rejections
A3EQPQ7EZFKB0R,3WJ1OXY9317B3NXWO0YT3RUO746A8N/3WJ1OXY9317B3NXWO0YT3RUO746A8N/3WJ1OXY9317B3NXWO0YT3RUO746A8N/3WJ1OXY9317B3NXWO0YT3RUO746A8N/3WJ1OXY9317B3NXWO0YT3RUO746A8N,"Too many unset video ratings (30 > 18)Too many unset video ratings (30 > 18)Too many unset video ratings (30 > 18)Too many unset video ratings (30 > 18)Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser.",5
AXKXVUS9RU633,3R8YZBNQA89ZQPZU3R39FRDY02M7Q4/3R8YZBNQA89ZQPZU3R39FRDY02M7Q4/3R8YZBNQA89ZQPZU3R39FRDY02M7Q4/3R8YZBNQA89ZQPZU3R39FRDY02M7Q4/3R8YZBNQA89ZQPZU3R39FRDY02M7Q4,"Too many unset video ratings (32 > 18)Too many unset video ratings (32 > 18)Too many unset video ratings (32 > 18)Too many unset video ratings (32 > 18)Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser.",5
A2803ZK05KU1ZL,3FDJT1UU8VZYSING2T4FLLNTARS5KQ/3FDJT1UU8VZYSING2T4FLLNTARS5KQ/3FDJT1UU8VZYSING2T4FLLNTARS5KQ/3FDJT1UU8VZYSING2T4FLLNTARS5KQ/3FDJT1UU8VZYSING2T4FLLNTARS5KQ,"Too many unset video ratings (31 > 18)Too many unset video ratings (31 > 18)Too many unset video ratings (31 > 18)Too many unset video ratings (31 > 18)Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser.",5
A1ZL17KIP85OLV,3L4D84MIMQJFXR1TLA5C93Q60BQHJR/3L4D84MIMQJFXR1TLA5C93Q60BQHJR/3L4D84MIMQJFXR1TLA5C93Q60BQHJR/3L4D84MIMQJFXR1TLA5C93Q60BQHJR/3L4D84MIMQJFXR1TLA5C93Q60BQHJR,"Too many videos rated with same pattern: Clarity=Moderately Clear, Artifacts=Minor Artifacts Present, Immersion=Moderate level of immersion with count=42Too many videos rated with same pattern: Clarity=Moderately Clear, Artifacts=Minor Artifacts Present, Immersion=Moderate level of immersion with count=42Too many videos rated with same pattern: Clarity=Moderately Clear, Artifacts=Minor Artifacts Present, Immersion=Moderate level of immersion with count=42Too many videos rated with same pattern: Clarity=Moderately Clear, Artifacts=Minor Artifacts Present, Immersion=Moderate level of immersion with count=42Too many videos rated with same pattern: Clarity=Moderately Clear, Artifacts=Minor Artifacts Present, Immersion=Moderate level of immersion",5
AXZJKFM3BSX5Y,3PXX5PX6MOPU5LV3RCI3UTKPFARABM/3PXX5PX6MOPU5LV3RCI3UTKPFARABM/3PXX5PX6MOPU5LV3RCI3UTKPFARABM/3PXX5PX6MOPU5LV3RCI3UTKPFARABM/3PXX5PX6MOPU5LV3RCI3UTKPFARABM,"Too many unset video ratings (31 > 18)Too many unset video ratings (31 > 18)Too many unset video ratings (31 > 18)Too many unset video ratings (31 > 18)Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser.",5
A2MNDEDR8O8KVC,3H7XDTSHL3IN3F6H8369DT8DN6PGWN/3H7XDTSHL3IN3F6H8369DT8DN6PGWN/3H7XDTSHL3IN3F6H8369DT8DN6PGWN/3H7XDTSHL3IN3F6H8369DT8DN6PGWN/3H7XDTSHL3IN3F6H8369DT8DN6PGWN,"Too many unset video ratings (31 > 18)Too many unset video ratings (31 > 18)Too many unset video ratings (31 > 18)Too many unset video ratings (31 > 18)Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser.",5
A25KTR0P53BGPW,3XIQGXAUN3ZJZM06P5Y19Z9RX58X7Q/3XIQGXAUN3ZJZM06P5Y19Z9RX58X7Q/3XIQGXAUN3ZJZM06P5Y19Z9RX58X7Q/3XIQGXAUN3ZJZM06P5Y19Z9RX58X7Q/3XIQGXAUN3ZJZM06P5Y19Z9RX58X7Q,"Too many unset video ratings (31 > 18)Too many unset video ratings (31 > 18)Too many unset video ratings (31 > 18)Too many unset video ratings (31 > 18)Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser.",5
A28E074YCKFHW0,3W8CV64QKTQQRFOKZYEZK9C345EH9U/3W8CV64QKTQQRFOKZYEZK9C345EH9U/3W8CV64QKTQQRFOKZYEZK9C345EH9U/3W8CV64QKTQQRFOKZYEZK9C345EH9U/3W8CV64QKTQQRFOKZYEZK9C345EH9U,"Too many videos rated with same pattern: Clarity=Moderately Clear, Artifacts=Minor Artifacts Present, Immersion=Moderate level of immersion with count=36Too many videos rated with same pattern: Clarity=Moderately Clear, Artifacts=Minor Artifacts Present, Immersion=Moderate level of immersion with count=36Too many videos rated with same pattern: Clarity=Moderately Clear, Artifacts=Minor Artifacts Present, Immersion=Moderate level of immersion with count=36Too many videos rated with same pattern: Clarity=Moderately Clear, Artifacts=Minor Artifacts Present, Immersion=Moderate level of immersion with count=36Too many videos rated with same pattern: Clarity=Moderately Clear, Artifacts=Minor Artifacts Present, Immersion=Moderate level of immersion",5
A1Y9NJ9R8M1B1B,3SUWZRL0NP4RPMVKBQ3HFWOOMOHE63/3SUWZRL0NP4RPMVKBQ3HFWOOMOHE63/3SUWZRL0NP4RPMVKBQ3HFWOOMOHE63/3SUWZRL0NP4RPMVKBQ3HFWOOMOHE63/3SUWZRL0NP4RPMVKBQ3HFWOOMOHE63,"Too many unset video ratings (30 > 18)Too many unset video ratings (30 > 18)Too many unset video ratings (30 > 18)Too many unset video ratings (30 > 18)Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser.",5
A1689LPUF6HS1A,3SKEMFQB0UWHF06I0RBIX5XKCHT8KV/3SKEMFQB0UWHF06I0RBIX5XKCHT8KV/3SKEMFQB0UWHF06I0RBIX5XKCHT8KV/3SKEMFQB0UWHF06I0RBIX5XKCHT8KV/3SKEMFQB0UWHF06I0RBIX5XKCHT8KV,"Too many videos rated with same pattern: Clarity=Moderately Clear, Artifacts=Minor Artifacts Present, Immersion=Moderate level of immersion with count=47Too many videos rated with same pattern: Clarity=Moderately Clear, Artifacts=Minor Artifacts Present, Immersion=Moderate level of immersion with count=47Too many videos rated with same pattern: Clarity=Moderately Clear, Artifacts=Minor Artifacts Present, Immersion=Moderate level of immersion with count=47Too many videos rated with same pattern: Clarity=Moderately Clear, Artifacts=Minor Artifacts Present, Immersion=Moderate level of immersion with count=47Too many videos rated with same pattern: Clarity=Moderately Clear, Artifacts=Minor Artifacts Present, Immersion=Moderate level of immersion",5
A1SMWIBTQ2AESU,3OUYGIZWSYP082YVIF3B07D1OU80PP/3OUYGIZWSYP082YVIF3B07D1OU80PP/3OUYGIZWSYP082YVIF3B07D1OU80PP/3OUYGIZWSYP082YVIF3B07D1OU80PP/3OUYGIZWSYP082YVIF3B07D1OU80PP,"Too many unset video ratings (30 > 18)Too many unset video ratings (30 > 18)Too many unset video ratings (30 > 18)Too many unset video ratings (30 > 18)Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser.",5
AL76RQMDB7YKY,3IQ1VMJRZKBBHSG6TS473NPZRAOA9C/3IQ1VMJRZKBBHSG6TS473NPZRAOA9C/3IQ1VMJRZKBBHSG6TS473NPZRAOA9C/3IQ1VMJRZKBBHSG6TS473NPZRAOA9C/3IQ1VMJRZKBBHSG6TS473NPZRAOA9C,"Too many unset video ratings (30 > 18)Too many unset video ratings (30 > 18)Too many unset video ratings (30 > 18)Too many unset video ratings (30 > 18)Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser.",5
