video_name,most_common_clarity,most_common_artifacts,most_common_immersion,highly_clear_count,moderately_clear_count,minimally_clear_count,no_artifacts_count,minor_artifacts_count,severe_artifacts_count,high_immersion_count,moderate_immersion_count,low_immersion_count
amt_gaming_vqa_dataset/-7I-tL6gV3M_SubwaySurfers_0-10,Highly Clear,No visible artifacts,High level of immersion,26,8,0,24,10,0,27,5,2
amt_gaming_vqa_dataset/-7I-tL6gV3M_SubwaySurfers_0-10_1080p_10000k_h264_nvenc,Highly Clear,No visible artifacts,High level of immersion,21,12,0,20,13,0,20,13,0
amt_gaming_vqa_dataset/-7I-tL6gV3M_SubwaySurfers_0-10_1080p_1500k_av1,Highly Clear,No visible artifacts,High level of immersion,20,15,0,23,11,1,23,12,0
amt_gaming_vqa_dataset/-7I-tL6gV3M_SubwaySurfers_0-10_1080p_2000k_hevc_nvenc,Highly Clear,Minor Artifacts Present,High level of immersion,15,15,3,12,17,4,15,15,3
amt_gaming_vqa_dataset/-7I-tL6gV3M_SubwaySurfers_0-10_1080p_2300k_h264_nvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,1,7,27,1,4,30,0,9,26
amt_gaming_vqa_dataset/-7I-tL6gV3M_SubwaySurfers_0-10_1080p_5000k_av1,Highly Clear,No visible artifacts,High level of immersion,26,9,0,27,8,0,27,8,0
amt_gaming_vqa_dataset/-7I-tL6gV3M_SubwaySurfers_0-10_1080p_500k_av1,Moderately Clear,Severe Artifacts Present,Moderate level of immersion,7,15,13,7,13,15,5,16,14
amt_gaming_vqa_dataset/-7I-tL6gV3M_SubwaySurfers_0-10_1080p_5300k_h264_nvenc,Moderately Clear,No visible artifacts,High level of immersion,14,19,2,17,17,1,18,16,1
amt_gaming_vqa_dataset/-7I-tL6gV3M_SubwaySurfers_0-10_1080p_6000k_hevc_nvenc,Highly Clear,No visible artifacts,High level of immersion,27,6,0,26,7,0,26,7,0
amt_gaming_vqa_dataset/-7I-tL6gV3M_SubwaySurfers_0-10_1080p_800k_hevc_nvenc,Moderately Clear,Severe Artifacts Present,Moderate level of immersion,3,16,14,1,15,17,5,15,13
amt_gaming_vqa_dataset/0qFjruW6BjE_WarRobots_1-53,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,4,30,5,4,28,7,3,30,6
amt_gaming_vqa_dataset/0qFjruW6BjE_WarRobots_1-53_720p_1000k_h264_nvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,3,13,24,3,14,23,4,11,25
amt_gaming_vqa_dataset/0qFjruW6BjE_WarRobots_1-53_720p_1300k_av1,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,5,19,16,7,18,15,7,18,15
amt_gaming_vqa_dataset/0qFjruW6BjE_WarRobots_1-53_720p_1500k_hevc_nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,5,25,9,4,25,10,6,23,10
amt_gaming_vqa_dataset/0qFjruW6BjE_WarRobots_1-53_720p_2500k_h264_nvenc,Moderately Clear,Minor Artifacts Present,Low level of immersion,3,21,16,3,19,18,7,15,18
amt_gaming_vqa_dataset/0qFjruW6BjE_WarRobots_1-53_720p_3000k_av1,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,7,23,10,6,26,8,8,22,10
amt_gaming_vqa_dataset/0qFjruW6BjE_WarRobots_1-53_720p_3500k_hevc_nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,7,26,7,6,25,9,6,26,8
amt_gaming_vqa_dataset/0qFjruW6BjE_WarRobots_1-53_720p_5000k_h264_nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,6,25,9,6,23,11,6,24,10
amt_gaming_vqa_dataset/0qFjruW6BjE_WarRobots_1-53_720p_500k_av1,Minimally Clear,Severe Artifacts Present,Low level of immersion,3,10,27,3,11,26,4,9,27
amt_gaming_vqa_dataset/0qFjruW6BjE_WarRobots_1-53_720p_600k_hevc_nvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,3,9,28,3,10,27,2,9,29
amt_gaming_vqa_dataset/1S94Knu48cs_TheSims3_0-28,Minimally Clear,Severe Artifacts Present,Low level of immersion,4,8,22,2,12,20,3,10,21
amt_gaming_vqa_dataset/1S94Knu48cs_TheSims3_0-28_480p_1000k_av1,Minimally Clear,Severe Artifacts Present,Low level of immersion,2,16,17,1,15,19,0,15,20
amt_gaming_vqa_dataset/1S94Knu48cs_TheSims3_0-28_480p_1000k_h264_nvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,2,8,25,1,11,23,2,10,23
amt_gaming_vqa_dataset/1S94Knu48cs_TheSims3_0-28_480p_800k_hevc_nvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,2,16,17,1,14,20,2,15,18
amt_gaming_vqa_dataset/1c1tO8qy68A_WorldofWarcraft_3-48,Highly Clear,No visible artifacts,High level of immersion,22,17,0,21,17,1,20,18,1
amt_gaming_vqa_dataset/1c1tO8qy68A_WorldofWarcraft_3-48_1080p_10000k_h264_nvenc,Highly Clear,No visible artifacts,High level of immersion,21,19,0,21,19,0,22,18,0
amt_gaming_vqa_dataset/1c1tO8qy68A_WorldofWarcraft_3-48_1080p_1500k_av1,Highly Clear,Minor Artifacts Present,High level of immersion,22,17,1,19,20,1,20,19,1
amt_gaming_vqa_dataset/1c1tO8qy68A_WorldofWarcraft_3-48_1080p_2000k_hevc_nvenc,Highly Clear,No visible artifacts,Moderate level of immersion,21,19,0,21,19,0,19,21,0
amt_gaming_vqa_dataset/1c1tO8qy68A_WorldofWarcraft_3-48_1080p_2300k_h264_nvenc,Highly Clear,Minor Artifacts Present,High level of immersion,19,19,2,17,21,2,19,19,2
amt_gaming_vqa_dataset/1c1tO8qy68A_WorldofWarcraft_3-48_1080p_5000k_av1,Highly Clear,No visible artifacts,High level of immersion,25,12,3,22,14,4,23,14,3
amt_gaming_vqa_dataset/1c1tO8qy68A_WorldofWarcraft_3-48_1080p_500k_av1,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,11,23,6,12,21,7,12,21,7
amt_gaming_vqa_dataset/1c1tO8qy68A_WorldofWarcraft_3-48_1080p_5300k_h264_nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,19,20,0,16,23,0,19,20,0
amt_gaming_vqa_dataset/1c1tO8qy68A_WorldofWarcraft_3-48_1080p_6000k_hevc_nvenc,Highly Clear,No visible artifacts,High level of immersion,24,15,1,23,17,0,23,17,0
