video_name,category,init_val,final_val,attributes,delay
amt_gaming_vqa_dataset/callofdutyps5,sample,94.0,56.0,"['Moderately Clear', 'Minor Artifacts Present', 'Moderate level of immersion', '']",0.06600000000000072
amt_gaming_vqa_dataset/callofdutyps5_1080p_1500k_av1,sample,55.0,37.0,"['Moderately Clear', 'Minor Artifacts Present', 'Moderate level of immersion', '']",0.04868999992847556
amt_gaming_vqa_dataset/callofdutyps5_1080p_5000k_av1,sample,80.0,68.0,"['Moderately Clear', 'Minor Artifacts Present', 'Moderate level of immersion', '']",0.08428999995231656
amt_gaming_vqa_dataset/callofdutyps5_1080p_500k_av1,sample,96.0,0.0,"['Minimally Clear', 'Severe Artifacts Present', 'Low level of immersion', '']",0.050389999976157895
amt_gaming_vqa_dataset/callofdutyps5_2160p_10000k_av1,sample,96.0,61.0,"['Moderately Clear', 'Minor Artifacts Present', 'Moderate level of immersion', '']",0.049089999904632364
amt_gaming_vqa_dataset/callofdutyps5_2160p_1000k_av1,sample,17.0,30.0,"['Minimally Clear', 'Severe Artifacts Present', 'Low level of immersion', '']",0.04889000009536737
amt_gaming_vqa_dataset/callofdutyps5_2160p_5000k_av1,sample,51.0,86.0,"['Highly Clear', 'No visible artifacts', 'High level of immersion', '']",0.12199000000000026
amt_gaming_vqa_dataset/callofdutyps5_480p_1000k_av1,sample,95.0,58.0,"['Moderately Clear', 'Minor Artifacts Present', 'Moderate level of immersion', '']",0.04898999999999987
amt_gaming_vqa_dataset/callofdutyps5_720p_1300k_av1,sample,86.0,63.0,"['Moderately Clear', 'Minor Artifacts Present', 'Moderate level of immersion', '']",0.08219000004768517
amt_gaming_vqa_dataset/callofdutyps5_720p_3000k_av1,sample,63.0,41.0,"['Moderately Clear', 'Minor Artifacts Present', 'Moderate level of immersion', '']",0.07199000000000133
amt_gaming_vqa_dataset/callofdutyps5_720p_500k_av1,sample,31.0,6.0,"['Minimally Clear', 'Severe Artifacts Present', 'Low level of immersion', '']",0.050889999976158506
amt_gaming_vqa_dataset/callofdutyps5_1080p_10000k_h264nvenc,sample,39.0,51.0,"['Moderately Clear', 'Minor Artifacts Present', 'Moderate level of immersion', '']",0.048389999976159004
amt_gaming_vqa_dataset/callofdutyps5_1080p_2300k_h264nvenc,sample,55.0,0.0,"['Minimally Clear', 'Severe Artifacts Present', 'Low level of immersion', '']",0.09999000000000002
amt_gaming_vqa_dataset/callofdutyps5_1080p_5300k_h264nvenc,sample,68.0,37.0,"['Moderately Clear', 'Minor Artifacts Present', 'Moderate level of immersion', '']",0.04938999997615845
amt_gaming_vqa_dataset/callofdutyps5_2160p_25000k_h264nvenc,sample,14.0,36.0,"['Moderately Clear', 'Minor Artifacts Present', 'Moderate level of immersion', '']",0.05028999995231764
amt_gaming_vqa_dataset/callofdutyps5_2160p_5000k_h264nvenc,sample,44.0,9.0,"['Minimally Clear', 'Severe Artifacts Present', 'Low level of immersion', '']",0.08839000009536768
amt_gaming_vqa_dataset/callofdutyps5_2160p_8500k_h264nvenc,sample,40.0,14.0,"['Minimally Clear', 'Severe Artifacts Present', 'Low level of immersion', '']",0.08069000004768512
amt_gaming_vqa_dataset/callofdutyps5_480p_1000k_h264nvenc,sample,2.0,4.0,"['Minimally Clear', 'Severe Artifacts Present', 'Low level of immersion', '']",0.048889999976159615
amt_gaming_vqa_dataset/callofdutyps5_720p_1000k_h264nvenc,sample,19.0,14.0,"['Minimally Clear', 'Severe Artifacts Present', 'Low level of immersion', '']",0.0788900000953685
amt_gaming_vqa_dataset/callofdutyps5_720p_2500k_h264nvenc,sample,41.0,2.0,"['Minimally Clear', 'Severe Artifacts Present', 'Low level of immersion', '']",0.08219000004768517
amt_gaming_vqa_dataset/callofdutyps5_720p_5000k_h264nvenc,sample,42.0,80.0,"['Highly Clear', 'No visible artifacts', 'High level of immersion', '']",0.05069000004768398
