HIT_ID,Worker_ID,Assignment_ID,Sample_Row_Name,Sample_Row_Index,Unique_HIT_Index,Unset,Stalls,ConsSD,DiffSD,repeatDiffs,Goldcount,goldDiffs
3GS542CVKLECO26V8U8P7SDIZTQ594,A3MGZCGUPG3BL3,3GNCZX4519EW9FWDAH04PDPEZ2AAPQ,row_0,0,0,31,6,20.20805669913749,29.333333333333332,"[24.0, 18.0, 4.0, 11.0]",4,"[8.469999999999999, 25.83, 20.689999999999998, 5.569999999999993]"
39WSF6KUWSCFR83ULKKA8CEK7LBEOS,A5EJ10KD1ELO4,33PPO7FEDM62Q0CLHW1M6HW8YSMDIV,row_0,0,0,29,15,6.722943615982783,31.322580645161292,"[15.0, 2.0, 6.0, 5.0, 0.0, 6.0]",4,"[53.47, 22.83, 9.689999999999998, 25.430000000000007]"
39WSF6KUWSCFR83ULKKA8CEK7LBEOS,ANS5TI6KAZ5VJ,35LDD55581VW0P8MUSL12NYFZ84KMS,row_0,0,0,29,2,13.813911159380272,21.596774193548388,"[8.0, 25.0, 1.0, 24.0, 1.0, 15.0]",4,"[27.47, 2.1700000000000017, 23.689999999999998, 15.430000000000007]"
39WSF6KUWSCFR83ULKKA8CEK7LBEOS,A3JQVOGVJ2OAAX,378XPAWRV344ST99XMAKGGO2DNXAIU,row_0,0,0,29,3,11.508186020110431,20.887096774193548,"[16.0, 17.0, 0.0, 3.0, 12.0]",4,"[13.469999999999999, 10.829999999999998, 20.689999999999998, 42.43000000000001]"
39WSF6KUWSCFR83ULKKA8CEK7LBEOS,A1OHBXTGGFF2EK,38SKSKU7SSOLOC0DUDZAPU4D70YILO,row_0,0,0,29,4,11.051541814734737,27.016129032258064,"[4.0, 17.0, 1.0, 2.0, 1.0]",4,"[31.47, 5.829999999999998, 20.689999999999998, 30.430000000000007]"
39WSF6KUWSCFR83ULKKA8CEK7LBEOS,A25KTR0P53BGPW,3EJPLAJKFD7P0HMG7DHU06P6DIL6ZB,row_0,0,0,29,3,7.604646287717156,22.677419354838708,"[2.0, 10.0, 1.0, 2.0, 7.0, 1.0]",4,"[53.47, 19.83, 1.6899999999999977, 17.430000000000007]"
3SA4EMRVKLTYLI01SDYACNH6NPXP0Y,ANS5TI6KAZ5VJ,35K3O9HUB24N8FOVCJ6L9211IAYEFX,row_0,0,0,30,0,10.840566015661203,25.78688524590164,"[2.0, 2.0, 14.0, 8.0, 1.0]",4,"[37.47, 18.83, 40.69, 29.430000000000007]"
3SA4EMRVKLTYLI01SDYACNH6NPXP0Y,A1OHBXTGGFF2EK,392CY0QWHSIPQ4TSOL0T3D22LDV4I7,row_0,0,0,30,0,12.468352843432275,24.508196721311474,"[1.0, 9.0, 17.0, 2.0, 6.0]",4,"[34.47, 16.83, 2.6899999999999977, 11.430000000000007]"
3SA4EMRVKLTYLI01SDYACNH6NPXP0Y,A332U5R6NCL0X4,3HOSI13XIQFLIPWZPI0BFKGV6OXDDE,row_0,0,0,30,0,17.512371332602083,23.229508196721312,"[25.0, 22.0, 1.0, 3.0, 2.0]",4,"[63.47, 34.83, 20.689999999999998, 18.430000000000007]"
3SA4EMRVKLTYLI01SDYACNH6NPXP0Y,AQTP7NEWCUGIX,3RWE2M8QX8105HMI20QJWI86Q1TN0C,row_0,0,0,30,0,10.04271982312799,31.16393442622951,"[2.0, 19.0, 3.0, 3.0, 1.0]",4,"[39.47, 21.83, 3.6899999999999977, 25.430000000000007]"
3SA4EMRVKLTYLI01SDYACNH6NPXP0Y,A1H8AO3Z2HY5DA,3RXPCZQMRG2U2EQEBFHOK3IJUH41GC,row_0,0,0,30,1,5.644155401015189,30.65573770491803,"[5.0, 2.0, 1.0, 4.0, 2.0, 6.0]",4,"[63.47, 42.83, 4.310000000000002, 7.430000000000007]"
3SA4EMRVKLTYLI01SDYACNH6NPXP0Y,A5EJ10KD1ELO4,3Z2R0DQ0K8537LCJOOREPJ7C98NE2B,row_0,0,0,30,11,6.346485822067758,27.40983606557377,"[9.0, 2.0, 2.0]",4,"[52.47, 28.83, 3.6899999999999977, 35.43000000000001]"
3WUVMVA7P1UO0Z0P7OT5SRVX6AGAZV,AQTP7NEWCUGIX,39GAF6DQXIRDKBG90AGAK4LTHWSV1V,row_0,0,0,30,0,6.409773174820396,34.85245901639344,"[7.0, 8.0, 2.0, 1.0]",4,"[52.47, 33.83, 16.310000000000002, 22.430000000000007]"
3WUVMVA7P1UO0Z0P7OT5SRVX6AGAZV,A2COHYO0JHGJKG,3F6HPJW4K4RXOLYA9OLKBPECGBE2WZ,row_0,0,0,30,1,5.2331812990764,32.114754098360656,"[0.0, 5.0, 1.0, 2.0, 4.0]",4,"[55.47, 33.83, 4.310000000000002, 13.430000000000007]"
3WUVMVA7P1UO0Z0P7OT5SRVX6AGAZV,A3JQVOGVJ2OAAX,3QL2OFSMAX9KZ9HYEGJ3RJA7ZP5NCI,row_0,0,0,30,1,14.001727539592597,30.57377049180328,"[6.0, 12.0, 4.0, 7.0, 1.0]",4,"[32.47, 7.170000000000002, 22.689999999999998, 58.43000000000001]"
3WUVMVA7P1UO0Z0P7OT5SRVX6AGAZV,A1OHBXTGGFF2EK,3TYCR1GOU3A7J2PNUHNWPP733CRZLR,row_0,0,0,30,1,13.904190919562845,25.37704918032787,"[5.0, 0.0, 2.0, 2.0, 2.0, 31.0, 1.0]",4,"[22.47, 16.83, 23.689999999999998, 39.43000000000001]"
