WorkerId,Value
A1MCWFRCYFK1BX,0
AQPFTUIJ0PW2N,0
A1UVGRTH55TZLH,0
A20G8SL4ZZ38FL,0
A12KQGDA5YYCW7,0
AD9QQRANGJBO1,0
A1HCG3H9LC6ZPQ,0
A1JDPMVFB8HNMH,0
A2NSE2W0XW5TE0,0
A28HQQPBN2MUNR,0
A16EGD2ITJKO4V,0
A2H1UFKV8FSTV2,0
A36CQIFWEDEECU,0
A13GBA16BNTN1A,0
A1EQ8UXKOUDYT4,0
ABVPW8753ZBJO,0
A2NQZ2QIHRXC8A,0
A3MGZCGUPG3BL3,0
AZ7VRPEVTCAIP,0
A2FP41BSPG0Y4A,0
A1V02JOX9YXKF6,0
A2COHYO0JHGJKG,0
A2EFQ053GL6MLK,0
A1OHBXTGGFF2EK,0
A5EJ10KD1ELO4,0
ANS5TI6KAZ5VJ,0
A3JQVOGVJ2OAAX,0
A1W06GIYOJMSAK,0
A2XJH3WC02RMXQ,0
A25KTR0P53BGPW,0
A369AG143K4YH9,0
AH4ERHALTP5ME,0
A332U5R6NCL0X4,0
AQTP7NEWCUGIX,0
A1H8AO3Z2HY5DA,0
A36GR8MUA34VW6,0
A2IOHBFHRC6LT4,0
