AssignmentId,HITId,WorkerId,Sample_Row_Name,Sample_Row_Index,Approve,Reject
3137ONMDL7WTMFKQN3C3RN1DHJOGEA,34R3P23QIISZGR3Y27JQA9OJ2VZWHJ,AZ1DD8SXABVY1,row_0,0,,Too many unset video ratings (14 > 8)
3AMYWKA6Z2DD1D89546DK8I2R7G6OR,34R3P23QIISZGR3Y27JQA9OJ2VZWHJ,A1G1W9YIHATY4R,row_0,0,,"Too many videos rated with same pattern: Clarity=Minimally Clear, Artifacts=Severe Artifacts Present, Immersion=Low level of immersion with count=25"
3GDTJDAPWL2C5O6LL3OYCIPO22RM8E,34R3P23QIISZGR3Y27JQA9OJ2VZWHJ,A1689LPUF6HS1A,row_0,0,,"Too many videos rated with same pattern: Clarity=Minimally Clear, Artifacts=Severe Artifacts Present, Immersion=Low level of immersion with count=19"
3TXMY6UCB5F526UQU8BKVD5C2UPQCR,34R3P23QIISZGR3Y27JQA9OJ2VZWHJ,AKH8KUW6I3COL,row_0,0,,"Too many videos rated with same pattern: Clarity=Minimally Clear, Artifacts=Severe Artifacts Present, Immersion=Low level of immersion with count=20"
3V0Z7YWSJPRK9WY5JEGOPNVY7V4V2U,34R3P23QIISZGR3Y27JQA9OJ2VZWHJ,AFRA8WYVL1DJ7,row_0,0,,"Too many videos rated with same pattern: Clarity=Minimally Clear, Artifacts=Severe Artifacts Present, Immersion=Low level of immersion with count=19"
3WMINLGAM2UDFQN95CEY5DQ7YCIACJ,34R3P23QIISZGR3Y27JQA9OJ2VZWHJ,A2SKY317RZ3NCS,row_0,0,,"Too many videos rated with same pattern: Clarity=Minimally Clear, Artifacts=Severe Artifacts Present, Immersion=Low level of immersion with count=24"
3YW4XOSQLHCD7WR9VK65OIJA1IX1UA,34R3P23QIISZGR3Y27JQA9OJ2VZWHJ,AL76RQMDB7YKY,row_0,0,,Too many unset video ratings (14 > 8)
32KTQ2V7S46CJTPVQVUCCEKZM3P9MW,3O0M2G5VDWTUSJ2VUPPF2074ZNX49G,A2A81MBSJDI1MI,row_0,0,,Too many unset video ratings (14 > 8)
37W3JXSD7XZNP6RH29SFKTFHTCYWY5,3O0M2G5VDWTUSJ2VUPPF2074ZNX49G,A25JTS3S9OD0KP,row_0,0,,Too many unset video ratings (14 > 8) | The scores for repeated videos are not consistent (5 > 3)
39O5D9O88KJDV5OOWXZOI5C1SWV3C9,3O0M2G5VDWTUSJ2VUPPF2074ZNX49G,A1ZL17KIP85OLV,row_0,0,,"Too many videos rated with same pattern: Clarity=Minimally Clear, Artifacts=Severe Artifacts Present, Immersion=Low level of immersion with count=21"
3P1L2B7AESGVKYBGS8CF9R0ZHVVOLT,3O0M2G5VDWTUSJ2VUPPF2074ZNX49G,A1JDPMVFB8HNMH,row_0,0,,"Too many videos rated with same pattern: Clarity=Minimally Clear, Artifacts=Severe Artifacts Present, Immersion=Low level of immersion with count=21"
3PQMUDRV8IXJYBS79A2XXECLOJ9IIN,3O0M2G5VDWTUSJ2VUPPF2074ZNX49G,A391SHXY5FIDY5,row_0,0,,Too many unset video ratings (14 > 8)
3S96KQ6IADVSZESWB80QKOYH7V7TD3,3O0M2G5VDWTUSJ2VUPPF2074ZNX49G,AF1OK4YPM4S9P,row_0,0,,Too many unset video ratings (14 > 8)
3WOKGM4L8S7IN2MU3FQWB78BEYD0OR,3O0M2G5VDWTUSJ2VUPPF2074ZNX49G,A30TJER6AVBL34,row_0,0,,"Too many unset video ratings (14 > 8) | all slider ratings are very similar, the slider moved to same range of scores."
31UV0MXWOH37MNXS2QJ3858GJO05IF,3NBFJK3IP79DBMZLRFAY8FZWKPPOGU,A1QUQ0TV9KVD4C,row_0,0,,Used phone or tablet
36U2A8VAHSQWU6X0DV9CWILM6X0KYS,3NBFJK3IP79DBMZLRFAY8FZWKPPOGU,A1NFTC671XWYB,row_0,0,,Too many unset video ratings (14 > 8)
3IUZPWIU2FYS5120YUROBL06VPIWKN,3NBFJK3IP79DBMZLRFAY8FZWKPPOGU,AMTNJ6BHM414U,row_0,0,,Too many unset video ratings (14 > 8)
