WorkerId,AssignmentId,Reasons,Rejections
A16KWRV7HCOR92,3907X2AHGRW74C19X27PJV6GL012P0/3907X2AHGRW74C19X27PJV6GL012P0/3907X2AHGRW74C19X27PJV6GL012P0,The delays in video ratings are too high (84 > 40)The delays in video ratings are too high (84 > 40)The delays in video ratings are too high.,3
A1ZALFX17G0DV9,3KGTPGBS7OCKWH95EO6JT1TFTH4U2Z/3KGTPGBS7OCKWH95EO6JT1TFTH4U2Z/3KGTPGBS7OCKWH95EO6JT1TFTH4U2Z,The delays in video ratings are too high (54 > 40)The delays in video ratings are too high (54 > 40)The delays in video ratings are too high.,3
A2A81MBSJDI1MI,3T111IHZ65H3G92NV3QTYDE9SQPR93/3T111IHZ65H3G92NV3QTYDE9SQPR93/3T111IHZ65H3G92NV3QTYDE9SQPR93,The scores for repeated videos are not consistent (4 > 3) | The delays in video ratings are too high (63 > 40)The scores for repeated videos are not consistent (4 > 3) | The delays in video ratings are too high (63 > 40)The scores for repeated videos are not consistent. | The delays in video ratings are too high.,3
A1LGUAHF19054E,3OHYZ19UH3WEOFKCVHNP0DKONJEOAT/3OHYZ19UH3WEOFKCVHNP0DKONJEOAT/3OHYZ19UH3WEOFKCVHNP0DKONJEOAT,"Low standard deviation of slider ratings, the slider was not moved much. | The scores for repeated videos are not consistent (4 > 3)Low standard deviation of slider ratings, the slider was not moved much. | The scores for repeated videos are not consistent (4 > 3)Low standard deviation of slider ratings, the slider was not moved much. | The scores for repeated videos are not consistent.",3
AF1OK4YPM4S9P,3QY5DC2MYIB4XBLH2JLQDKN42LSUF2/3QY5DC2MYIB4XBLH2JLQDKN42LSUF2/3QY5DC2MYIB4XBLH2JLQDKN42LSUF2,The scores for repeated videos are not consistent (4 > 3)The scores for repeated videos are not consistent (4 > 3)The scores for repeated videos are not consistent.,3
A19JFVFPZLO013,3GU1KF0O59S1SP15GV00KO9KF7CBPB/3GU1KF0O59S1SP15GV00KO9KF7CBPB/3GU1KF0O59S1SP15GV00KO9KF7CBPB,The delays in video ratings are too high (62 > 40)The delays in video ratings are too high (62 > 40)The delays in video ratings are too high.,3
A1DWSHGZGK8X0K,3Q5C1WP24DSWMH1UUJYXG6RU2W851Q/3Q5C1WP24DSWMH1UUJYXG6RU2W851Q/3Q5C1WP24DSWMH1UUJYXG6RU2W851Q,"Too many videos rated with same pattern: Clarity=Highly Clear, Artifacts=No visible artifacts, Immersion=High level of immersion with count=67Too many videos rated with same pattern: Clarity=Highly Clear, Artifacts=No visible artifacts, Immersion=High level of immersion with count=67Too many videos rated with same pattern: Clarity=Highly Clear, Artifacts=No visible artifacts, Immersion=High level of immersion",3
A1LLKRWUMCKJFP,37TD41K0B80HFM93MC0PQDKDJ1FSCO/3IRIK4HM41BCSOB6FZXMP8OL2ODC66/3IRIK4HM41BCSOB6FZXMP8OL2ODC66/3IRIK4HM41BCSOB6FZXMP8OL2ODC66,"Too many unset video ratings (31 > 18)Low standard deviation of slider ratings, the slider was not moved much.Low standard deviation of slider ratings, the slider was not moved much.Low standard deviation of slider ratings, the slider was not moved much.",4
A333V86F5CXIE9,3GNCZX4519EW9FWDAH04PDPEXQBPAG/3GA6AFUKPFF4CDZ4IPDPTW9H5PV3HF/3GNCZX4519EW9FWDAH04PDPEXQBPAG/3GA6AFUKPFF4CDZ4IPDPTW9H5PV3HF/3GNCZX4519EW9FWDAH04PDPEXQBPAG/3GA6AFUKPFF4CDZ4IPDPTW9H5PV3HF,The delays in video ratings are too high (62 > 40)The delays in video ratings are too high (63 > 40)The delays in video ratings are too high (62 > 40)The delays in video ratings are too high (63 > 40)The delays in video ratings are too high.The delays in video ratings are too high.,6
AD0K7HC2P3OAA,3L4PIM1GRK7IHAAV3FI9XU7010SRYC/3R2PKQ87ONZ5UUIYUP0PP7J25TMMI2/3L4PIM1GRK7IHAAV3FI9XU7010SRYC/3R2PKQ87ONZ5UUIYUP0PP7J25TMMI2/3L4PIM1GRK7IHAAV3FI9XU7010SRYC/3R2PKQ87ONZ5UUIYUP0PP7J25TMMI2,The delays in video ratings are too high (52 > 40)The delays in video ratings are too high (63 > 40)The delays in video ratings are too high (52 > 40)The delays in video ratings are too high (63 > 40)The delays in video ratings are too high.The delays in video ratings are too high.,6
AW338AT1TPG6H,3QFUFYSYAP65GDR2NDU80GPA38M4F7/3GS6S824THOTD7N3V7J43DHAPS6WNR/3QFUFYSYAP65GDR2NDU80GPA38M4F7/3GS6S824THOTD7N3V7J43DHAPS6WNR/3QFUFYSYAP65GDR2NDU80GPA38M4F7/3GS6S824THOTD7N3V7J43DHAPS6WNR,"Too many videos rated with same pattern: Clarity=Highly Clear, Artifacts=No visible artifacts, Immersion=High level of immersion with count=57Too many videos rated with same pattern: Clarity=Highly Clear, Artifacts=No visible artifacts, Immersion=High level of immersion with count=60Too many videos rated with same pattern: Clarity=Highly Clear, Artifacts=No visible artifacts, Immersion=High level of immersion with count=57Too many videos rated with same pattern: Clarity=Highly Clear, Artifacts=No visible artifacts, Immersion=High level of immersion with count=60Too many videos rated with same pattern: Clarity=Highly Clear, Artifacts=No visible artifacts, Immersion=High level of immersionToo many videos rated with same pattern: Clarity=Highly Clear, Artifacts=No visible artifacts, Immersion=High level of immersion",6
A1X0K1GC85ROW9,39DD6S19KG2TDWFVDV0SCUHJS29ZEV/308Q0PEVCZ4QNAZ45GWKKLDI5T99II/36ZN444YUIPTUX3A75F2HB870SQOI6/39DD6S19KG2TDWFVDV0SCUHJS29ZEV/308Q0PEVCZ4QNAZ45GWKKLDI5T99II/36ZN444YUIPTUX3A75F2HB870SQOI6/39DD6S19KG2TDWFVDV0SCUHJS29ZEV/308Q0PEVCZ4QNAZ45GWKKLDI5T99II/36ZN444YUIPTUX3A75F2HB870SQOI6,"all slider ratings are very similar, the slider moved to same range of scores.Did not wear lensDid not wear lensall slider ratings are very similar, the slider moved to same range of scores.Did not wear lensDid not wear lensall slider ratings are very similar, the slider moved to same range of scores.Did not wear lensDid not wear lens",9
