HIT_ID,Worker_ID,Assignment_ID,Sample_Row_Name,Sample_Row_Index,Unique_HIT_Index,Unset,Stalls,ConsSD,DiffSD,repeatDiffs,Goldcount,goldDiffs
3WRAAIUSC9QZV40A665KV6FMYBTAXB,A2NQZ2QIHRXC8A,39ZSFO5CBZNK2D7DL9CBSIFWYKPJUX,row_0,0,0,6,9,28.104100127596386,36.806451612903224,"[21.0, 18.0, 4.0, 12.0, 6.0, 5.0]",4,"[3.469999999999999, 22.17, 17.310000000000002, 7.569999999999993]"
3WRAAIUSC9QZV40A665KV6FMYBTAXB,A3AUVNZR4RZMNW,3DPNQGW4MC69XKYRMKR46ACXD1464E,row_0,0,0,18,13,17.04075995957927,30.5375,"[8.0, 2.0, 9.0, 30.0, 6.0, 22.0, 2.0]",4,"[11.469999999999999, 23.17, 18.689999999999998, 10.430000000000007]"
3CVBMEMMY17KQC2XUZBEITP29D4H7Y,A2IN5WQVM31V4D,3PEIJLRY7KKYP117XD6D1F88UYWWXE,row_0,0,0,6,3,11.488688239608503,35.97826086956522,"[20.0, 29.0, 15.0, 29.0, 10.0, 9.0]",4,"[56.47, 36.83, 8.310000000000002, 40.43000000000001]"
3CVBMEMMY17KQC2XUZBEITP29D4H7Y,A3AUVNZR4RZMNW,3JZQSN0I4H1LSTKMIEW995MDW5GFGD,row_0,0,0,19,11,22.04840198570812,29.088607594936708,"[15.0, 11.0, 9.0, 5.0, 7.0, 5.0, 13.0]",4,"[9.469999999999999, 19.17, 20.689999999999998, 6.430000000000007]"
3CVBMEMMY17KQC2XUZBEITP29D4H7Y,A3QVB1ZA646NIF,3IQ1VMJRZKBBHSG6TS473NPZVDDA9B,row_0,0,0,6,9,31.45591919788887,35.795698924731184,"[1.0, 7.0, 50.0, 52.0, 39.0, 41.0]",4,"[3.469999999999999, 21.17, 22.689999999999998, 7.569999999999993]"
3CVBMEMMY17KQC2XUZBEITP29D4H7Y,A2NS2P9XSYBWR2,3Z7EFSHGO05PB3V2GM6CPL152JDCXM,row_0,0,0,13,2,29.279741334157233,28.564705882352943,"[10.0, 29.0, 30.0, 2.0, 16.0, 30.0, 35.0]",4,"[18.53, 37.17, 27.310000000000002, 7.569999999999993]"
3TTPFEFXDJB1MCOSBP6MCFP6E2KH6Z,APC684U8U3RF3,3WMINLGAM2UDFQN95CEY5DQ71Y8ACK,row_0,0,0,7,2,26.5453839400665,27.34065934065934,"[14.0, 62.0, 2.0, 1.0, 4.0, 26.0, 30.0]",4,"[11.530000000000001, 29.17, 51.69, 42.43000000000001]"
3TTPFEFXDJB1MCOSBP6MCFP6E2KH6Z,A17ZITDHO5KCH5,38YMOXR4NLQL6MHBWQXN12VOXV3W6S,row_0,0,0,15,20,19.1021427222958,27.3855421686747,"[10.0, 5.0, 6.0, 21.0, 37.0, 28.0]",4,"[35.47, 4.170000000000002, 0.6899999999999977, 32.43000000000001]"
3D0LPO3EB1QDXDKLLLW4FF60PYQOYT,AVEV8X13Y4JSR,3OHYZ19UH3WEOFKCVHNP0DKOQB6AOU,row_0,0,0,6,4,23.476120269668584,28.161290322580644,"[9.0, 11.0, 5.0, 25.0, 15.0, 31.0]",4,"[18.53, 37.17, 5.310000000000002, 7.569999999999993]"
3D0LPO3EB1QDXDKLLLW4FF60PYQOYT,A2IN5WQVM31V4D,3TVRFO09HB6IE7P8TZZBS4RSWRQXLK,row_0,0,0,6,5,13.192638972638562,34.41304347826087,"[0.0, 9.0, 5.0, 18.0, 9.0, 27.0]",4,"[48.47, 34.83, 7.689999999999998, 33.43000000000001]"
3D0LPO3EB1QDXDKLLLW4FF60PYQOYT,AFT6VDMD6VGDG,3ND9UOO82BT3P7KIJU3PQLDLNXPLW0,row_0,0,0,27,16,8.080089090742899,40.732394366197184,"[8.0, 3.0, 13.0, 38.0]",4,"[55.47, 11.829999999999998, 19.310000000000002, 1.4300000000000068]"
3BJKPTD2R23KD4D737Q91TJQLJSRTG,AFT6VDMD6VGDG,3VAR3R6G2GS05RRXYJ3B4MET0NL8O3,row_0,0,0,10,17,8.735961288152504,40.93181818181818,"[7.0, 0.0, 2.0, 4.0, 6.0, 2.0, 13.0]",4,"[31.47, 51.83, 20.310000000000002, 4.430000000000007]"
3BJKPTD2R23KD4D737Q91TJQLJSRTG,A3QVB1ZA646NIF,37M28K1J1H40N4TFF4VKSH32RIRAJ8,row_0,0,0,6,9,29.35126213983078,38.82795698924731,"[7.0, 4.0, 13.0, 2.0, 1.0, 29.0]",4,"[32.47, 25.17, 28.689999999999998, 5.569999999999993]"
3BJKPTD2R23KD4D737Q91TJQLJSRTG,A3AUVNZR4RZMNW,3CFJTT4SYKHM9RBBQJY06PMCDVE7IK,row_0,0,0,19,7,21.01501435623792,30.911392405063292,"[14.0, 3.0, 10.0, 31.0, 6.0, 4.0]",4,"[7.530000000000001, 10.170000000000002, 28.689999999999998, 10.430000000000007]"
3BJKPTD2R23KD4D737Q91TJQLJSRTG,A3KAF6CU2BYVLG,3PIWWX1FKAXBOXWJ9A8XLG6LH5BJJN,row_0,0,0,6,7,24.937554106403553,31.021505376344088,"[9.0, 5.0, 0.0, 6.0, 1.0, 29.0]",4,"[10.530000000000001, 28.17, 19.310000000000002, 10.430000000000007]"
