WorkerId,AssignmentId,Reasons,Rejections
A2NQZ2QIHRXC8A,39ZSFO5CBZNK2D7DL9CBSIFWYKPJUX,"Too many videos rated with same pattern: Clarity=Highly Clear, Artifacts=No visible artifacts, Immersion=High level of immersion",1
APC684U8U3RF3,3WMINLGAM2UDFQN95CEY5DQ71Y8ACK,The scores for golden videos are not consistent with the true scores.,1
A17ZITDHO5KCH5,38YMOXR4NLQL6MHBWQXN12VOXV3W6S,Used phone or tablet,1
A3QVB1ZA646NIF,3IQ1VMJRZKBBHSG6TS473NPZVDDA9B/37M28K1J1H40N4TFF4VKSH32RIRAJ8,The scores for repeated videos are not consistent.The scores for golden videos are not consistent with the true scores.,2
AVEV8X13Y4JSR,3KB8R4ZV25YVFC86DCADQFVSH8MBGR/3OHYZ19UH3WEOFKCVHNP0DKOQB6AOU,"Too many videos rated with same pattern: Clarity=Minimally Clear, Artifacts=Severe Artifacts Present, Immersion=Low level of immersionToo many videos rated with same pattern: Clarity=Moderately Clear, Artifacts=Minor Artifacts Present, Immersion=Moderate level of immersion",2
A3KAF6CU2BYVLG,3L70J4KA07DNKITN5899PJ8PM5OAD2/3PIWWX1FKAXBOXWJ9A8XLG6LH5BJJN,"Too many videos rated with same pattern: Clarity=Moderately Clear, Artifacts=Minor Artifacts Present, Immersion=Moderate level of immersionToo many videos rated with same pattern: Clarity=Moderately Clear, Artifacts=Minor Artifacts Present, Immersion=Moderate level of immersion",2
A3AUVNZR4RZMNW,3DPNQGW4MC69XKYRMKR46ACXD1464E/3JZQSN0I4H1LSTKMIEW995MDW5GFGD/3CFJTT4SYKHM9RBBQJY06PMCDVE7IK,"Too many videos rated with same pattern: Clarity=Highly Clear, Artifacts=No visible artifacts, Immersion=High level of immersionToo many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser.Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser.",3
AFT6VDMD6VGDG,33FOTY3KFDCHL2A99TL5UCX4X4IC1E/31UV0MXWOH37MNXS2QJ3858GMWKI5V/33LKR6A5L5BY7JCKVFGVJMX8LPJT1D/3ND9UOO82BT3P7KIJU3PQLDLNXPLW0/3VAR3R6G2GS05RRXYJ3B4MET0NL8O3,"Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser.Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser.Too many videos rated with same pattern: Clarity=Highly Clear, Artifacts=No visible artifacts, Immersion=High level of immersionToo many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser.Too many videos rated with same pattern: Clarity=Highly Clear, Artifacts=No visible artifacts, Immersion=High level of immersion",5
A2NS2P9XSYBWR2,37M28K1J1H40N4TFF4VKSH32RIBJA1/37TD41K0B80HFM93MC0PQDKDN4WCSZ/3R9WASFE3Q7LJAFR86KYUC2J7VNFZF/3UWN2HHPVPW06Q6UB2936OEPM85SNS/32ZKVD5486EUL0WIIX3T7L6JD2WB3W/3Z7EFSHGO05PB3V2GM6CPL152JDCXM,"Too many videos rated with same pattern: Clarity=Minimally Clear, Artifacts=Severe Artifacts Present, Immersion=Low level of immersion with count=16The scores for repeated videos are not consistent.The scores for repeated videos are not consistent.Too many videos rated with same pattern: Clarity=Minimally Clear, Artifacts=Severe Artifacts Present, Immersion=Low level of immersionThe scores for repeated videos are not consistent.The scores for repeated videos are not consistent.",6
A2IN5WQVM31V4D,3OE22WJIH9F1O0BQGZWKPJRICGGUQ0/3I02618YBRXGOOABGMHVPE187KUUP9/3OE22WJIH9F1O0BQGZWKPJRICGGUQ0/3I02618YBRXGOOABGMHVPE187KUUP9/3OE22WJIH9F1O0BQGZWKPJRICGGUQ0/3I02618YBRXGOOABGMHVPE187KUUP9/3XUHV3NRWBP7QSM8W81I8T71MBHH5X/3R5F3LQFWTBFPNSK793OH6BXZXDZOM/3OHYZ19UH3WEOFKCVHNP0DKOQC6OAA/32AT8R96HC0D1GQ383LPKJ6JU41USP/3Y5140Z9EO7BFXFBM5SH6BDXDP4IPM/33CID5711VK6Y9IU9ASNLO2OPX63L9/3483FV8BF5AZU6J4I68GDVFZTOH62T/386PBUZZY6OHJNKJCVKA1VJDLUZLJA/38SKSKU7SSOLOC0DUDZAPU4D8FALIY/3RYC5T2D8UKO8WIUCSMQK3EO0LUPR4/3PEIJLRY7KKYP117XD6D1F88UYWWXE/3TVRFO09HB6IE7P8TZZBS4RSWRQXLK,The scores for golden videos are not consistent with the true scores.The scores for golden videos are not consistent with the true scores.The scores for golden videos are not consistent with the true scores.The scores for golden videos are not consistent with the true scores.The scores for golden videos are not consistent with the true scores.The scores for golden videos are not consistent with the true scores.The scores for golden videos are not consistent with the true scores.The scores for golden videos are not consistent with the true scores.The scores for repeated videos are not consistent. | The scores for golden videos are not consistent with the true scores.The scores for golden videos are not consistent with the true scores.The scores for golden videos are not consistent with the true scores.The scores for golden videos are not consistent with the true scores.The scores for golden videos are not consistent with the true scores.The scores for repeated videos are not consistent.The scores for golden videos are not consistent with the true scores.The scores for golden videos are not consistent with the true scores.The scores for golden videos are not consistent with the true scores.The scores for golden videos are not consistent with the true scores.,18
