WorkerId,Value
A2FC99DDV5E9TW,0
AQPFTUIJ0PW2N,0
A332U5R6NCL0X4,0
AMH0GT8UM7S1C,0
A3AUVNZR4RZMNW,0
A1G8N8ASI40157,0
A3EQPQ7EZFKB0R,0
A2H1UFKV8FSTV2,0
A1JFGI5XJYYR3A,0
A2I61I62R2XCST,0
A1MCWFRCYFK1BX,0
A20G8SL4ZZ38FL,0
A1ZL17KIP85OLV,0
A12KQGDA5YYCW7,0
ASFCKRTAQMR2J,0
ASAMJC3EOZ9XE,0
A36NPTH2FLH2PA,0
AWR8O625EL9X9,0
A1EQ8UXKOUDYT4,0
A3OK13TYU0OUUQ,0
AIC2D8A9UQO8S,0
A369AG143K4YH9,0
A14VB364MMVGC3,0
AD9QQRANGJBO1,0
A1TRCGTBFJO7UQ,0
ABKYJJD0ZK291,0
A16EGD2ITJKO4V,0
A2XJH3WC02RMXQ,0
A1RQLE4ZMTU22A,0
A1IH7F19OWLD3A,0
A3DJ0UVMQRZ32R,0
A3KGCURZJ02L3,0
AT5SRP5JN4KXN,0
AH0NG7PISCRNQ,0
A1LII4M7CS6C9I,0
AG6OSVX8E7KS5,0
A34CR7V78JGBIO,0
A13GBA16BNTN1A,0
A8F6JFG0WSELT,0
A8FDO3RM1NQLE,0
AYIQ5FWAKFHA0,0
A2MJMYMAZTL46O,0
AVEV8X13Y4JSR,0
A3QVB1ZA646NIF,0
A2C1Z52F4B0CG1,0
A2IN5WQVM31V4D,0
A1G1W9YIHATY4R,0
A2MAGMY4JMDD3V,0
A3GRE25RPUZ1QG,0
A36QYJDZBOQ5PQ,0
AZBJ3AH4LMJW9,0
A2NS2P9XSYBWR2,0
A28HQQPBN2MUNR,0
A1LSDUQDCOWQ9T,0
AFT6VDMD6VGDG,0
A24MYCKZ4F1RHO,0
AZ7VRPEVTCAIP,0
A166BS4L4QUBR9,0
A137V1J5GNNZTH,0
A2FNTIPS5UNJT5,0
A3JGB3OMTOWR6I,0
A2ATPVV665TR66,0
A2SKY317RZ3NCS,0
A1HCG3H9LC6ZPQ,0
AJSOHKPWWDS3G,0
AEXTZV2XLU0NW,0
A3NMQ3019X6YE0,0
A1H8ESOKEFTFMQ,0
AF1E830LMKEV8,0
A1LTQFASEA46TV,0
A1689LPUF6HS1A,0
A8SOA3U7I8RJR,0
AK1LS2LT9U0O0,0
A2NSE2W0XW5TE0,0
