video_name,most_common_clarity,most_common_artifacts,most_common_immersion,highly_clear_count,moderately_clear_count,minimally_clear_count,no_artifacts_count,minor_artifacts_count,severe_artifacts_count,high_immersion_count,moderate_immersion_count,low_immersion_count
amt_gaming_vqa_dataset/0O6Ic4Q-VS8_WarRobots_1-18,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,6,31,9,9,28,9,4,35,7
amt_gaming_vqa_dataset/0O6Ic4Q-VS8_WarRobots_1-18_720p_1000k_h264_nvenc,Minimally Clear,Minor Artifacts Present,Low level of immersion,4,17,26,3,23,21,4,18,25
amt_gaming_vqa_dataset/0O6Ic4Q-VS8_WarRobots_1-18_720p_1300k_av1,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,5,32,10,8,28,11,5,30,12
amt_gaming_vqa_dataset/0O6Ic4Q-VS8_WarRobots_1-18_720p_1500k_hevc_nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,6,27,14,7,31,9,6,29,12
amt_gaming_vqa_dataset/0O6Ic4Q-VS8_WarRobots_1-18_720p_2500k_h264_nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,6,30,11,7,29,11,6,29,12
amt_gaming_vqa_dataset/0O6Ic4Q-VS8_WarRobots_1-18_720p_3000k_av1,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,10,29,8,11,28,8,10,29,8
amt_gaming_vqa_dataset/0O6Ic4Q-VS8_WarRobots_1-18_720p_3500k_hevc_nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,15,23,9,14,24,9,13,27,7
amt_gaming_vqa_dataset/0O6Ic4Q-VS8_WarRobots_1-18_720p_5000k_h264_nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,7,32,8,4,35,8,6,34,7
amt_gaming_vqa_dataset/0O6Ic4Q-VS8_WarRobots_1-18_720p_500k_av1,Minimally Clear,Severe Artifacts Present,Low level of immersion,1,19,27,3,17,27,1,19,27
amt_gaming_vqa_dataset/0O6Ic4Q-VS8_WarRobots_1-18_720p_600k_hevc_nvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,2,21,24,1,21,25,3,17,27
amt_gaming_vqa_dataset/2UAQjGphSYg_RollerCoasterTycoon3_2-43,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,3,21,12,3,17,16,3,19,14
amt_gaming_vqa_dataset/2UAQjGphSYg_RollerCoasterTycoon3_2-43_480p_1000k_av1,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,5,20,12,4,19,14,5,16,16
amt_gaming_vqa_dataset/2UAQjGphSYg_RollerCoasterTycoon3_2-43_480p_1000k_h264_nvenc,Moderately Clear,Minor Artifacts Present,Low level of immersion,4,17,15,4,18,14,5,13,18
amt_gaming_vqa_dataset/2UAQjGphSYg_RollerCoasterTycoon3_2-43_480p_800k_hevc_nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,3,25,9,3,26,8,3,24,10
amt_gaming_vqa_dataset/5162HItNstY_WorldofTanks_14-20,Minimally Clear,Severe Artifacts Present,Low level of immersion,1,10,35,2,11,33,1,11,34
amt_gaming_vqa_dataset/5162HItNstY_WorldofTanks_14-20_480p_1000k_av1,Minimally Clear,Severe Artifacts Present,Low level of immersion,0,7,39,1,6,39,0,8,38
amt_gaming_vqa_dataset/5162HItNstY_WorldofTanks_14-20_480p_1000k_h264_nvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,1,5,41,0,7,40,0,8,39
amt_gaming_vqa_dataset/5162HItNstY_WorldofTanks_14-20_480p_800k_hevc_nvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,0,5,42,1,6,40,1,6,40
amt_gaming_vqa_dataset/8Xg2xP7BHnY_SuperMarioRun_2-10_360p_600k_hevc_nvenc,Highly Clear,No visible artifacts,High level of immersion,24,23,0,26,21,0,28,17,2
amt_gaming_vqa_dataset/8Xg2xP7BHnY_SuperMarioRun_2-10_360p_800k_av1,Highly Clear,No visible artifacts,High level of immersion,32,15,0,29,17,1,29,17,1
amt_gaming_vqa_dataset/8Xg2xP7BHnY_SuperMarioRun_2-10_360p_800k_h264_nvenc,Highly Clear,Minor Artifacts Present,Moderate level of immersion,23,22,1,19,27,0,20,23,3
amt_gaming_vqa_dataset/9SC_rTNEqJE_AngryBirds2_9-11,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,19,23,4,20,20,6,18,23,5
amt_gaming_vqa_dataset/9SC_rTNEqJE_AngryBirds2_9-11_720p_1000k_h264_nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,11,31,4,12,29,5,12,29,5
amt_gaming_vqa_dataset/9SC_rTNEqJE_AngryBirds2_9-11_720p_1300k_av1,Moderately Clear,No visible artifacts,Moderate level of immersion,20,23,4,24,21,2,20,23,4
amt_gaming_vqa_dataset/9SC_rTNEqJE_AngryBirds2_9-11_720p_1500k_hevc_nvenc,Highly Clear,No visible artifacts,High level of immersion,23,19,5,25,19,3,23,19,5
amt_gaming_vqa_dataset/9SC_rTNEqJE_AngryBirds2_9-11_720p_2500k_h264_nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,19,24,4,20,24,3,20,24,3
amt_gaming_vqa_dataset/9SC_rTNEqJE_AngryBirds2_9-11_720p_3000k_av1,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,22,23,2,18,26,3,18,27,2
amt_gaming_vqa_dataset/9SC_rTNEqJE_AngryBirds2_9-11_720p_3500k_hevc_nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,22,23,2,22,22,3,19,25,3
amt_gaming_vqa_dataset/9SC_rTNEqJE_AngryBirds2_9-11_720p_5000k_h264_nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,19,26,2,23,23,1,20,24,3
amt_gaming_vqa_dataset/9SC_rTNEqJE_AngryBirds2_9-11_720p_500k_av1,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,18,23,6,18,25,4,15,25,7
amt_gaming_vqa_dataset/9SC_rTNEqJE_AngryBirds2_9-11_720p_600k_hevc_nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,6,31,10,7,29,11,4,33,10
amt_gaming_vqa_dataset/9xYPRt1UsMc_Valheim_25-40,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,12,21,12,15,22,8,12,23,10
amt_gaming_vqa_dataset/9xYPRt1UsMc_Valheim_25-40_720p_1000k_h264_nvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,4,18,25,5,17,25,6,16,25
amt_gaming_vqa_dataset/9xYPRt1UsMc_Valheim_25-40_720p_1300k_av1,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,11,26,10,12,23,12,15,21,11
amt_gaming_vqa_dataset/9xYPRt1UsMc_Valheim_25-40_720p_1500k_hevc_nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,10,26,10,11,24,11,13,21,12
amt_gaming_vqa_dataset/9xYPRt1UsMc_Valheim_25-40_720p_2500k_h264_nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,9,27,11,9,26,12,9,24,14
amt_gaming_vqa_dataset/9xYPRt1UsMc_Valheim_25-40_720p_3000k_av1,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,11,25,11,13,20,14,10,24,13
amt_gaming_vqa_dataset/9xYPRt1UsMc_Valheim_25-40_720p_3500k_hevc_nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,13,25,9,13,26,8,10,28,9
amt_gaming_vqa_dataset/9xYPRt1UsMc_Valheim_25-40_720p_5000k_h264_nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,13,25,9,17,21,9,14,24,9
amt_gaming_vqa_dataset/9xYPRt1UsMc_Valheim_25-40_720p_500k_av1,Minimally Clear,Severe Artifacts Present,Low level of immersion,4,15,28,7,17,23,6,15,26
amt_gaming_vqa_dataset/9xYPRt1UsMc_Valheim_25-40_720p_600k_hevc_nvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,3,14,30,5,17,25,4,15,28
amt_gaming_vqa_dataset/AGXB0DUZ9rw_CallofDutyMobile_0-00,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,25,26,6,21,25,11,24,25,8
amt_gaming_vqa_dataset/AGXB0DUZ9rw_CallofDutyMobile_0-00_1080p_10000k_h264_nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,21,35,4,23,33,4,23,33,4
amt_gaming_vqa_dataset/AGXB0DUZ9rw_CallofDutyMobile_0-00_1080p_1500k_av1,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,18,37,6,18,37,6,17,39,5
amt_gaming_vqa_dataset/AGXB0DUZ9rw_CallofDutyMobile_0-00_1080p_2000k_hevc_nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,12,38,2,16,33,3,15,35,2
amt_gaming_vqa_dataset/AGXB0DUZ9rw_CallofDutyMobile_0-00_1080p_2300k_h264_nvenc,Moderately Clear,Severe Artifacts Present,Moderate level of immersion,8,26,24,5,26,27,8,28,22
amt_gaming_vqa_dataset/AGXB0DUZ9rw_CallofDutyMobile_0-00_1080p_5000k_av1,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,19,35,6,18,36,6,18,38,4
amt_gaming_vqa_dataset/AGXB0DUZ9rw_CallofDutyMobile_0-00_1080p_500k_av1,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,12,32,17,15,32,14,13,29,19
amt_gaming_vqa_dataset/AGXB0DUZ9rw_CallofDutyMobile_0-00_1080p_5300k_h264_nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,15,37,4,17,37,2,16,36,4
amt_gaming_vqa_dataset/AGXB0DUZ9rw_CallofDutyMobile_0-00_1080p_6000k_hevc_nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,17,28,6,15,30,6,16,29,6
amt_gaming_vqa_dataset/AGXB0DUZ9rw_CallofDutyMobile_0-00_1080p_800k_hevc_nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,4,42,6,4,38,10,7,38,7
amt_gaming_vqa_dataset/AHZ4ogRBVBI_Cyberpunk2077_4-44,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,7,19,10,6,19,11,6,18,12
amt_gaming_vqa_dataset/AfRkzHvr2c4_CitiesSkylines_16-00,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,6,18,12,6,19,11,6,19,11
amt_gaming_vqa_dataset/BVL2lHeHflA_EuroTruckSimulator2_24-00,Highly Clear,No visible artifacts,High level of immersion,25,15,0,24,15,1,25,14,1
amt_gaming_vqa_dataset/BVL2lHeHflA_EuroTruckSimulator2_24-00_1080p_10000k_h264_nvenc,Highly Clear,No visible artifacts,High level of immersion,31,12,1,27,17,0,28,16,0
amt_gaming_vqa_dataset/BVL2lHeHflA_EuroTruckSimulator2_24-00_1080p_1500k_av1,Highly Clear,Minor Artifacts Present,Moderate level of immersion,23,20,4,19,23,5,21,22,4
amt_gaming_vqa_dataset/BVL2lHeHflA_EuroTruckSimulator2_24-00_1080p_2000k_hevc_nvenc,Highly Clear,No visible artifacts,High level of immersion,25,17,5,22,19,6,24,16,7
amt_gaming_vqa_dataset/BVL2lHeHflA_EuroTruckSimulator2_24-00_1080p_2300k_h264_nvenc,Minimally Clear,Severe Artifacts Present,Moderate level of immersion,4,21,22,6,16,25,4,22,21
amt_gaming_vqa_dataset/BVL2lHeHflA_EuroTruckSimulator2_24-00_1080p_5000k_av1,Highly Clear,No visible artifacts,High level of immersion,34,13,0,33,14,0,29,17,1
amt_gaming_vqa_dataset/BVL2lHeHflA_EuroTruckSimulator2_24-00_1080p_500k_av1,Minimally Clear,Severe Artifacts Present,Moderate level of immersion,7,20,20,7,17,23,6,21,20
amt_gaming_vqa_dataset/BVL2lHeHflA_EuroTruckSimulator2_24-00_1080p_5300k_h264_nvenc,Highly Clear,No visible artifacts,High level of immersion,27,15,3,27,15,3,26,15,4
