AssignmentId,HITId,WorkerId,Sample_Row_Name,Sample_Row_Index,Approve,Reject
35BLDD71JXOAF71H8LP2CY55SYKVZ7,3OLZC0DJ996MXXEDIFWFOJ6KVXGVI1,A36HN50WA7RGAZ,row_0,0,,"Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser."
3C2NJ6JBL1871RPWHNUXF61LLPUN2R,3OLZC0DJ996MXXEDIFWFOJ6KVXGVI1,A2DLHL9JJ9EPNA,row_0,0,,"Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser."
3CTOC39K4YHI42VH81J0IQ1CNIMJ74,3OLZC0DJ996MXXEDIFWFOJ6KVXGVI1,A3D2P33SYYDMD,row_0,0,,"Too many videos rated with same pattern: Clarity=Minimally Clear, Artifacts=Severe Artifacts Present, Immersion=Low level of immersion"
3I3WADAZAHVHI98V0LW8S242V7Q5OL,3OLZC0DJ996MXXEDIFWFOJ6KVXGVI1,A1X0K1GC85ROW9,row_0,0,,"Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser. | all slider ratings are very similar, the slider moved to same range of scores."
3KOPY89HNZT03JUU6PGA59PWIFVJ3S,3OLZC0DJ996MXXEDIFWFOJ6KVXGVI1,A1ZL17KIP85OLV,row_0,0,,"Too many videos rated with same pattern: Clarity=Minimally Clear, Artifacts=Severe Artifacts Present, Immersion=Low level of immersion"
3NGI5ARFUKW0FRJDEY7BECWBTVBP1W,3OLZC0DJ996MXXEDIFWFOJ6KVXGVI1,A30TJER6AVBL34,row_0,0,,"Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser."
30JNVC0OS0BWJE56G0PL642SFGXHQI,3KLL7H3EH3SM123TCXEUO755VK1VH8,A2ZM1X4W5OBSRW,row_0,0,,"Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser."
3K5TEWLKHM2OKHC78H1GC32FWRMVIQ,3KLL7H3EH3SM123TCXEUO755VK1VH8,AK84D0JFR31KS,row_0,0,,"Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser."
3KWTYT088RU9CO5YNTGG0L0805BL5G,3KLL7H3EH3SM123TCXEUO755VK1VH8,AF1OK4YPM4S9P,row_0,0,,"Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser."
3ND9UOO82BT3P7KIJU3PQLDLK04WLT,3KLL7H3EH3SM123TCXEUO755VK1VH8,A1X0K1GC85ROW9,row_0,0,,"Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser."
3QECW5O0L8SXV1D3W2I7MCAPUEW5TU,3KLL7H3EH3SM123TCXEUO755VK1VH8,A10FCQ7R6OGXF8,row_0,0,,"Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser."
3V5Q80FXJOI0XNWMZ4AI6S3FG9F234,3KLL7H3EH3SM123TCXEUO755VK1VH8,A38WTWM6YX9KHF,row_0,0,,"Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser."
3X4MXAO0C7FES5FVOE0LCXMKQQJRW0,3KLL7H3EH3SM123TCXEUO755VK1VH8,A3BX8KC42AB9VQ,row_0,0,,"Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser."
33M4IA01R7STH5KLYJW7EG0RZS8XRI,3OZ4VAIBFN6IS8YJ0XHF0KLK8C5VJD,A3IYWGIWOCNTZZ,row_0,0,,"Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser. | all slider ratings are very similar, the slider moved to same range of scores."
34Z02EIMJJ4Y0UR2ZWCV5HEYD7LT0Z,3OZ4VAIBFN6IS8YJ0XHF0KLK8C5VJD,A2DLHL9JJ9EPNA,row_0,0,,"Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser."
39PAAFCOEDRETVSI2T0KQA4O752VT1,3OZ4VAIBFN6IS8YJ0XHF0KLK8C5VJD,A52BF5BI5VPTZ,row_0,0,,"Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser."
3I7DHKZYHERNCWV21IDI58VO35BF5J,3OZ4VAIBFN6IS8YJ0XHF0KLK8C5VJD,AX8D3L76H0JR7,row_0,0,,"Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser. | The scores for repeated videos are not consistent."
3JRJSWSMR8CSS382SO5J8TC4D7ZE32,3OZ4VAIBFN6IS8YJ0XHF0KLK8C5VJD,A30TJER6AVBL34,row_0,0,,"Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser."
3RWE2M8QX8105HMI20QJWI86ONBN00,3OZ4VAIBFN6IS8YJ0XHF0KLK8C5VJD,A38WTWM6YX9KHF,row_0,0,,"Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser."
