WorkerId,Value
ASFCKRTAQMR2J,0
A1NN61ZAXV9FR0,0
A36NPTH2FLH2PA,0
AR6H3B01WJ1FQ,0
ASEIRRACBY1EY,0
AG6OSVX8E7KS5,0
A1HCG3H9LC6ZPQ,0
A2MAGMY4JMDD3V,0
A2S834OHCORO1W,0
A36CQIFWEDEECU,0
A2YKOX0MM6Q0PE,0
A324C5L6JIMN16,0
A2XJH3WC02RMXQ,0
ARQU35FJAKWZD,0
A29RP84ED4CSO4,0
A2XB75IN5BADG5,0
A3KGCURZJ02L3,0
AM0JKZVOEOTMA,0
A1EQ8UXKOUDYT4,0
A3NBO2DSGKRQHU,0
A142FFFX25RI2B,0
A3HH7T31PFH49C,0
A36QYJDZBOQ5PQ,0
ACPENHF7DVV7L,0
A24MYCKZ4F1RHO,0
AT5SRP5JN4KXN,0
A29NA4283YJ26D,0
A3SMMI1Z1558QE,0
A13MAWPV4T44I2,0
ABBJOZRIPLPW1,0
A3MYXS600K169X,0
A1XSBLCCC1OWQ1,0
A1MCWFRCYFK1BX,0
A1YIGXBU6FQQ6C,0
