original_name,original_path,distorted_count,distorted_paths,has_original
Afterus,amt_gaming_vqa_dataset/Afterus.mp4,30,amt_gaming_vqa_dataset/Afterus_1080p_1500k_av1.mp4;amt_gaming_vqa_dataset/Afterus_1080p_5000k_av1.mp4;amt_gaming_vqa_dataset/Afterus_1080p_500k_av1.mp4;amt_gaming_vqa_dataset/Afterus_2160p_10000k_av1.mp4;amt_gaming_vqa_dataset/Afterus_2160p_1000k_av1.mp4;amt_gaming_vqa_dataset/Afterus_2160p_5000k_av1.mp4;amt_gaming_vqa_dataset/Afterus_480p_1000k_av1.mp4;amt_gaming_vqa_dataset/Afterus_720p_1300k_av1.mp4;amt_gaming_vqa_dataset/Afterus_720p_3000k_av1.mp4;amt_gaming_vqa_dataset/Afterus_720p_500k_av1.mp4;amt_gaming_vqa_dataset/Afterus_1080p_10000k_h264nvenc.mp4;amt_gaming_vqa_dataset/Afterus_1080p_2300k_h264nvenc.mp4;amt_gaming_vqa_dataset/Afterus_1080p_5300k_h264nvenc.mp4;amt_gaming_vqa_dataset/Afterus_2160p_25000k_h264nvenc.mp4;amt_gaming_vqa_dataset/Afterus_2160p_5000k_h264nvenc.mp4;amt_gaming_vqa_dataset/Afterus_2160p_8500k_h264nvenc.mp4;amt_gaming_vqa_dataset/Afterus_480p_1000k_h264nvenc.mp4;amt_gaming_vqa_dataset/Afterus_720p_1000k_h264nvenc.mp4;amt_gaming_vqa_dataset/Afterus_720p_2500k_h264nvenc.mp4;amt_gaming_vqa_dataset/Afterus_720p_5000k_h264nvenc.mp4;amt_gaming_vqa_dataset/Afterus_1080p_2000k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Afterus_1080p_6000k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Afterus_1080p_800k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Afterus_2160p_10000k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Afterus_2160p_1500k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Afterus_2160p_6000k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Afterus_480p_800k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Afterus_720p_1500k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Afterus_720p_3500k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Afterus_720p_600k_hevcnvenc.mp4,True
Amerfightingopenbeta,amt_gaming_vqa_dataset/Amerfightingopenbeta.mp4,30,amt_gaming_vqa_dataset/Amerfightingopenbeta_1080p_1500k_av1.mp4;amt_gaming_vqa_dataset/Amerfightingopenbeta_1080p_5000k_av1.mp4;amt_gaming_vqa_dataset/Amerfightingopenbeta_1080p_500k_av1.mp4;amt_gaming_vqa_dataset/Amerfightingopenbeta_2160p_10000k_av1.mp4;amt_gaming_vqa_dataset/Amerfightingopenbeta_2160p_1000k_av1.mp4;amt_gaming_vqa_dataset/Amerfightingopenbeta_2160p_5000k_av1.mp4;amt_gaming_vqa_dataset/Amerfightingopenbeta_480p_1000k_av1.mp4;amt_gaming_vqa_dataset/Amerfightingopenbeta_720p_1300k_av1.mp4;amt_gaming_vqa_dataset/Amerfightingopenbeta_720p_3000k_av1.mp4;amt_gaming_vqa_dataset/Amerfightingopenbeta_720p_500k_av1.mp4;amt_gaming_vqa_dataset/Amerfightingopenbeta_1080p_10000k_h264nvenc.mp4;amt_gaming_vqa_dataset/Amerfightingopenbeta_1080p_2300k_h264nvenc.mp4;amt_gaming_vqa_dataset/Amerfightingopenbeta_1080p_5300k_h264nvenc.mp4;amt_gaming_vqa_dataset/Amerfightingopenbeta_2160p_25000k_h264nvenc.mp4;amt_gaming_vqa_dataset/Amerfightingopenbeta_2160p_5000k_h264nvenc.mp4;amt_gaming_vqa_dataset/Amerfightingopenbeta_2160p_8500k_h264nvenc.mp4;amt_gaming_vqa_dataset/Amerfightingopenbeta_480p_1000k_h264nvenc.mp4;amt_gaming_vqa_dataset/Amerfightingopenbeta_720p_1000k_h264nvenc.mp4;amt_gaming_vqa_dataset/Amerfightingopenbeta_720p_2500k_h264nvenc.mp4;amt_gaming_vqa_dataset/Amerfightingopenbeta_720p_5000k_h264nvenc.mp4;amt_gaming_vqa_dataset/Amerfightingopenbeta_1080p_2000k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Amerfightingopenbeta_1080p_6000k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Amerfightingopenbeta_1080p_800k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Amerfightingopenbeta_2160p_10000k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Amerfightingopenbeta_2160p_1500k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Amerfightingopenbeta_2160p_6000k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Amerfightingopenbeta_480p_800k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Amerfightingopenbeta_720p_1500k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Amerfightingopenbeta_720p_3500k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Amerfightingopenbeta_720p_600k_hevcnvenc.mp4,True
Assassiancreedvalhalla_1,amt_gaming_vqa_dataset/Assassiancreedvalhalla_1.mp4,30,amt_gaming_vqa_dataset/Assassiancreedvalhalla_1_1080p_1500k_av1.mp4;amt_gaming_vqa_dataset/Assassiancreedvalhalla_1_1080p_5000k_av1.mp4;amt_gaming_vqa_dataset/Assassiancreedvalhalla_1_1080p_500k_av1.mp4;amt_gaming_vqa_dataset/Assassiancreedvalhalla_1_2160p_10000k_av1.mp4;amt_gaming_vqa_dataset/Assassiancreedvalhalla_1_2160p_1000k_av1.mp4;amt_gaming_vqa_dataset/Assassiancreedvalhalla_1_2160p_5000k_av1.mp4;amt_gaming_vqa_dataset/Assassiancreedvalhalla_1_480p_1000k_av1.mp4;amt_gaming_vqa_dataset/Assassiancreedvalhalla_1_720p_1300k_av1.mp4;amt_gaming_vqa_dataset/Assassiancreedvalhalla_1_720p_3000k_av1.mp4;amt_gaming_vqa_dataset/Assassiancreedvalhalla_1_720p_500k_av1.mp4;amt_gaming_vqa_dataset/Assassiancreedvalhalla_1_1080p_10000k_h264nvenc.mp4;amt_gaming_vqa_dataset/Assassiancreedvalhalla_1_1080p_2300k_h264nvenc.mp4;amt_gaming_vqa_dataset/Assassiancreedvalhalla_1_1080p_5300k_h264nvenc.mp4;amt_gaming_vqa_dataset/Assassiancreedvalhalla_1_2160p_25000k_h264nvenc.mp4;amt_gaming_vqa_dataset/Assassiancreedvalhalla_1_2160p_5000k_h264nvenc.mp4;amt_gaming_vqa_dataset/Assassiancreedvalhalla_1_2160p_8500k_h264nvenc.mp4;amt_gaming_vqa_dataset/Assassiancreedvalhalla_1_480p_1000k_h264nvenc.mp4;amt_gaming_vqa_dataset/Assassiancreedvalhalla_1_720p_1000k_h264nvenc.mp4;amt_gaming_vqa_dataset/Assassiancreedvalhalla_1_720p_2500k_h264nvenc.mp4;amt_gaming_vqa_dataset/Assassiancreedvalhalla_1_720p_5000k_h264nvenc.mp4;amt_gaming_vqa_dataset/Assassiancreedvalhalla_1_1080p_2000k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Assassiancreedvalhalla_1_1080p_6000k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Assassiancreedvalhalla_1_1080p_800k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Assassiancreedvalhalla_1_2160p_10000k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Assassiancreedvalhalla_1_2160p_1500k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Assassiancreedvalhalla_1_2160p_6000k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Assassiancreedvalhalla_1_480p_800k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Assassiancreedvalhalla_1_720p_1500k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Assassiancreedvalhalla_1_720p_3500k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Assassiancreedvalhalla_1_720p_600k_hevcnvenc.mp4,True
Assassiancreedvalhalla_2,amt_gaming_vqa_dataset/Assassiancreedvalhalla_2.mp4,30,amt_gaming_vqa_dataset/Assassiancreedvalhalla_2_1080p_1500k_av1.mp4;amt_gaming_vqa_dataset/Assassiancreedvalhalla_2_1080p_5000k_av1.mp4;amt_gaming_vqa_dataset/Assassiancreedvalhalla_2_1080p_500k_av1.mp4;amt_gaming_vqa_dataset/Assassiancreedvalhalla_2_2160p_10000k_av1.mp4;amt_gaming_vqa_dataset/Assassiancreedvalhalla_2_2160p_1000k_av1.mp4;amt_gaming_vqa_dataset/Assassiancreedvalhalla_2_2160p_5000k_av1.mp4;amt_gaming_vqa_dataset/Assassiancreedvalhalla_2_480p_1000k_av1.mp4;amt_gaming_vqa_dataset/Assassiancreedvalhalla_2_720p_1300k_av1.mp4;amt_gaming_vqa_dataset/Assassiancreedvalhalla_2_720p_3000k_av1.mp4;amt_gaming_vqa_dataset/Assassiancreedvalhalla_2_720p_500k_av1.mp4;amt_gaming_vqa_dataset/Assassiancreedvalhalla_2_1080p_10000k_h264nvenc.mp4;amt_gaming_vqa_dataset/Assassiancreedvalhalla_2_1080p_2300k_h264nvenc.mp4;amt_gaming_vqa_dataset/Assassiancreedvalhalla_2_1080p_5300k_h264nvenc.mp4;amt_gaming_vqa_dataset/Assassiancreedvalhalla_2_2160p_25000k_h264nvenc.mp4;amt_gaming_vqa_dataset/Assassiancreedvalhalla_2_2160p_5000k_h264nvenc.mp4;amt_gaming_vqa_dataset/Assassiancreedvalhalla_2_2160p_8500k_h264nvenc.mp4;amt_gaming_vqa_dataset/Assassiancreedvalhalla_2_480p_1000k_h264nvenc.mp4;amt_gaming_vqa_dataset/Assassiancreedvalhalla_2_720p_1000k_h264nvenc.mp4;amt_gaming_vqa_dataset/Assassiancreedvalhalla_2_720p_2500k_h264nvenc.mp4;amt_gaming_vqa_dataset/Assassiancreedvalhalla_2_720p_5000k_h264nvenc.mp4;amt_gaming_vqa_dataset/Assassiancreedvalhalla_2_1080p_2000k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Assassiancreedvalhalla_2_1080p_6000k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Assassiancreedvalhalla_2_1080p_800k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Assassiancreedvalhalla_2_2160p_10000k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Assassiancreedvalhalla_2_2160p_1500k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Assassiancreedvalhalla_2_2160p_6000k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Assassiancreedvalhalla_2_480p_800k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Assassiancreedvalhalla_2_720p_1500k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Assassiancreedvalhalla_2_720p_3500k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Assassiancreedvalhalla_2_720p_600k_hevcnvenc.mp4,True
Assettocorsecompetizione_1,amt_gaming_vqa_dataset/Assettocorsecompetizione_1.mp4,30,amt_gaming_vqa_dataset/Assettocorsecompetizione_1_1080p_1500k_av1.mp4;amt_gaming_vqa_dataset/Assettocorsecompetizione_1_1080p_5000k_av1.mp4;amt_gaming_vqa_dataset/Assettocorsecompetizione_1_1080p_500k_av1.mp4;amt_gaming_vqa_dataset/Assettocorsecompetizione_1_2160p_10000k_av1.mp4;amt_gaming_vqa_dataset/Assettocorsecompetizione_1_2160p_1000k_av1.mp4;amt_gaming_vqa_dataset/Assettocorsecompetizione_1_2160p_5000k_av1.mp4;amt_gaming_vqa_dataset/Assettocorsecompetizione_1_480p_1000k_av1.mp4;amt_gaming_vqa_dataset/Assettocorsecompetizione_1_720p_1300k_av1.mp4;amt_gaming_vqa_dataset/Assettocorsecompetizione_1_720p_3000k_av1.mp4;amt_gaming_vqa_dataset/Assettocorsecompetizione_1_720p_500k_av1.mp4;amt_gaming_vqa_dataset/Assettocorsecompetizione_1_1080p_10000k_h264nvenc.mp4;amt_gaming_vqa_dataset/Assettocorsecompetizione_1_1080p_2300k_h264nvenc.mp4;amt_gaming_vqa_dataset/Assettocorsecompetizione_1_1080p_5300k_h264nvenc.mp4;amt_gaming_vqa_dataset/Assettocorsecompetizione_1_2160p_25000k_h264nvenc.mp4;amt_gaming_vqa_dataset/Assettocorsecompetizione_1_2160p_5000k_h264nvenc.mp4;amt_gaming_vqa_dataset/Assettocorsecompetizione_1_2160p_8500k_h264nvenc.mp4;amt_gaming_vqa_dataset/Assettocorsecompetizione_1_480p_1000k_h264nvenc.mp4;amt_gaming_vqa_dataset/Assettocorsecompetizione_1_720p_1000k_h264nvenc.mp4;amt_gaming_vqa_dataset/Assettocorsecompetizione_1_720p_2500k_h264nvenc.mp4;amt_gaming_vqa_dataset/Assettocorsecompetizione_1_720p_5000k_h264nvenc.mp4;amt_gaming_vqa_dataset/Assettocorsecompetizione_1_1080p_2000k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Assettocorsecompetizione_1_1080p_6000k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Assettocorsecompetizione_1_1080p_800k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Assettocorsecompetizione_1_2160p_10000k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Assettocorsecompetizione_1_2160p_1500k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Assettocorsecompetizione_1_2160p_6000k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Assettocorsecompetizione_1_480p_800k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Assettocorsecompetizione_1_720p_1500k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Assettocorsecompetizione_1_720p_3500k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Assettocorsecompetizione_1_720p_600k_hevcnvenc.mp4,True
Assettocorsecompetizione_2,amt_gaming_vqa_dataset/Assettocorsecompetizione_2.mp4,30,amt_gaming_vqa_dataset/Assettocorsecompetizione_2_1080p_1500k_av1.mp4;amt_gaming_vqa_dataset/Assettocorsecompetizione_2_1080p_5000k_av1.mp4;amt_gaming_vqa_dataset/Assettocorsecompetizione_2_1080p_500k_av1.mp4;amt_gaming_vqa_dataset/Assettocorsecompetizione_2_2160p_10000k_av1.mp4;amt_gaming_vqa_dataset/Assettocorsecompetizione_2_2160p_1000k_av1.mp4;amt_gaming_vqa_dataset/Assettocorsecompetizione_2_2160p_5000k_av1.mp4;amt_gaming_vqa_dataset/Assettocorsecompetizione_2_480p_1000k_av1.mp4;amt_gaming_vqa_dataset/Assettocorsecompetizione_2_720p_1300k_av1.mp4;amt_gaming_vqa_dataset/Assettocorsecompetizione_2_720p_3000k_av1.mp4;amt_gaming_vqa_dataset/Assettocorsecompetizione_2_720p_500k_av1.mp4;amt_gaming_vqa_dataset/Assettocorsecompetizione_2_1080p_10000k_h264nvenc.mp4;amt_gaming_vqa_dataset/Assettocorsecompetizione_2_1080p_2300k_h264nvenc.mp4;amt_gaming_vqa_dataset/Assettocorsecompetizione_2_1080p_5300k_h264nvenc.mp4;amt_gaming_vqa_dataset/Assettocorsecompetizione_2_2160p_25000k_h264nvenc.mp4;amt_gaming_vqa_dataset/Assettocorsecompetizione_2_2160p_5000k_h264nvenc.mp4;amt_gaming_vqa_dataset/Assettocorsecompetizione_2_2160p_8500k_h264nvenc.mp4;amt_gaming_vqa_dataset/Assettocorsecompetizione_2_480p_1000k_h264nvenc.mp4;amt_gaming_vqa_dataset/Assettocorsecompetizione_2_720p_1000k_h264nvenc.mp4;amt_gaming_vqa_dataset/Assettocorsecompetizione_2_720p_2500k_h264nvenc.mp4;amt_gaming_vqa_dataset/Assettocorsecompetizione_2_720p_5000k_h264nvenc.mp4;amt_gaming_vqa_dataset/Assettocorsecompetizione_2_1080p_2000k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Assettocorsecompetizione_2_1080p_6000k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Assettocorsecompetizione_2_1080p_800k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Assettocorsecompetizione_2_2160p_10000k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Assettocorsecompetizione_2_2160p_1500k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Assettocorsecompetizione_2_2160p_6000k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Assettocorsecompetizione_2_480p_800k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Assettocorsecompetizione_2_720p_1500k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Assettocorsecompetizione_2_720p_3500k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Assettocorsecompetizione_2_720p_600k_hevcnvenc.mp4,True
Astroysplayroom_1,amt_gaming_vqa_dataset/Astroysplayroom_1.mp4,30,amt_gaming_vqa_dataset/Astroysplayroom_1_1080p_1500k_av1.mp4;amt_gaming_vqa_dataset/Astroysplayroom_1_1080p_5000k_av1.mp4;amt_gaming_vqa_dataset/Astroysplayroom_1_1080p_500k_av1.mp4;amt_gaming_vqa_dataset/Astroysplayroom_1_2160p_10000k_av1.mp4;amt_gaming_vqa_dataset/Astroysplayroom_1_2160p_1000k_av1.mp4;amt_gaming_vqa_dataset/Astroysplayroom_1_2160p_5000k_av1.mp4;amt_gaming_vqa_dataset/Astroysplayroom_1_480p_1000k_av1.mp4;amt_gaming_vqa_dataset/Astroysplayroom_1_720p_1300k_av1.mp4;amt_gaming_vqa_dataset/Astroysplayroom_1_720p_3000k_av1.mp4;amt_gaming_vqa_dataset/Astroysplayroom_1_720p_500k_av1.mp4;amt_gaming_vqa_dataset/Astroysplayroom_1_1080p_10000k_h264nvenc.mp4;amt_gaming_vqa_dataset/Astroysplayroom_1_1080p_2300k_h264nvenc.mp4;amt_gaming_vqa_dataset/Astroysplayroom_1_1080p_5300k_h264nvenc.mp4;amt_gaming_vqa_dataset/Astroysplayroom_1_2160p_25000k_h264nvenc.mp4;amt_gaming_vqa_dataset/Astroysplayroom_1_2160p_5000k_h264nvenc.mp4;amt_gaming_vqa_dataset/Astroysplayroom_1_2160p_8500k_h264nvenc.mp4;amt_gaming_vqa_dataset/Astroysplayroom_1_480p_1000k_h264nvenc.mp4;amt_gaming_vqa_dataset/Astroysplayroom_1_720p_1000k_h264nvenc.mp4;amt_gaming_vqa_dataset/Astroysplayroom_1_720p_2500k_h264nvenc.mp4;amt_gaming_vqa_dataset/Astroysplayroom_1_720p_5000k_h264nvenc.mp4;amt_gaming_vqa_dataset/Astroysplayroom_1_1080p_2000k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Astroysplayroom_1_1080p_6000k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Astroysplayroom_1_1080p_800k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Astroysplayroom_1_2160p_10000k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Astroysplayroom_1_2160p_1500k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Astroysplayroom_1_2160p_6000k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Astroysplayroom_1_480p_800k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Astroysplayroom_1_720p_1500k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Astroysplayroom_1_720p_3500k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Astroysplayroom_1_720p_600k_hevcnvenc.mp4,True
Astroysplayroom_2,amt_gaming_vqa_dataset/Astroysplayroom_2.mp4,30,amt_gaming_vqa_dataset/Astroysplayroom_2_1080p_1500k_av1.mp4;amt_gaming_vqa_dataset/Astroysplayroom_2_1080p_5000k_av1.mp4;amt_gaming_vqa_dataset/Astroysplayroom_2_1080p_500k_av1.mp4;amt_gaming_vqa_dataset/Astroysplayroom_2_2160p_10000k_av1.mp4;amt_gaming_vqa_dataset/Astroysplayroom_2_2160p_1000k_av1.mp4;amt_gaming_vqa_dataset/Astroysplayroom_2_2160p_5000k_av1.mp4;amt_gaming_vqa_dataset/Astroysplayroom_2_480p_1000k_av1.mp4;amt_gaming_vqa_dataset/Astroysplayroom_2_720p_1300k_av1.mp4;amt_gaming_vqa_dataset/Astroysplayroom_2_720p_3000k_av1.mp4;amt_gaming_vqa_dataset/Astroysplayroom_2_720p_500k_av1.mp4;amt_gaming_vqa_dataset/Astroysplayroom_2_1080p_10000k_h264nvenc.mp4;amt_gaming_vqa_dataset/Astroysplayroom_2_1080p_2300k_h264nvenc.mp4;amt_gaming_vqa_dataset/Astroysplayroom_2_1080p_5300k_h264nvenc.mp4;amt_gaming_vqa_dataset/Astroysplayroom_2_2160p_25000k_h264nvenc.mp4;amt_gaming_vqa_dataset/Astroysplayroom_2_2160p_5000k_h264nvenc.mp4;amt_gaming_vqa_dataset/Astroysplayroom_2_2160p_8500k_h264nvenc.mp4;amt_gaming_vqa_dataset/Astroysplayroom_2_480p_1000k_h264nvenc.mp4;amt_gaming_vqa_dataset/Astroysplayroom_2_720p_1000k_h264nvenc.mp4;amt_gaming_vqa_dataset/Astroysplayroom_2_720p_2500k_h264nvenc.mp4;amt_gaming_vqa_dataset/Astroysplayroom_2_720p_5000k_h264nvenc.mp4;amt_gaming_vqa_dataset/Astroysplayroom_2_1080p_2000k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Astroysplayroom_2_1080p_6000k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Astroysplayroom_2_1080p_800k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Astroysplayroom_2_2160p_10000k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Astroysplayroom_2_2160p_1500k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Astroysplayroom_2_2160p_6000k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Astroysplayroom_2_480p_800k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Astroysplayroom_2_720p_1500k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Astroysplayroom_2_720p_3500k_hevcnvenc.mp4;amt_gaming_vqa_dataset/Astroysplayroom_2_720p_600k_hevcnvenc.mp4,True
callofdutyps5,amt_gaming_vqa_dataset/callofdutyps5.mp4,30,amt_gaming_vqa_dataset/callofdutyps5_1080p_1500k_av1.mp4;amt_gaming_vqa_dataset/callofdutyps5_1080p_5000k_av1.mp4;amt_gaming_vqa_dataset/callofdutyps5_1080p_500k_av1.mp4;amt_gaming_vqa_dataset/callofdutyps5_2160p_10000k_av1.mp4;amt_gaming_vqa_dataset/callofdutyps5_2160p_1000k_av1.mp4;amt_gaming_vqa_dataset/callofdutyps5_2160p_5000k_av1.mp4;amt_gaming_vqa_dataset/callofdutyps5_480p_1000k_av1.mp4;amt_gaming_vqa_dataset/callofdutyps5_720p_1300k_av1.mp4;amt_gaming_vqa_dataset/callofdutyps5_720p_3000k_av1.mp4;amt_gaming_vqa_dataset/callofdutyps5_720p_500k_av1.mp4;amt_gaming_vqa_dataset/callofdutyps5_1080p_10000k_h264nvenc.mp4;amt_gaming_vqa_dataset/callofdutyps5_1080p_2300k_h264nvenc.mp4;amt_gaming_vqa_dataset/callofdutyps5_1080p_5300k_h264nvenc.mp4;amt_gaming_vqa_dataset/callofdutyps5_2160p_25000k_h264nvenc.mp4;amt_gaming_vqa_dataset/callofdutyps5_2160p_5000k_h264nvenc.mp4;amt_gaming_vqa_dataset/callofdutyps5_2160p_8500k_h264nvenc.mp4;amt_gaming_vqa_dataset/callofdutyps5_480p_1000k_h264nvenc.mp4;amt_gaming_vqa_dataset/callofdutyps5_720p_1000k_h264nvenc.mp4;amt_gaming_vqa_dataset/callofdutyps5_720p_2500k_h264nvenc.mp4;amt_gaming_vqa_dataset/callofdutyps5_720p_5000k_h264nvenc.mp4;amt_gaming_vqa_dataset/callofdutyps5_1080p_2000k_hevcnvenc.mp4;amt_gaming_vqa_dataset/callofdutyps5_1080p_6000k_hevcnvenc.mp4;amt_gaming_vqa_dataset/callofdutyps5_1080p_800k_hevcnvenc.mp4;amt_gaming_vqa_dataset/callofdutyps5_2160p_10000k_hevcnvenc.mp4;amt_gaming_vqa_dataset/callofdutyps5_2160p_1500k_hevcnvenc.mp4;amt_gaming_vqa_dataset/callofdutyps5_2160p_6000k_hevcnvenc.mp4;amt_gaming_vqa_dataset/callofdutyps5_480p_800k_hevcnvenc.mp4;amt_gaming_vqa_dataset/callofdutyps5_720p_1500k_hevcnvenc.mp4;amt_gaming_vqa_dataset/callofdutyps5_720p_3500k_hevcnvenc.mp4;amt_gaming_vqa_dataset/callofdutyps5_720p_600k_hevcnvenc.mp4,True
CatQuestII,amt_gaming_vqa_dataset/CatQuestII.mp4,30,amt_gaming_vqa_dataset/CatQuestII_1080p_1500k_av1.mp4;amt_gaming_vqa_dataset/CatQuestII_1080p_5000k_av1.mp4;amt_gaming_vqa_dataset/CatQuestII_1080p_500k_av1.mp4;amt_gaming_vqa_dataset/CatQuestII_2160p_10000k_av1.mp4;amt_gaming_vqa_dataset/CatQuestII_2160p_1000k_av1.mp4;amt_gaming_vqa_dataset/CatQuestII_2160p_5000k_av1.mp4;amt_gaming_vqa_dataset/CatQuestII_480p_1000k_av1.mp4;amt_gaming_vqa_dataset/CatQuestII_720p_1300k_av1.mp4;amt_gaming_vqa_dataset/CatQuestII_720p_3000k_av1.mp4;amt_gaming_vqa_dataset/CatQuestII_720p_500k_av1.mp4;amt_gaming_vqa_dataset/CatQuestII_1080p_10000k_h264nvenc.mp4;amt_gaming_vqa_dataset/CatQuestII_1080p_2300k_h264nvenc.mp4;amt_gaming_vqa_dataset/CatQuestII_1080p_5300k_h264nvenc.mp4;amt_gaming_vqa_dataset/CatQuestII_2160p_25000k_h264nvenc.mp4;amt_gaming_vqa_dataset/CatQuestII_2160p_5000k_h264nvenc.mp4;amt_gaming_vqa_dataset/CatQuestII_2160p_8500k_h264nvenc.mp4;amt_gaming_vqa_dataset/CatQuestII_480p_1000k_h264nvenc.mp4;amt_gaming_vqa_dataset/CatQuestII_720p_1000k_h264nvenc.mp4;amt_gaming_vqa_dataset/CatQuestII_720p_2500k_h264nvenc.mp4;amt_gaming_vqa_dataset/CatQuestII_720p_5000k_h264nvenc.mp4;amt_gaming_vqa_dataset/CatQuestII_1080p_2000k_hevcnvenc.mp4;amt_gaming_vqa_dataset/CatQuestII_1080p_6000k_hevcnvenc.mp4;amt_gaming_vqa_dataset/CatQuestII_1080p_800k_hevcnvenc.mp4;amt_gaming_vqa_dataset/CatQuestII_2160p_10000k_hevcnvenc.mp4;amt_gaming_vqa_dataset/CatQuestII_2160p_1500k_hevcnvenc.mp4;amt_gaming_vqa_dataset/CatQuestII_2160p_6000k_hevcnvenc.mp4;amt_gaming_vqa_dataset/CatQuestII_480p_800k_hevcnvenc.mp4;amt_gaming_vqa_dataset/CatQuestII_720p_1500k_hevcnvenc.mp4;amt_gaming_vqa_dataset/CatQuestII_720p_3500k_hevcnvenc.mp4;amt_gaming_vqa_dataset/CatQuestII_720p_600k_hevcnvenc.mp4,True
