WorkerId,AssignmentId,Reasons,Rejections
A12KQGDA5YYCW7,3FE2ERCC0OZLBJQEK05MQ89JQ1RPOJ,"Too many videos rated with same pattern: Clarity=Moderately Clear, Artifacts=Minor Artifacts Present, Immersion=Moderate level of immersion",1
APSDAX4FC0920,3K9FOBBF38AD2DB4RTC2U20UVGQLN5,"Too many unset video ratings, this could be due to not using latest version of the browser or not using the correct browser. Please use latest version of Chrome browser. | The scores for repeated videos are not consistent.",1
AZ7VRPEVTCAIP,3P59JYT77CB5W4UGEJG9O57DE0MT2U,"Too many videos rated with same pattern: Clarity=Moderately Clear, Artifacts=Minor Artifacts Present, Immersion=Moderate level of immersion",1
A2ATPVV665TR66,369J354OG41P90RBHLT5FZ9049FG6K,"Too many videos rated with same pattern: Clarity=Moderately Clear, Artifacts=Minor Artifacts Present, Immersion=Moderate level of immersion",1
AVNYN96Q8S1NW,3YHH42UU626AHHJXQNA4JQ4HNOU0LQ,"Too many videos rated with same pattern: Clarity=Minimally Clear, Artifacts=Severe Artifacts Present, Immersion=Low level of immersion",1
A3HQAMMI4698RG,34S6N1K20MALSHPTOVHPPI3Y951HLE,The scores for golden videos are not consistent with the true scores.,1
A1HCG3H9LC6ZPQ,3BEFOD78XXKBMNJJ90YLV69J45U4M6,"Too many videos rated with same pattern: Clarity=Moderately Clear, Artifacts=Minor Artifacts Present, Immersion=Moderate level of immersion",1
ASAMJC3EOZ9XE,3GD6L00D4JOUUOM0MIFJX82GSLK1MQ,"Too many videos rated with same pattern: Clarity=Highly Clear, Artifacts=No visible artifacts, Immersion=High level of immersion",1
A2XJH3WC02RMXQ,3KB8R4ZV25YVFC86DCADQFVSICEBGS,"The scores for repeated videos are not consistent. | Too many videos rated with same pattern: Clarity=Moderately Clear, Artifacts=Minor Artifacts Present, Immersion=Moderate level of immersion",1
AK1LS2LT9U0O0,3OVR4I9UTGA272HB1T52CFTOE6R4QT/3IXQG4FA3KPG02LYZ643YY95EXVB99,"Too many videos rated with same pattern: Clarity=Moderately Clear, Artifacts=Minor Artifacts Present, Immersion=Moderate level of immersionToo many videos rated with same pattern: Clarity=Moderately Clear, Artifacts=Minor Artifacts Present, Immersion=Moderate level of immersion",2
