AssignmentId,HITId,WorkerId,Sample_Row_Name,Sample_Row_Index,Approve,Reject
3C2NJ6JBL1871RPWHNUXF61LKRYN2Y,3W0KKJIASH0FSG8OAP6H9L1PCW4K8I,A13XXMDHOULEZ7,row_0,0,,"Too many videos rated with same pattern: Clarity=Highly Clear, Artifacts=No visible artifacts, Immersion=High level of immersion with count=51"
3TR2532VJGLZ02HCPRE8CC1GRJZ6JC,3W0KKJIASH0FSG8OAP6H9L1PCW4K8I,A29ZTHY1OB4IC8,row_0,0,,"Too many videos rated with same pattern: Clarity=Moderately Clear, Artifacts=Minor Artifacts Present, Immersion=Moderate level of immersion with count=61"
333U7HK6J06YLBWRZEMMIIB88ZXJDG,3DWGDA5PP5VBXRIFA8B9WKPYEO51V1,A18LFH7XW61JO9,row_0,0,,"Too many videos rated with same pattern: Clarity=Moderately Clear, Artifacts=Minor Artifacts Present, Immersion=Moderate level of immersion with count=56"
3OS4RQUCS06P1CCB2S4V8UVGC1PFBB,3DWGDA5PP5VBXRIFA8B9WKPYEO51V1,A28A3HF3LSEIDT,row_0,0,,Too many unset video ratings (31 > 24)
31EUONYN3MUYG3NA6CELW0Y17WOVOF,3X2YVV51QKVOCGIK0IG5IM8CLX71WB,A1Q7VWUBIJOK17,row_0,0,,"Too many videos rated with same pattern: Clarity=Highly Clear, Artifacts=No visible artifacts, Immersion=High level of immersion with count=56"
33FOTY3KFDCHL2A99TL5UCX4TFK1CN,3X2YVV51QKVOCGIK0IG5IM8CLX71WB,A1Y0ABOUJUMCWW,row_0,0,,"Too many videos rated with same pattern: Clarity=Highly Clear, Artifacts=No visible artifacts, Immersion=High level of immersion with count=59"
3LJ7UR74S84H454JL1DL8LYJ4344NH,3X2YVV51QKVOCGIK0IG5IM8CLX71WB,A18LFH7XW61JO9,row_0,0,,"Too many videos rated with same pattern: Clarity=Moderately Clear, Artifacts=Minor Artifacts Present, Immersion=Moderate level of immersion with count=56"
3TU5ZICBS4S3Q34DDWVFTR9TBZAQ8I,3X2YVV51QKVOCGIK0IG5IM8CLX71WB,A2J237J8KM3OCS,row_0,0,,The scores for repeated videos are not consistent (4 > 3)
3YDTZAI2XO7EQYXUGEFNBELG17541P,3X2YVV51QKVOCGIK0IG5IM8CLX71WB,AAWX7QFQUNM6D,row_0,0,,"Too many videos rated with same pattern: Clarity=Highly Clear, Artifacts=No visible artifacts, Immersion=High level of immersion with count=58"
39OWYR0EQBILEK5MCKIFG5THXZIFYF,3ICOHX7EO22UORBBJZIZIBI296IE01,A3EHTYB6C5LW35,row_0,0,,Too many unset video ratings (32 > 24)
3AWETUDCATJ5T1HH9EQJX9FBJLIZIL,3ICOHX7EO22UORBBJZIZIBI296IE01,A10MZ295BEPUAG,row_0,0,,"Too many unset video ratings (32 > 24) | Too many videos rated with same pattern: Clarity=Highly Clear, Artifacts=No visible artifacts, Immersion=Low level of immersion with count=65"
3JAOYWH7W9VSDB7AQJTXC15ALMNL95,3ICOHX7EO22UORBBJZIZIBI296IE01,AZ1DD8SXABVY1,row_0,0,,Too many unset video ratings (34 > 24)
3L4PIM1GRK7IHAAV3FI9XU700N0YR0,3ICOHX7EO22UORBBJZIZIBI296IE01,A1ZGWMA6BBM3CU,row_0,0,,Too many unset video ratings (32 > 24)
3MAOD8E58H1827ST5CFQ5WVHXKAXNY,3ICOHX7EO22UORBBJZIZIBI296IE01,A16MEV9DI9VMAW,row_0,0,,Too many unset video ratings (32 > 24)
3P4RDNWNEWXFTMCDRSNX9FRL0N1IJF,3ICOHX7EO22UORBBJZIZIBI296IE01,A47LXYTWFIB6F,row_0,0,,Too many unset video ratings (32 > 24)
3R6BYFZZQY3WEFFC7OWDXRM8VTOFX9,3ICOHX7EO22UORBBJZIZIBI296IE01,AZA7SZX07VZ38,row_0,0,,Too many unset video ratings (32 > 24) | The scores for golden videos are not consistent with the true scores.
3R9WASFE3Q7LJAFR86KYUC2J3TMFZ6,3ICOHX7EO22UORBBJZIZIBI296IE01,A16TN9IF4J115Q,row_0,0,,Too many unset video ratings (32 > 24)
