WorkerId,Value
A2Q8W9EV4RRC0O,0
A3H3Z5V2V1461R,0
A1JG342PWI2PTC,0
A3KGCURZJ02L3,0
A1EQ8UXKOUDYT4,0
AR6H3B01WJ1FQ,0
A8LBBPY53A3O3,0
A34Z9LMI089LMT,0
A1KAYSB7LMX4FN,0
A3NMQ3019X6YE0,0
A1XSBLCCC1OWQ1,0
A2TW985PTHOP3A,0
A2MJQG58XN41OW,0
A3V3F4X6GH6VPV,0
AILRY9ICTXN4B,0
A16EGD2ITJKO4V,0
A3RVHUY67SVXQV,0
A32N0XWTTJ5P8Y,0
A1RTMB1V9GK7HM,0
A2FP41BSPG0Y4A,0
A13QHI6P2C910K,0
A2NSE2W0XW5TE0,0
A20G8SL4ZZ38FL,0
A3DJ0UVMQRZ32R,0
A1MCWFRCYFK1BX,0
ASAMJC3EOZ9XE,0
A1HCG3H9LC6ZPQ,0
AMH0GT8UM7S1C,0
ABKYJJD0ZK291,0
A36NPTH2FLH2PA,0
A14VB364MMVGC3,0
A2H1UFKV8FSTV2,0
A8SOA3U7I8RJR,0
