HIT_ID,Worker_ID,Assignment_ID,Sample_Row_Name,Sample_Row_Index,Unique_HIT_Index,Unset,Stalls,ConsSD,DiffSD,repeatDiffs,Goldcount,goldDiffs
3BKZLF991PQGIPX10YO84K104MXYQA,ARDWEH44JGLLM,3TYCR1GOU3A7J2PNUHNWPP731RBLZP,row_0,0,0,6,2,1.8478988139486077,21.612903225806452,"[1.0, 5.0, 2.0, 8.0, 4.0, 5.0]",4,"[46.47, 27.83, 7.689999999999998, 26.430000000000007]"
3BKZLF991PQGIPX10YO84K104MXYQA,A1477E54Q7AA4J,37C0GNLMI6UMXGHKFVSX9E63NEID6G,row_0,0,0,6,4,4.672361620971066,28.93548387096774,"[1.0, 1.0, 4.0, 8.0, 4.0, 4.0]",4,"[45.47, 35.83, 1.6899999999999977, 30.430000000000007]"
3BKZLF991PQGIPX10YO84K104MXYQA,A3PFV1UMF7FJ6S,3VJ40NV2R9EJ3BJL1HE6VIAGB07OT6,row_0,0,0,6,4,5.470572109858085,28.49462365591398,"[10.0, 2.0, 1.0, 1.0, 3.0, 6.0]",4,"[51.47, 9.829999999999998, 10.310000000000002, 22.430000000000007]"
3BKZLF991PQGIPX10YO84K104MXYQA,A1N63NKTHGO2TF,3MYYFCXHKUYBUDNXYX0QI1PM4F5G4L,row_0,0,0,6,7,2.7610759304437047,36.58064516129032,"[2.0, 5.0, 2.0, 4.0, 5.0, 0.0]",4,"[61.47, 42.83, 9.310000000000002, 12.430000000000007]"
3BKZLF991PQGIPX10YO84K104MXYQA,A32YOD79DL837P,3S96KQ6IADVSZESWB80QKOYH7M7TDL,row_0,0,0,6,5,14.401506839109093,24.032258064516128,"[1.0, 0.0, 1.0, 22.0, 13.0, 21.0]",4,"[41.47, 45.83, 11.310000000000002, 18.430000000000007]"
30IRMPJWEPALALNK9YCH02WU2TQRK9,A9O1U0B4GS6UR,3VELCLL3HBAOOEUJ0VB62II7RG7F1K,row_0,0,0,6,7,2.304288782148755,36.18279569892473,"[2.0, 2.0, 6.0, 4.0, 0.0, 3.0]",4,"[68.47, 48.83, 16.310000000000002, 2.430000000000007]"
30IRMPJWEPALALNK9YCH02WU2TQRK9,A3PFV1UMF7FJ6S,37XITHEITN05E79Q7N0K03FHY1IRCQ,row_0,0,0,6,5,15.540197727316503,30.29032258064516,"[5.0, 6.0, 12.0, 27.0, 15.0, 7.0]",4,"[54.47, 31.83, 1.6899999999999977, 24.430000000000007]"
30IRMPJWEPALALNK9YCH02WU2TQRK9,A4M2H0ONHCMC,384PI804YJSXLUENAW75VCICBEVS0D,row_0,0,0,6,7,15.971713057481315,26.032258064516128,"[41.0, 15.0, 13.0, 7.0, 29.0, 0.0]",4,"[63.47, 47.83, 12.310000000000002, 19.430000000000007]"
30IRMPJWEPALALNK9YCH02WU2TQRK9,A1689LPUF6HS1A,3XIQGXAUN3ZJZM06P5Y19Z9RY73X7Q,row_0,0,0,6,1,35.444611712920604,36.956989247311824,"[12.0, 38.0, 7.0, 2.0, 6.0, 0.0]",4,"[18.53, 37.17, 27.310000000000002, 7.569999999999993]"
30IRMPJWEPALALNK9YCH02WU2TQRK9,A1477E54Q7AA4J,38F71OA9HKNLK3G8THU4MA6APRNMFK,row_0,0,0,6,5,2.6498777777952065,29.989247311827956,"[11.0, 10.0, 2.0, 1.0, 4.0, 2.0]",4,"[57.47, 37.83, 0.6899999999999977, 20.430000000000007]"
