WorkerId,AssignmentId,Reasons,Rejections
A365E9HTM3WK5B,3R3YRB5GS6U91K49R3ZYZJCD5X5UAZ/3R3YRB5GS6U91K49R3ZYZJCD5X5UAZ/3R3YRB5GS6U91K49R3ZYZJCD5X5UAZ/3R3YRB5GS6U91K49R3ZYZJCD5X5UAZ/3R3YRB5GS6U91K49R3ZYZJCD5X5UAZ/3R3YRB5GS6U91K49R3ZYZJCD5X5UAZ/3R3YRB5GS6U91K49R3ZYZJCD5X5UAZ,"all slider ratings are very similar, the slider moved to same range of scores.all slider ratings are very similar, the slider moved to same range of scores.all slider ratings are very similar, the slider moved to same range of scores.all slider ratings are very similar, the slider moved to same range of scores.all slider ratings are very similar, the slider moved to same range of scores.all slider ratings are very similar, the slider moved to same range of scores.all slider ratings are very similar, the slider moved to same range of scores.",7
A2H1UFKV8FSTV2,35GCEFQ6JWFQ3YZYOBJWT3DM15R3Z0/35GCEFQ6JWFQ3YZYOBJWT3DM15R3Z0/35GCEFQ6JWFQ3YZYOBJWT3DM15R3Z0/35GCEFQ6JWFQ3YZYOBJWT3DM15R3Z0/35GCEFQ6JWFQ3YZYOBJWT3DM15R3Z0/35GCEFQ6JWFQ3YZYOBJWT3DM15R3Z0/35GCEFQ6JWFQ3YZYOBJWT3DM15R3Z0,"Too many videos rated with same pattern: Clarity=Highly Clear, Artifacts=No visible artifacts, Immersion=High level of immersionToo many videos rated with same pattern: Clarity=Highly Clear, Artifacts=No visible artifacts, Immersion=High level of immersion with count=66Too many videos rated with same pattern: Clarity=Highly Clear, Artifacts=No visible artifacts, Immersion=High level of immersion with count=66Too many videos rated with same pattern: Clarity=Highly Clear, Artifacts=No visible artifacts, Immersion=High level of immersion with count=66Too many videos rated with same pattern: Clarity=Highly Clear, Artifacts=No visible artifacts, Immersion=High level of immersion with count=66Too many videos rated with same pattern: Clarity=Highly Clear, Artifacts=No visible artifacts, Immersion=High level of immersion with count=66Too many videos rated with same pattern: Clarity=Highly Clear, Artifacts=No visible artifacts, Immersion=High level of immersion",7
A2GPQMBH0QNJ0J,3HVVDCPGU5JVXPNN74N4X98IPA1YTM/3HVVDCPGU5JVXPNN74N4X98IPA1YTM/3HVVDCPGU5JVXPNN74N4X98IPA1YTM/3HVVDCPGU5JVXPNN74N4X98IPA1YTM/3HVVDCPGU5JVXPNN74N4X98IPA1YTM/3HVVDCPGU5JVXPNN74N4X98IPA1YTM/3HVVDCPGU5JVXPNN74N4X98IPA1YTM,The delays in video ratings are too high.The delays in video ratings are too high.The delays in video ratings are too high.The delays in video ratings are too high.The delays in video ratings are too high.The delays in video ratings are too high (62 > 50)The delays in video ratings are too high.,7
A1N63NKTHGO2TF,3MYYFCXHKUYBUDNXYX0QI1PM4F5G4L/3MYYFCXHKUYBUDNXYX0QI1PM4F5G4L/3MYYFCXHKUYBUDNXYX0QI1PM4F5G4L/3MYYFCXHKUYBUDNXYX0QI1PM4F5G4L/3MYYFCXHKUYBUDNXYX0QI1PM4F5G4L/3MYYFCXHKUYBUDNXYX0QI1PM4F5G4L/3MYYFCXHKUYBUDNXYX0QI1PM4F5G4L,"all slider ratings are very similar, the slider moved to same range of scores. | Too many videos rated with same pattern: Clarity=Moderately Clear, Artifacts=Minor Artifacts Present, Immersion=Moderate level of immersionall slider ratings are very similar, the slider moved to same range of scores. | Too many videos rated with same pattern: Clarity=Moderately Clear, Artifacts=Minor Artifacts Present, Immersion=Moderate level of immersion with count=94all slider ratings are very similar, the slider moved to same range of scores. | Too many videos rated with same pattern: Clarity=Moderately Clear, Artifacts=Minor Artifacts Present, Immersion=Moderate level of immersion with count=94all slider ratings are very similar, the slider moved to same range of scores. | Too many videos rated with same pattern: Clarity=Moderately Clear, Artifacts=Minor Artifacts Present, Immersion=Moderate level of immersion with count=94all slider ratings are very similar, the slider moved to same range of scores. | Too many videos rated with same pattern: Clarity=Moderately Clear, Artifacts=Minor Artifacts Present, Immersion=Moderate level of immersion with count=94all slider ratings are very similar, the slider moved to same range of scores. | Too many videos rated with same pattern: Clarity=Moderately Clear, Artifacts=Minor Artifacts Present, Immersion=Moderate level of immersion with count=94all slider ratings are very similar, the slider moved to same range of scores. | Too many videos rated with same pattern: Clarity=Moderately Clear, Artifacts=Minor Artifacts Present, Immersion=Moderate level of immersion",7
A32YOD79DL837P,3S96KQ6IADVSZESWB80QKOYH7M7TDL/3S96KQ6IADVSZESWB80QKOYH7M7TDL/3S96KQ6IADVSZESWB80QKOYH7M7TDL/3S96KQ6IADVSZESWB80QKOYH7M7TDL/3S96KQ6IADVSZESWB80QKOYH7M7TDL/3S96KQ6IADVSZESWB80QKOYH7M7TDL/3S96KQ6IADVSZESWB80QKOYH7M7TDL,"Too many videos rated with same pattern: Clarity=Moderately Clear, Artifacts=No visible artifacts, Immersion=Moderate level of immersionToo many videos rated with same pattern: Clarity=Moderately Clear, Artifacts=No visible artifacts, Immersion=Moderate level of immersion with count=85Too many videos rated with same pattern: Clarity=Moderately Clear, Artifacts=No visible artifacts, Immersion=Moderate level of immersion with count=85Too many videos rated with same pattern: Clarity=Moderately Clear, Artifacts=No visible artifacts, Immersion=Moderate level of immersion with count=85Too many videos rated with same pattern: Clarity=Moderately Clear, Artifacts=No visible artifacts, Immersion=Moderate level of immersion with count=85Too many videos rated with same pattern: Clarity=Moderately Clear, Artifacts=No visible artifacts, Immersion=Moderate level of immersion with count=85Too many videos rated with same pattern: Clarity=Moderately Clear, Artifacts=No visible artifacts, Immersion=Moderate level of immersion",7
A3E3M7E01VRNE,3OWEPKL0903ENSM2NZBSBXITWTBN7E/3OWEPKL0903ENSM2NZBSBXITWTBN7E/3OWEPKL0903ENSM2NZBSBXITWTBN7E/3OWEPKL0903ENSM2NZBSBXITWTBN7E/3OWEPKL0903ENSM2NZBSBXITWTBN7E/3OWEPKL0903ENSM2NZBSBXITWTBN7E/3OWEPKL0903ENSM2NZBSBXITWTBN7E,"all slider ratings are very similar, the slider moved to same range of scores. | Too many videos rated with same pattern: Clarity=Moderately Clear, Artifacts=Severe Artifacts Present, Immersion=Moderate level of immersionall slider ratings are very similar, the slider moved to same range of scores. | Too many videos rated with same pattern: Clarity=Moderately Clear, Artifacts=Severe Artifacts Present, Immersion=Moderate level of immersion with count=85all slider ratings are very similar, the slider moved to same range of scores. | Too many videos rated with same pattern: Clarity=Moderately Clear, Artifacts=Severe Artifacts Present, Immersion=Moderate level of immersion with count=85all slider ratings are very similar, the slider moved to same range of scores. | Too many videos rated with same pattern: Clarity=Moderately Clear, Artifacts=Severe Artifacts Present, Immersion=Moderate level of immersion with count=85all slider ratings are very similar, the slider moved to same range of scores. | Too many videos rated with same pattern: Clarity=Moderately Clear, Artifacts=Severe Artifacts Present, Immersion=Moderate level of immersion with count=85all slider ratings are very similar, the slider moved to same range of scores. | Too many videos rated with same pattern: Clarity=Moderately Clear, Artifacts=Severe Artifacts Present, Immersion=Moderate level of immersion with count=85all slider ratings are very similar, the slider moved to same range of scores. | Too many videos rated with same pattern: Clarity=Moderately Clear, Artifacts=Severe Artifacts Present, Immersion=Moderate level of immersion",7
AS59SIV0342LA,3D8YOU6SA5B8EIS61QIMJEAR9EFU69/3D8YOU6SA5B8EIS61QIMJEAR9EFU69/3D8YOU6SA5B8EIS61QIMJEAR9EFU69/3D8YOU6SA5B8EIS61QIMJEAR9EFU69/3D8YOU6SA5B8EIS61QIMJEAR9EFU69/3D8YOU6SA5B8EIS61QIMJEAR9EFU69/3D8YOU6SA5B8EIS61QIMJEAR9EFU69,The scores are not consistent across repeated videos.The scores are not consistent across repeated videos.The scores are not consistent across repeated videos.The scores are not consistent across repeated videos.The scores are not consistent across repeated videos.The scores are not consistent across repeated videos.The scores are not consistent across repeated videos.,7
A3AFX2N59UHC3Z,3XIQGXAUN3ZJZM06P5Y19Z9RY7M7XJ/3XIQGXAUN3ZJZM06P5Y19Z9RY7M7XJ/3XIQGXAUN3ZJZM06P5Y19Z9RY7M7XJ/3XIQGXAUN3ZJZM06P5Y19Z9RY7M7XJ/3XIQGXAUN3ZJZM06P5Y19Z9RY7M7XJ/3XIQGXAUN3ZJZM06P5Y19Z9RY7M7XJ/3XIQGXAUN3ZJZM06P5Y19Z9RY7M7XJ,"Too many videos rated with same pattern: Clarity=Highly Clear, Artifacts=No visible artifacts, Immersion=High level of immersionToo many videos rated with same pattern: Clarity=Highly Clear, Artifacts=No visible artifacts, Immersion=High level of immersion with count=89Too many videos rated with same pattern: Clarity=Highly Clear, Artifacts=No visible artifacts, Immersion=High level of immersion with count=89Too many videos rated with same pattern: Clarity=Highly Clear, Artifacts=No visible artifacts, Immersion=High level of immersion with count=89Too many videos rated with same pattern: Clarity=Highly Clear, Artifacts=No visible artifacts, Immersion=High level of immersion with count=89Too many videos rated with same pattern: Clarity=Highly Clear, Artifacts=No visible artifacts, Immersion=High level of immersion with count=89Too many videos rated with same pattern: Clarity=Highly Clear, Artifacts=No visible artifacts, Immersion=High level of immersion",7
A4M2H0ONHCMC,384PI804YJSXLUENAW75VCICBEVS0D/3HHRAGRYYZW0JWA73B9P4I94HTXO9Z/384PI804YJSXLUENAW75VCICBEVS0D/3HHRAGRYYZW0JWA73B9P4I94HTXO9Z/384PI804YJSXLUENAW75VCICBEVS0D/384PI804YJSXLUENAW75VCICBEVS0D/384PI804YJSXLUENAW75VCICBEVS0D/384PI804YJSXLUENAW75VCICBEVS0D/384PI804YJSXLUENAW75VCICBEVS0D,"Too many videos rated with same pattern: Clarity=Highly Clear, Artifacts=No visible artifacts, Immersion=High level of immersionToo many videos rated with same pattern: Clarity=Highly Clear, Artifacts=No visible artifacts, Immersion=High level of immersionToo many videos rated with same pattern: Clarity=Highly Clear, Artifacts=No visible artifacts, Immersion=High level of immersion with count=83Too many videos rated with same pattern: Clarity=Highly Clear, Artifacts=No visible artifacts, Immersion=High level of immersion with count=42Too many videos rated with same pattern: Clarity=Highly Clear, Artifacts=No visible artifacts, Immersion=High level of immersion with count=83Too many videos rated with same pattern: Clarity=Highly Clear, Artifacts=No visible artifacts, Immersion=High level of immersion with count=83Too many videos rated with same pattern: Clarity=Highly Clear, Artifacts=No visible artifacts, Immersion=High level of immersion with count=83Too many videos rated with same pattern: Clarity=Highly Clear, Artifacts=No visible artifacts, Immersion=High level of immersion with count=83Too many videos rated with same pattern: Clarity=Highly Clear, Artifacts=No visible artifacts, Immersion=High level of immersion",9
A1689LPUF6HS1A,3XIQGXAUN3ZJZM06P5Y19Z9RY73X7Q/3YOH7BII10YFQC2V8KMSPJHSOG6KVR/3XIQGXAUN3ZJZM06P5Y19Z9RY73X7Q/3YOH7BII10YFQC2V8KMSPJHSOG6KVR/3XIQGXAUN3ZJZM06P5Y19Z9RY73X7Q/3XIQGXAUN3ZJZM06P5Y19Z9RY73X7Q/3XIQGXAUN3ZJZM06P5Y19Z9RY73X7Q/3XIQGXAUN3ZJZM06P5Y19Z9RY73X7Q/3XIQGXAUN3ZJZM06P5Y19Z9RY73X7Q,"Too many videos rated with same pattern: Clarity=Minimally Clear, Artifacts=Severe Artifacts Present, Immersion=Low level of immersionToo many videos rated with same pattern: Clarity=Minimally Clear, Artifacts=Severe Artifacts Present, Immersion=Low level of immersionToo many videos rated with same pattern: Clarity=Minimally Clear, Artifacts=Severe Artifacts Present, Immersion=Low level of immersion with count=57Too many videos rated with same pattern: Clarity=Minimally Clear, Artifacts=Severe Artifacts Present, Immersion=Low level of immersion with count=42Too many videos rated with same pattern: Clarity=Minimally Clear, Artifacts=Severe Artifacts Present, Immersion=Low level of immersion with count=57Too many videos rated with same pattern: Clarity=Minimally Clear, Artifacts=Severe Artifacts Present, Immersion=Low level of immersion with count=57Too many videos rated with same pattern: Clarity=Minimally Clear, Artifacts=Severe Artifacts Present, Immersion=Low level of immersion with count=57Too many videos rated with same pattern: Clarity=Minimally Clear, Artifacts=Severe Artifacts Present, Immersion=Low level of immersion with count=57Too many videos rated with same pattern: Clarity=Minimally Clear, Artifacts=Severe Artifacts Present, Immersion=Low level of immersion",9
