AssignmentId,HITId,WorkerId,Sample_Row_Name,Sample_Row_Index,Approve,Reject
34S9DKFK8UGX2CI3A81SOA2Q1LMYNF,3B286OTIT48Y0KVLP2QJ4X77N9HJAR,A1JDPMVFB8HNMH,row_0,0,,"Too many videos rated with same pattern: Clarity=Minimally Clear, Artifacts=Severe Artifacts Present, Immersion=Low level of immersion with count=63"
3E4GGUZ1UZI6TL4TKA2HNEKHTZJK2P,3B286OTIT48Y0KVLP2QJ4X77N9HJAR,A28HQQPBN2MUNR,row_0,0,,The scores for repeated videos are not consistent (4 > 3)
3JRJSWSMR8CSS382SO5J8TC4ESDE3N,3B286OTIT48Y0KVLP2QJ4X77N9HJAR,A2H1UFKV8FSTV2,row_0,0,,"Too many videos rated with same pattern: Clarity=Minimally Clear, Artifacts=Severe Artifacts Present, Immersion=Low level of immersion with count=60"
31HQ4X3T4J1AIQ39ZPTOTWA0F51LSX,3421H3BMA08KV1LGXWCJ82WNHRZJ9C,AD9QQRANGJBO1,row_0,0,,"Too many videos rated with same pattern: Clarity=Moderately Clear, Artifacts=Minor Artifacts Present, Immersion=Moderate level of immersion with count=52"
39K0FND3B86QOCZ0I18C89VJUNUMAH,3421H3BMA08KV1LGXWCJ82WNHRZJ9C,A36CQIFWEDEECU,row_0,0,,The scores for golden videos are not consistent with the true scores.
3X66WABAKN9QCH4TYJV78WXGR8H3GI,3421H3BMA08KV1LGXWCJ82WNHRZJ9C,A12KQGDA5YYCW7,row_0,0,,"Too many videos rated with same pattern: Clarity=Moderately Clear, Artifacts=Minor Artifacts Present, Immersion=Moderate level of immersion with count=54"
3Z4GS9HPOM1PK7UF7SU3F0W3X7Q77U,3421H3BMA08KV1LGXWCJ82WNHRZJ9C,A1HCG3H9LC6ZPQ,row_0,0,,"Too many videos rated with same pattern: Clarity=Minimally Clear, Artifacts=Severe Artifacts Present, Immersion=Low level of immersion with count=57"
3B3WTRP3E2TMCPL2GDBSX561HHS29L,3TZ0XG8CCKBVBKPX6SFSJCN91G589H,A1HCG3H9LC6ZPQ,row_0,0,,"Too many videos rated with same pattern: Clarity=Minimally Clear, Artifacts=Severe Artifacts Present, Immersion=Low level of immersion with count=52"
3IXQG4FA3KPG02LYZ643YY95BMO9BB,3TZ0XG8CCKBVBKPX6SFSJCN91G589H,A2H1UFKV8FSTV2,row_0,0,,"Too many videos rated with same pattern: Clarity=Minimally Clear, Artifacts=Severe Artifacts Present, Immersion=Low level of immersion with count=51"
3TXWC2NHOQHFHO20ASQYONJ5FBR9SV,3TZ0XG8CCKBVBKPX6SFSJCN91G589H,A1JDPMVFB8HNMH,row_0,0,,"Too many videos rated with same pattern: Clarity=Minimally Clear, Artifacts=Severe Artifacts Present, Immersion=Low level of immersion with count=55"
3KXIR214JV7LFJFQZIF1GXVLUCH423,3DIIW4IV9FMN3KVYYJVSFT67IFFI4C,A324C5L6JIMN16,row_0,0,,Too many unset video ratings (29 > 24)
3PDJHANYLW739WMM1RBN0ZL1FL3H6F,3DIIW4IV9FMN3KVYYJVSFT67IFFI4C,A2XSHWY53BSMV2,row_0,0,,"Too many videos rated with same pattern: Clarity=Minimally Clear, Artifacts=Severe Artifacts Present, Immersion=Low level of immersion with count=56"
3YT88D1N1ZPVE30COAGM6OP9XBI3KC,3DIIW4IV9FMN3KVYYJVSFT67IFFI4C,AKH8KUW6I3COL,row_0,0,,"Too many videos rated with same pattern: Clarity=Minimally Clear, Artifacts=Severe Artifacts Present, Immersion=Low level of immersion with count=52"
30JNVC0OS0BWJE56G0PL642SFMKHQH,3538U0YQ25LIBXA4XXKO2R19ONQ3FK,A1G1W9YIHATY4R,row_0,0,,"Too many videos rated with same pattern: Clarity=Minimally Clear, Artifacts=Severe Artifacts Present, Immersion=Low level of immersion with count=61"
35DR22AR64B1Y3ZJNTVBWIXBTKFX3D,3538U0YQ25LIBXA4XXKO2R19ONQ3FK,A10FCQ7R6OGXF8,row_0,0,,Too many unset video ratings (30 > 24)
3FQ5JJ513CF2I7TM6T01F2NF2SOKNO,3538U0YQ25LIBXA4XXKO2R19ONQ3FK,AFRA8WYVL1DJ7,row_0,0,,"Too many videos rated with same pattern: Clarity=Minimally Clear, Artifacts=Severe Artifacts Present, Immersion=Low level of immersion with count=54"
3L70J4KA07DNKITN5899PJ8PJCSADH,3538U0YQ25LIBXA4XXKO2R19ONQ3FK,A1STTNTC1CU0DP,row_0,0,,Too many unset video ratings (30 > 24) | The scores for repeated videos are not consistent (4 > 3)
3LEIZ60CEAQCI0OE5KK6KGG81DLZ9T,3538U0YQ25LIBXA4XXKO2R19ONQ3FK,A1M151WPTX57PC,row_0,0,,Used phone or tablet | Too many unset video ratings (30 > 24)
3TGOYF992ODTGTI7X8GPZKO7CFIUUQ,3538U0YQ25LIBXA4XXKO2R19ONQ3FK,AKH8KUW6I3COL,row_0,0,,"Too many videos rated with same pattern: Clarity=Minimally Clear, Artifacts=Severe Artifacts Present, Immersion=Low level of immersion with count=51"
3UWN2HHPVPW06Q6UB2936OEPJMENSL,3538U0YQ25LIBXA4XXKO2R19ONQ3FK,A3SMMI1Z1558QE,row_0,0,,Too many unset video ratings (30 > 24) | The scores for golden videos are not consistent with the true scores.
3WT783CTQ28IY0S1BQEU0OADGU5CBI,3538U0YQ25LIBXA4XXKO2R19ONQ3FK,ABKYJJD0ZK291,row_0,0,,"Too many videos rated with same pattern: Clarity=Minimally Clear, Artifacts=Severe Artifacts Present, Immersion=Low level of immersion with count=54"
3KJYX6QCN02KFSWDQZMGO4HF96CVJ3,3X2LT8FDIM96NG25Z3PKXWVKZC98WG,A2MXK9L800TS11,row_0,0,,Too many unset video ratings (30 > 24)
3MH9DQ758N3ABBHCD3R8V5NG38ZUGO,3X2LT8FDIM96NG25Z3PKXWVKZC98WG,AW338AT1TPG6H,row_0,0,,Too many unset video ratings (30 > 24)
3NQL1CS16IZAAHRCCZNJYRW3MCQYV9,3X2LT8FDIM96NG25Z3PKXWVKZC98WG,AL76RQMDB7YKY,row_0,0,,Too many unset video ratings (30 > 24)
3ZV9H2YQR4YM93UTDOZPUZJ4KIQW30,3X2LT8FDIM96NG25Z3PKXWVKZC98WG,AKH8KUW6I3COL,row_0,0,,"Too many videos rated with same pattern: Clarity=Minimally Clear, Artifacts=Severe Artifacts Present, Immersion=Low level of immersion with count=52"
3COPXFW7Y232LS5ZM8DTJRSA20IKPZ,3P7RGTLO744TB4137NQV5C7K2R4KA0,A2SKY317RZ3NCS,row_0,0,,"Too many videos rated with same pattern: Clarity=Minimally Clear, Artifacts=Severe Artifacts Present, Immersion=Low level of immersion with count=53"
3DY4FPOOBSF1DGFQY4VPQV36JIGVRV,3P7RGTLO744TB4137NQV5C7K2R4KA0,AYIQ5FWAKFHA0,row_0,0,,"Too many videos rated with same pattern: Clarity=Moderately Clear, Artifacts=Minor Artifacts Present, Immersion=Moderate level of immersion with count=59"
3TXMY6UCB5F526UQU8BKVD5C2OJCQV,3P7RGTLO744TB4137NQV5C7K2R4KA0,A2DLHL9JJ9EPNA,row_0,0,,Did not wear lens
3TYCR1GOU3A7J2PNUHNWPP73104LZ0,3P7RGTLO744TB4137NQV5C7K2R4KA0,A2ZP04QFWRRV69,row_0,0,,"all slider ratings are very similar, the slider moved to same range of scores. | The scores for golden videos are not consistent with the true scores."
3WYGZ5XF4N6ZYKLREPHNEWXLPLTKSL,3P7RGTLO744TB4137NQV5C7K2R4KA0,A3D2P33SYYDMD,row_0,0,,"Too many videos rated with same pattern: Clarity=Minimally Clear, Artifacts=Severe Artifacts Present, Immersion=Low level of immersion with count=53"
3ZR9AIQJV20EJ9CCKVBNX926X6L40R,3P7RGTLO744TB4137NQV5C7K2R4KA0,A1H8ESOKEFTFMQ,row_0,0,,"Too many videos rated with same pattern: Clarity=Minimally Clear, Artifacts=Severe Artifacts Present, Immersion=Low level of immersion with count=52"
34Q075JO2O4XRAFTXDSLZBV3LN5107,338GLSUI5T2MVEVJNCLPAZ9LG1USF2,A3D2P33SYYDMD,row_0,0,,"Too many videos rated with same pattern: Clarity=Minimally Clear, Artifacts=Severe Artifacts Present, Immersion=Low level of immersion with count=54"
3I7DHKZYHERNCWV21IDI58VO35AF5I,338GLSUI5T2MVEVJNCLPAZ9LG1USF2,A2SKY317RZ3NCS,row_0,0,,"Too many videos rated with same pattern: Clarity=Minimally Clear, Artifacts=Severe Artifacts Present, Immersion=Low level of immersion with count=58"
3KWTYT088RU9CO5YNTGG0L0801Y5LF,338GLSUI5T2MVEVJNCLPAZ9LG1USF2,A2V2K38M97Q5KZ,row_0,0,,"Too many unset video ratings (29 > 24) | all slider ratings are very similar, the slider moved to same range of scores."
3Q8GYXHFFGTG9KBSAGNHX2AL6SH5CW,338GLSUI5T2MVEVJNCLPAZ9LG1USF2,A1H8ESOKEFTFMQ,row_0,0,,"Too many videos rated with same pattern: Clarity=Minimally Clear, Artifacts=Severe Artifacts Present, Immersion=Low level of immersion with count=66"
3U0SRXB7D4WO5B6HWD9YGE9TXELRNF,338GLSUI5T2MVEVJNCLPAZ9LG1USF2,AP4LB7P4K7M9L,row_0,0,,Too many unset video ratings (29 > 24)
3Q8GYXHFFGTG9KBSAGNHX2AL6TGC54,3VZYA8PIUEPUS8II8YPWEHCPWFY055,A1LLKRWUMCKJFP,row_0,0,,"Too many unset video ratings (30 > 24) | Low standard deviation of slider ratings, the slider was not moved much."
