WorkerId,Value
A36AOQW2E9M1O9,0
A3NMQ3019X6YE0,0
A33DFUC7Z6E5DH,0
A1H8ESOKEFTFMQ,0
A2XSHWY53BSMV2,0
AWR8O625EL9X9,0
A2G95587OYD83D,0
A2VWNL8CW78HVC,0
A19JFVFPZLO013,0
A3RJ8NZQ8BRTZM,0
AYIQ5FWAKFHA0,0
A3DJ0UVMQRZ32R,0
A3B2DRW8EM6YJP,0
AT9MEI9JKAQGV,0
AK84D0JFR31KS,0
A3GOBYYF705WAC,0
A2OTMALDJLAS7,0
A1DVKS3R9SLQ1H,0
AGXFBPHVB1UX,0
A2K0L9M1ZZO5C9,0
A2MJQG58XN41OW,0
ACI8PUCF5OPDC,0
AIC2D8A9UQO8S,0
A1G1W9YIHATY4R,0
A2DLHL9JJ9EPNA,0
A5EJ10KD1ELO4,0
A8LBBPY53A3O3,0
AK4947CIG17B5,0
AAWX7QFQUNM6D,0
AX8D3L76H0JR7,0
A25JTS3S9OD0KP,0
A1SGTL6LGLW4DK,0
A3TD836U3Z1J2B,0
A10FCQ7R6OGXF8,0
ABPVF7XEC88WF,0
A16MEV9DI9VMAW,0
A2UHPZ0D859HJN,0
AW338AT1TPG6H,0
A3EQPQ7EZFKB0R,0
A3WJU5XK5O1VP,0
A13XXMDHOULEZ7,0
ABVPW8753ZBJO,0
A2CB9D65R9CY9A,0
A2ZVT8O8IE14H0,0
ABNTQ9OXGOJP0,0
