video_name,most_common_clarity,most_common_artifacts,most_common_immersion,highly_clear_count,moderately_clear_count,minimally_clear_count,no_artifacts_count,minor_artifacts_count,severe_artifacts_count,high_immersion_count,moderate_immersion_count,low_immersion_count
amt_gaming_vqa_dataset/-0YyCVvKilw_IceAgeVillage_4-40,Minimally Clear,Severe Artifacts Present,Low level of immersion,3,18,21,4,16,22,3,15,24
amt_gaming_vqa_dataset/0RKUDAMVtlY_WorldofTanks_1-47,Highly Clear,Minor Artifacts Present,Moderate level of immersion,17,13,3,14,16,3,14,15,4
amt_gaming_vqa_dataset/0RKUDAMVtlY_WorldofTanks_1-47_1080p_10000k_h264_nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,12,20,2,13,18,3,14,17,3
amt_gaming_vqa_dataset/0RKUDAMVtlY_WorldofTanks_1-47_1080p_1500k_av1,Highly Clear,Minor Artifacts Present,Moderate level of immersion,17,14,4,15,18,2,15,17,3
amt_gaming_vqa_dataset/0RKUDAMVtlY_WorldofTanks_1-47_1080p_2000k_hevc_nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,12,19,3,11,19,4,11,19,4
amt_gaming_vqa_dataset/0RKUDAMVtlY_WorldofTanks_1-47_1080p_2300k_h264_nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,15,19,1,14,19,2,14,19,2
amt_gaming_vqa_dataset/0RKUDAMVtlY_WorldofTanks_1-47_1080p_5000k_av1,Moderately Clear,No visible artifacts,Moderate level of immersion,15,16,3,16,16,2,14,17,3
amt_gaming_vqa_dataset/0RKUDAMVtlY_WorldofTanks_1-47_1080p_500k_av1,Moderately Clear,Severe Artifacts Present,Low level of immersion,7,18,10,9,12,14,7,13,15
amt_gaming_vqa_dataset/0RKUDAMVtlY_WorldofTanks_1-47_1080p_5300k_h264_nvenc,Highly Clear,No visible artifacts,Moderate level of immersion,17,15,3,16,16,3,15,18,2
amt_gaming_vqa_dataset/0RKUDAMVtlY_WorldofTanks_1-47_1080p_6000k_hevc_nvenc,Highly Clear,No visible artifacts,High level of immersion,18,14,3,18,13,4,20,11,4
amt_gaming_vqa_dataset/0RKUDAMVtlY_WorldofTanks_1-47_1080p_800k_hevc_nvenc,Moderately Clear,Minor Artifacts Present,Low level of immersion,10,13,11,10,12,12,10,11,13
amt_gaming_vqa_dataset/1D9805Q-9dw_SonicDash_0-00_480p_1000k_av1,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,14,24,6,11,24,9,16,21,7
amt_gaming_vqa_dataset/1D9805Q-9dw_SonicDash_0-00_480p_1000k_h264_nvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,2,9,32,2,9,32,1,9,33
amt_gaming_vqa_dataset/1D9805Q-9dw_SonicDash_0-00_480p_800k_hevc_nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,9,22,13,6,22,16,8,21,15
amt_gaming_vqa_dataset/2FQ9qkN74MQ_FIFA_7-14,Highly Clear,No visible artifacts,High level of immersion,30,4,0,27,7,0,28,6,0
amt_gaming_vqa_dataset/2FQ9qkN74MQ_FIFA_7-14_1080p_10000k_h264_nvenc,Highly Clear,No visible artifacts,High level of immersion,35,6,0,34,7,0,33,8,0
amt_gaming_vqa_dataset/2FQ9qkN74MQ_FIFA_7-14_1080p_1500k_av1,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,18,20,3,15,23,3,16,22,3
amt_gaming_vqa_dataset/2FQ9qkN74MQ_FIFA_7-14_1080p_2000k_hevc_nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,14,22,5,13,22,6,12,23,6
amt_gaming_vqa_dataset/2FQ9qkN74MQ_FIFA_7-14_1080p_2300k_h264_nvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,2,16,23,1,15,25,1,17,23
amt_gaming_vqa_dataset/2FQ9qkN74MQ_FIFA_7-14_1080p_5000k_av1,Highly Clear,No visible artifacts,High level of immersion,34,5,2,31,8,2,32,7,2
amt_gaming_vqa_dataset/2FQ9qkN74MQ_FIFA_7-14_1080p_500k_av1,Minimally Clear,Severe Artifacts Present,Low level of immersion,3,5,33,1,9,31,2,8,31
