video_name,most_common_clarity,most_common_artifacts,most_common_immersion,highly_clear_count,moderately_clear_count,minimally_clear_count,no_artifacts_count,minor_artifacts_count,severe_artifacts_count,high_immersion_count,moderate_immersion_count,low_immersion_count
amt_gaming_vqa_dataset/Assassiancreedvalhalla_1,Highly Clear,No visible artifacts,High level of immersion,31,9,1,29,8,4,27,10,4
amt_gaming_vqa_dataset/Assassiancreedvalhalla_1_1080p_10000k_h264nvenc,Highly Clear,No visible artifacts,High level of immersion,28,12,2,27,14,1,24,17,1
amt_gaming_vqa_dataset/Assassiancreedvalhalla_1_1080p_1500k_av1,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,13,28,2,14,24,5,15,26,2
amt_gaming_vqa_dataset/Assassiancreedvalhalla_1_1080p_2000k_hevcnvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,14,26,3,15,24,4,13,27,3
amt_gaming_vqa_dataset/Assassiancreedvalhalla_1_1080p_2300k_h264nvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,5,15,23,4,15,24,4,13,26
amt_gaming_vqa_dataset/Assassiancreedvalhalla_1_1080p_5000k_av1,Highly Clear,No visible artifacts,High level of immersion,30,10,2,28,10,4,29,11,2
amt_gaming_vqa_dataset/Assassiancreedvalhalla_1_1080p_500k_av1,Minimally Clear,Severe Artifacts Present,Low level of immersion,2,12,29,1,15,27,2,14,27
amt_gaming_vqa_dataset/Assassiancreedvalhalla_1_1080p_5300k_h264nvenc,Moderately Clear,No visible artifacts,Moderate level of immersion,19,21,2,18,17,7,17,22,3
amt_gaming_vqa_dataset/Assassiancreedvalhalla_1_1080p_6000k_hevcnvenc,Highly Clear,No visible artifacts,High level of immersion,33,8,1,28,9,5,28,10,4
amt_gaming_vqa_dataset/Assassiancreedvalhalla_1_1080p_800k_hevcnvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,3,9,31,3,13,27,3,9,31
amt_gaming_vqa_dataset/Assassiancreedvalhalla_1_2160p_10000k_av1,Highly Clear,No visible artifacts,High level of immersion,30,6,5,34,5,2,30,9,2
amt_gaming_vqa_dataset/Assassiancreedvalhalla_1_2160p_10000k_hevcnvenc,Highly Clear,No visible artifacts,High level of immersion,29,10,1,25,12,3,26,11,3
amt_gaming_vqa_dataset/Assassiancreedvalhalla_1_2160p_1000k_av1,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,9,24,10,6,25,12,9,23,11
amt_gaming_vqa_dataset/Assassiancreedvalhalla_1_2160p_1500k_hevcnvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,5,22,14,4,21,16,2,22,17
amt_gaming_vqa_dataset/Assassiancreedvalhalla_1_2160p_25000k_h264nvenc,Highly Clear,No visible artifacts,High level of immersion,33,8,2,28,13,2,30,12,1
amt_gaming_vqa_dataset/Assassiancreedvalhalla_1_2160p_5000k_av1,Highly Clear,No visible artifacts,High level of immersion,30,10,3,30,10,3,28,12,3
amt_gaming_vqa_dataset/Assassiancreedvalhalla_1_2160p_5000k_h264nvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,4,9,30,3,7,33,4,11,28
amt_gaming_vqa_dataset/Assassiancreedvalhalla_1_2160p_6000k_hevcnvenc,Highly Clear,No visible artifacts,High level of immersion,28,8,5,26,11,4,26,12,3
amt_gaming_vqa_dataset/Assassiancreedvalhalla_1_2160p_8500k_h264nvenc,Moderately Clear,No visible artifacts,Moderate level of immersion,17,19,6,18,18,6,14,21,7
amt_gaming_vqa_dataset/Assassiancreedvalhalla_1_480p_1000k_av1,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,5,24,14,7,25,11,5,23,15
amt_gaming_vqa_dataset/Assassiancreedvalhalla_1_480p_1000k_h264nvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,5,9,29,3,11,29,6,8,29
amt_gaming_vqa_dataset/Assassiancreedvalhalla_1_480p_800k_hevcnvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,4,14,25,3,15,25,3,15,25
amt_gaming_vqa_dataset/Assassiancreedvalhalla_1_720p_1000k_h264nvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,2,6,34,2,9,31,3,8,31
amt_gaming_vqa_dataset/Assassiancreedvalhalla_1_720p_1300k_av1,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,13,24,6,14,24,5,9,27,7
amt_gaming_vqa_dataset/Assassiancreedvalhalla_1_720p_1500k_hevcnvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,11,28,4,9,29,5,9,31,3
amt_gaming_vqa_dataset/Assassiancreedvalhalla_1_720p_2500k_h264nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,15,20,8,16,19,8,15,21,7
amt_gaming_vqa_dataset/Assassiancreedvalhalla_1_720p_3000k_av1,Highly Clear,No visible artifacts,High level of immersion,27,14,2,23,20,0,23,16,4
amt_gaming_vqa_dataset/Assassiancreedvalhalla_1_720p_3500k_hevcnvenc,Highly Clear,No visible artifacts,High level of immersion,25,13,5,26,14,3,25,16,2
amt_gaming_vqa_dataset/Assassiancreedvalhalla_1_720p_5000k_h264nvenc,Highly Clear,No visible artifacts,High level of immersion,22,18,2,22,17,3,22,19,1
amt_gaming_vqa_dataset/Assassiancreedvalhalla_1_720p_500k_av1,Minimally Clear,Severe Artifacts Present,Low level of immersion,2,13,28,4,12,27,4,8,31
amt_gaming_vqa_dataset/Assassiancreedvalhalla_1_720p_600k_hevcnvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,1,9,33,2,10,31,2,11,30
amt_gaming_vqa_dataset/Assettocorsecompetizione_2,Highly Clear,No visible artifacts,High level of immersion,27,3,2,24,7,1,24,6,2
amt_gaming_vqa_dataset/Assettocorsecompetizione_2_1080p_10000k_h264nvenc,Highly Clear,No visible artifacts,Moderate level of immersion,16,12,3,17,14,0,14,14,3
amt_gaming_vqa_dataset/Assettocorsecompetizione_2_1080p_1500k_av1,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,10,19,3,10,20,2,10,18,4
amt_gaming_vqa_dataset/Assettocorsecompetizione_2_1080p_2000k_hevcnvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,8,18,6,9,16,7,8,17,7
amt_gaming_vqa_dataset/Assettocorsecompetizione_2_1080p_2300k_h264nvenc,Minimally Clear,Minor Artifacts Present,Moderate level of immersion,7,12,13,1,17,14,1,18,13
amt_gaming_vqa_dataset/Assettocorsecompetizione_2_1080p_5000k_av1,Highly Clear,No visible artifacts,Moderate level of immersion,19,10,3,21,9,2,15,15,2
amt_gaming_vqa_dataset/Assettocorsecompetizione_2_1080p_500k_av1,Minimally Clear,Severe Artifacts Present,Low level of immersion,1,12,19,2,11,19,2,9,21
amt_gaming_vqa_dataset/Assettocorsecompetizione_2_1080p_5300k_h264nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,12,14,6,11,18,3,11,16,5
amt_gaming_vqa_dataset/Assettocorsecompetizione_2_1080p_6000k_hevcnvenc,Highly Clear,Minor Artifacts Present,Moderate level of immersion,16,14,2,14,15,3,14,16,2
amt_gaming_vqa_dataset/Assettocorsecompetizione_2_1080p_800k_hevcnvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,3,7,22,4,6,22,2,11,19
amt_gaming_vqa_dataset/Assettocorsecompetizione_2_2160p_10000k_av1,Highly Clear,No visible artifacts,High level of immersion,20,9,2,20,11,0,16,13,2
amt_gaming_vqa_dataset/Assettocorsecompetizione_2_2160p_10000k_hevcnvenc,Highly Clear,No visible artifacts,High level of immersion,18,13,1,21,9,2,17,13,2
amt_gaming_vqa_dataset/Assettocorsecompetizione_2_2160p_1000k_av1,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,8,18,6,7,16,9,6,19,7
amt_gaming_vqa_dataset/Assettocorsecompetizione_2_2160p_1500k_hevcnvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,5,17,10,6,15,11,3,16,13
amt_gaming_vqa_dataset/Assettocorsecompetizione_2_2160p_25000k_h264nvenc,Highly Clear,No visible artifacts,Moderate level of immersion,17,11,2,18,11,1,13,15,2
amt_gaming_vqa_dataset/Assettocorsecompetizione_2_2160p_5000k_av1,Highly Clear,No visible artifacts,High level of immersion,17,12,2,15,15,1,15,14,2
amt_gaming_vqa_dataset/Assettocorsecompetizione_2_2160p_5000k_h264nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,5,16,11,6,15,11,4,16,12
amt_gaming_vqa_dataset/Assettocorsecompetizione_2_2160p_6000k_hevcnvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,15,16,1,13,17,2,12,18,2
amt_gaming_vqa_dataset/Assettocorsecompetizione_2_2160p_8500k_h264nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,13,14,5,11,18,3,9,20,3
amt_gaming_vqa_dataset/Assettocorsecompetizione_2_480p_1000k_av1,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,5,14,13,4,15,13,4,18,10
amt_gaming_vqa_dataset/Assettocorsecompetizione_2_480p_1000k_h264nvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,2,9,21,5,7,20,1,11,20
amt_gaming_vqa_dataset/Assettocorsecompetizione_2_480p_800k_hevcnvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,1,12,19,4,10,18,1,10,21
amt_gaming_vqa_dataset/Assettocorsecompetizione_2_720p_1000k_h264nvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,1,10,21,3,9,20,0,8,24
amt_gaming_vqa_dataset/Assettocorsecompetizione_2_720p_1300k_av1,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,5,18,8,10,15,6,6,19,6
amt_gaming_vqa_dataset/Assettocorsecompetizione_2_720p_1500k_hevcnvenc,Moderately Clear,Severe Artifacts Present,Moderate level of immersion,5,15,12,8,12,12,4,16,12
amt_gaming_vqa_dataset/Assettocorsecompetizione_2_720p_2500k_h264nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,3,21,8,4,21,7,3,21,8
amt_gaming_vqa_dataset/Assettocorsecompetizione_2_720p_3000k_av1,Moderately Clear,No visible artifacts,Moderate level of immersion,13,14,5,15,12,5,12,18,2
amt_gaming_vqa_dataset/Assettocorsecompetizione_2_720p_3500k_hevcnvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,9,18,5,11,18,3,9,20,3
amt_gaming_vqa_dataset/Assettocorsecompetizione_2_720p_5000k_h264nvenc,Moderately Clear,Minor Artifacts Present,Moderate level of immersion,9,20,3,12,14,6,11,17,4
amt_gaming_vqa_dataset/Assettocorsecompetizione_2_720p_500k_av1,Minimally Clear,Severe Artifacts Present,Low level of immersion,2,13,17,5,12,15,1,14,17
amt_gaming_vqa_dataset/Assettocorsecompetizione_2_720p_600k_hevcnvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,1,8,22,3,6,22,0,8,23
amt_gaming_vqa_dataset/Astroysplayroom_1,Highly Clear,No visible artifacts,High level of immersion,20,9,2,20,8,3,20,9,2
amt_gaming_vqa_dataset/Astroysplayroom_1_1080p_10000k_h264nvenc,Highly Clear,No visible artifacts,High level of immersion,21,10,1,22,5,5,20,12,0
amt_gaming_vqa_dataset/Astroysplayroom_1_1080p_1500k_av1,Highly Clear,No visible artifacts,High level of immersion,17,12,3,16,14,2,17,12,3
amt_gaming_vqa_dataset/Astroysplayroom_1_1080p_2000k_hevcnvenc,Moderately Clear,No visible artifacts,Moderate level of immersion,13,17,2,16,14,2,13,18,1
amt_gaming_vqa_dataset/Astroysplayroom_1_1080p_2300k_h264nvenc,Moderately Clear,Minor Artifacts Present,Low level of immersion,3,15,14,5,16,11,4,14,14
amt_gaming_vqa_dataset/Astroysplayroom_1_1080p_5000k_av1,Highly Clear,No visible artifacts,High level of immersion,22,8,1,20,8,3,21,8,2
amt_gaming_vqa_dataset/Astroysplayroom_1_1080p_500k_av1,Minimally Clear,Severe Artifacts Present,Low level of immersion,4,13,15,1,14,17,0,15,17
amt_gaming_vqa_dataset/Astroysplayroom_1_1080p_5300k_h264nvenc,Highly Clear,No visible artifacts,High level of immersion,18,9,5,17,10,5,16,8,8
amt_gaming_vqa_dataset/Astroysplayroom_1_1080p_6000k_hevcnvenc,Highly Clear,No visible artifacts,High level of immersion,19,12,1,16,15,1,16,13,3
amt_gaming_vqa_dataset/Astroysplayroom_1_1080p_800k_hevcnvenc,Minimally Clear,Severe Artifacts Present,Low level of immersion,4,11,17,2,11,19,1,15,16
amt_gaming_vqa_dataset/Astroysplayroom_1_2160p_10000k_av1,Highly Clear,No visible artifacts,High level of immersion,24,4,3,22,8,1,24,4,3
