HIT_ID,Worker_ID,Assignment_ID,Sample_Row_Name,Sample_Row_Index,Unique_HIT_Index,Unset,Stalls,ConsSD,DiffSD,repeatDiffs,Goldcount,goldDiffs
373L46LKQXX4CX471T38YBA3SEWJKD,A21PC6ZS98FGB5,3C5W7UE9D6H2KP7TTB0QSH6HT42XML,row_0,0,0,14,8,28.77938210711134,32.785714285714285,"[32.0, 38.0, 42.0, 10.0, 57.0, 15.0, 12.0]",4,"[18.53, 37.17, 11.310000000000002, 7.569999999999993]"
373L46LKQXX4CX471T38YBA3SEWJKD,A16KWRV7HCOR92,3KAKFY4PHLT488AOO7VAT8AW51GI3R,row_0,0,0,6,84,31.001777145007154,30.516129032258064,"[19.0, 0.0, 4.0, 2.0, 0.0, 0.0]",4,"[10.530000000000001, 29.17, 1.6899999999999977, 21.430000000000007]"
373L46LKQXX4CX471T38YBA3SEWJKD,A14PLK0T7QT3ZG,3YW4XOSQLHCD7WR9VK65OIJA1C91UA,row_0,0,0,6,65,22.41250765710318,30.913978494623656,"[16.0, 28.0, 1.0, 0.0, 1.0, 1.0]",4,"[18.53, 15.170000000000002, 21.689999999999998, 7.569999999999993]"
373L46LKQXX4CX471T38YBA3SEWJKD,AK4947CIG17B5,3TXD01ZLEV8UZVOSI2P7MGQDDXW4U5,row_0,0,0,6,57,9.187679696379304,41.043010752688176,"[12.0, 22.0, 21.0, 10.0, 5.0, 4.0]",4,"[76.47, 52.83, 25.310000000000002, 2.430000000000007]"
373L46LKQXX4CX471T38YBA3SEWJKD,A19JFVFPZLO013,3VBEN272NBQUWYP8OYW8G45SI51SGH,row_0,0,0,6,64,19.144182169767472,16.64516129032258,"[20.0, 13.0, 23.0, 2.0, 27.0, 26.0]",4,"[25.47, 3.8299999999999983, 39.69, 68.43]"
3CMV9YRYQTSFW3MPMTF9DBNIHE1JLG,A3D2P33SYYDMD,3RWE2M8QX8105HMI20QJWI86ONS0NU,row_0,0,0,6,5,28.613188103950904,34.58064516129032,"[24.0, 3.0, 12.0, 2.0, 28.0, 2.0]",4,"[18.53, 37.17, 20.689999999999998, 7.569999999999993]"
3CMV9YRYQTSFW3MPMTF9DBNIHE1JLG,A16KWRV7HCOR92,3F0BG9B9NGE8ZRQGU1K3SDG00MYY7G,row_0,0,0,6,82,29.257398640136874,36.935483870967744,"[12.0, 20.0, 18.0, 1.0, 22.0, 30.0]",4,"[10.530000000000001, 28.17, 22.689999999999998, 0.5699999999999932]"
3CMV9YRYQTSFW3MPMTF9DBNIHE1JLG,AW338AT1TPG6H,3O6CYIULF4S68X7CS8VQH894XQOWUC,row_0,0,0,6,6,10.689102315587581,30.06451612903226,"[0.0, 23.0, 23.0, 2.0, 23.0, 2.0]",4,"[7.469999999999999, 14.829999999999998, 1.6899999999999977, 22.430000000000007]"
301KG0KXA2CD4B5RONUJM28UYM6H2K,A1O9PMTIIVGDEW,3E1QT0TDGG0Q95GU0OQ6KPI7LOBI8O,row_0,0,0,6,72,23.79012757346722,33.75268817204301,"[0.0, 29.0, 0.0, 10.0, 1.0, 2.0]",4,"[18.53, 8.170000000000002, 27.310000000000002, 7.569999999999993]"
301KG0KXA2CD4B5RONUJM28UYM6H2K,A34H5VDE6B62VN,3M0BCWMB9MNRCYY6SHEVCIHG85VBWO,row_0,0,0,6,7,31.074113719915825,4.478260869565218,"[51.0, 30.0, 68.0, 24.0, 40.0, 84.0]",4,"[76.47, 27.17, 23.689999999999998, 52.43000000000001]"
3YKP7CX6HS6AZZZBU71IWIM4EPN7BA,A3FAGQU5JVU4HX,3A9AA95AUNDZ39KWFL9NH29S5A45PG,row_0,0,0,6,73,23.99880522713056,32.365591397849464,"[41.0, 40.0, 20.0, 4.0, 7.0, 1.0]",4,"[10.530000000000001, 7.170000000000002, 22.310000000000002, 14.430000000000007]"
