File,width,height,framerate,nb_frames,MOS,SOS,most_common_clarity,most_common_artifacts,most_common_immersion,user_type,content_type
/scratch/09997/rs64952/G_Gaming/GamingVQA/original/Afterus.mp4,3840,2160,59.94,589,75.59171413218118,2.930732001309633,Highly Clear,No visible artifacts,High level of immersion,ps5,afterus
/scratch/09997/rs64952/G_Gaming/GamingVQA/original/Amerfightingopenbeta.mp4,3840,2160,59.94,594,73.79625206907863,2.624310294829959,Highly Clear,No visible artifacts,High level of immersion,ps5,amerfightingopenbeta
/scratch/09997/rs64952/G_Gaming/GamingVQA/original/Assassiancreedvalhalla_1.mp4,3840,2160,59.94,580,78.26548579254714,3.0427712859265537,Highly Clear,No visible artifacts,High level of immersion,ps5,assassiancreedvalhalla
/scratch/09997/rs64952/G_Gaming/GamingVQA/original/Assassiancreedvalhalla_2.mp4,3840,2160,59.94,588,72.19245623504084,3.614373600137325,Highly Clear,No visible artifacts,High level of immersion,ps5,assassiancreedvalhalla
/scratch/09997/rs64952/G_Gaming/GamingVQA/original/Assettocorsecompetizione_1.mp4,3840,2160,59.94,597,79.24513948785459,2.895287956985196,Highly Clear,No visible artifacts,High level of immersion,ps5,assettocorsecompetizione
/scratch/09997/rs64952/G_Gaming/GamingVQA/original/Assettocorsecompetizione_2.mp4,3840,2160,59.94,583,78.35663468751696,2.8043819880292737,Highly Clear,No visible artifacts,High level of immersion,ps5,assettocorsecompetizione
/scratch/09997/rs64952/G_Gaming/GamingVQA/original/Astroysplayroom_1.mp4,3840,2160,59.94,572,75.7548146587294,2.682344435389592,Highly Clear,No visible artifacts,High level of immersion,ps5,astroysplayroom
/scratch/09997/rs64952/G_Gaming/GamingVQA/original/Astroysplayroom_2.mp4,3840,2160,59.94,590,74.92102845557739,3.6193479839771694,Highly Clear,No visible artifacts,High level of immersion,ps5,astroysplayroom
/scratch/09997/rs64952/G_Gaming/GamingVQA/original/CatQuestII.mp4,3840,2160,59.94,594,76.21920725184621,3.3825286158631847,Highly Clear,No visible artifacts,High level of immersion,ps5,catquest2
/scratch/09997/rs64952/G_Gaming/GamingVQA/original/CatQuest.mp4,3840,2160,59.94,591,74.09001441842754,2.619728262584448,Highly Clear,No visible artifacts,High level of immersion,ps5,catquest
/scratch/09997/rs64952/G_Gaming/GamingVQA/original/Crossout.mp4,3840,2160,59.94,579,79.14309673216286,3.030592639680314,Highly Clear,No visible artifacts,High level of immersion,ps5,crossout
/scratch/09997/rs64952/G_Gaming/GamingVQA/original/Daysgone_1.mp4,3840,2160,59.94,574,75.50744863437758,2.1169716321724663,Highly Clear,No visible artifacts,High level of immersion,ps5,daysgone
/scratch/09997/rs64952/G_Gaming/GamingVQA/original/Daysgone_2.mp4,3840,2160,59.94,580,75.69657702221625,2.845493921590008,Highly Clear,No visible artifacts,High level of immersion,ps5,daysgone
/scratch/09997/rs64952/G_Gaming/GamingVQA/original/Deadspace.mp4,3840,2160,59.94,581,72.63258382225365,3.5627822759777694,Highly Clear,No visible artifacts,High level of immersion,ps5,deadspace
/scratch/09997/rs64952/G_Gaming/GamingVQA/original/Deathstrandingdirectorscut.mp4,3840,2160,59.94,576,74.62346071318781,3.0506128203413407,Highly Clear,No visible artifacts,High level of immersion,ps5,deathstrandingdirectorscut
