WorkerId,Value
A3U5FZX51JBFQW,0
A3AHE81HVRXFCD,0
AWR8O625EL9X9,0
AW338AT1TPG6H,0
A3DJ0UVMQRZ32R,0
A2SKY317RZ3NCS,0
A16EGD2ITJKO4V,0
A1G1W9YIHATY4R,0
A20G8SL4ZZ38FL,0
A3YMV4L5PLL2V,0
A1RQLE4ZMTU22A,0
A3QB50HW9PDXB9,0
A1F0VEHWK3IAF4,0
A2YKOX0MM6Q0PE,0
A3TD836U3Z1J2B,0
A1JFGI5XJYYR3A,0
A3RJ8NZQ8BRTZM,0
A1U9QQOBJJDYW0,0
A10FCQ7R6OGXF8,0
A12KQGDA5YYCW7,0
A2XJH3WC02RMXQ,0
A1TRCGTBFJO7UQ,0
ACBK30I7R42NI,0
A3KGCURZJ02L3,0
ASFCKRTAQMR2J,0
A1JG342PWI2PTC,0
A36NPTH2FLH2PA,0
A1HCG3H9LC6ZPQ,0
AH4ERHALTP5ME,0
A3O0NNIW4KA2PV,0
AT5SRP5JN4KXN,0
A36CQIFWEDEECU,0
A369AG143K4YH9,0
A36QYJDZBOQ5PQ,0
