WorkerId,Value
A2FC99DDV5E9TW,0
AQPFTUIJ0PW2N,0
A332U5R6NCL0X4,0
AMH0GT8UM7S1C,0
A3AUVNZR4RZMNW,0
A1G8N8ASI40157,0
A3EQPQ7EZFKB0R,0
A2H1UFKV8FSTV2,0
A1JFGI5XJYYR3A,0
A2I61I62R2XCST,0
A1MCWFRCYFK1BX,0
A20G8SL4ZZ38FL,0
A1ZL17KIP85OLV,0
A12KQGDA5YYCW7,0
ASFCKRTAQMR2J,0
ASAMJC3EOZ9XE,0
A36NPTH2FLH2PA,0
AWR8O625EL9X9,0
A1EQ8UXKOUDYT4,0
A3OK13TYU0OUUQ,0
AIC2D8A9UQO8S,0
A369AG143K4YH9,0
A14VB364MMVGC3,0
AD9QQRANGJBO1,0
A1TRCGTBFJO7UQ,0
ABKYJJD0ZK291,0
A16EGD2ITJKO4V,0
A2XJH3WC02RMXQ,0
A1RQLE4ZMTU22A,0
A1IH7F19OWLD3A,0
A3DJ0UVMQRZ32R,0
A3KGCURZJ02L3,0
AT5SRP5JN4KXN,0
AH0NG7PISCRNQ,0
A1LII4M7CS6C9I,0
AG6OSVX8E7KS5,0
A34CR7V78JGBIO,0
A13GBA16BNTN1A,0
A8F6JFG0WSELT,0
